case_key,slice_id,family,source_id,arm,success,candidate_n,gold_rank,gold_top1_by_id,strict_top1,champion_label,champion_relation,top1_probability,margin,pool_sha256,cache_hit,error
DA_d2_heldout100/270,DA_d2_heldout100,DA,270,remove_non_gold3,True,3,1,True,True,Dual atrioventricular (AV) nonreentrant tachycardia,base,0.9,high,9541595d6d165b004a68d0a9f584ed6e5ab19e148ce4ccf44948841ae9f79a0f,False,
DA_d2_heldout100/270,DA_d2_heldout100,DA,270,add_parent5,False,4,,False,False,,base,,,507d7d0b7669806484f5cdaf75c5e9561926256d42377f9a1489e258c4c691a6,False,construction_failure: AssertionError: unsuccessful frozen perturbation: DA_d2_heldout100/270
DA_d2_heldout100/270,DA_d2_heldout100,DA,270,add_sibling5,False,4,,False,False,,base,,,507d7d0b7669806484f5cdaf75c5e9561926256d42377f9a1489e258c4c691a6,False,construction_failure: AssertionError: unsuccessful frozen perturbation: DA_d2_heldout100/270
DA_d2_heldout100/270,DA_d2_heldout100,DA,270,add_unrelated5,False,4,,False,False,,base,,,507d7d0b7669806484f5cdaf75c5e9561926256d42377f9a1489e258c4c691a6,False,construction_failure: AssertionError: unsuccessful frozen perturbation: DA_d2_heldout100/270
DA_d2_heldout100/270,DA_d2_heldout100,DA,270,add_synonym5,False,4,,False,False,,base,,,507d7d0b7669806484f5cdaf75c5e9561926256d42377f9a1489e258c4c691a6,False,construction_failure: AssertionError: unsuccessful frozen perturbation: DA_d2_heldout100/270
DA_d2_heldout100/270,DA_d2_heldout100,DA,270,add_component5,False,4,,False,False,,base,,,507d7d0b7669806484f5cdaf75c5e9561926256d42377f9a1489e258c4c691a6,False,construction_failure: AssertionError: unsuccessful frozen perturbation: DA_d2_heldout100/270
DA_d2_heldout100/270,DA_d2_heldout100,DA,270,nested_width6,False,4,,False,False,,base,,,507d7d0b7669806484f5cdaf75c5e9561926256d42377f9a1489e258c4c691a6,False,construction_failure: AssertionError: unsuccessful frozen perturbation: DA_d2_heldout100/270
DA_d2_heldout100/270,DA_d2_heldout100,DA,270,nested_width8,False,4,,False,False,,base,,,507d7d0b7669806484f5cdaf75c5e9561926256d42377f9a1489e258c4c691a6,False,construction_failure: AssertionError: unsuccessful frozen perturbation: DA_d2_heldout100/270
DA_d2_heldout100/273,DA_d2_heldout100,DA,273,base4,True,4,2,False,False,Combined atopic dermatitis and allergic contact dermatitis,base,0.85,high,27af84baa6e5d4b571d38a6f002d4454458a62a4f742bd13cb704fbd3a6621b7,False,
DA_d2_heldout100/273,DA_d2_heldout100,DA,273,remove_non_gold3,True,3,2,False,False,Combined atopic dermatitis and allergic contact dermatitis,base,0.65,medium,b2331acb51d0dbdc1c5557501443d113fc306df94c148e1687ef3032f834f426,False,
DA_d2_heldout100/273,DA_d2_heldout100,DA,273,add_parent5,True,5,2,False,False,Combined atopic dermatitis and allergic contact dermatitis,base,0.55,medium,d4959f38705dd707c4f87ebfb6ffee59dbd98b01ba21a9fb965c05b60eb1f33d,False,
DA_d2_heldout100/273,DA_d2_heldout100,DA,273,add_sibling5,True,5,2,False,False,Combined atopic dermatitis and allergic contact dermatitis,base,0.7,high,6b3dabafdfd976e33aeba4a5f24992f6b46691f8989da28864fa5cee002bf40d,False,
DA_d2_heldout100/273,DA_d2_heldout100,DA,273,add_unrelated5,True,5,2,False,False,Combined atopic dermatitis and allergic contact dermatitis,base,0.8,high,61882771277a9972d6a83edf0541bc8dec7446415e70f8710c64a2cb4e50ca5a,False,
DA_d2_heldout100/273,DA_d2_heldout100,DA,273,add_synonym5,True,5,2,False,False,Combined atopic dermatitis and allergic contact dermatitis,base,0.55,medium,63648559e7deceba075fbc0b9048093c7e597ae42b1f005919d6e3f88bb0fc3a,False,
DA_d2_heldout100/273,DA_d2_heldout100,DA,273,add_component5,True,5,2,False,False,Combined atopic dermatitis and allergic contact dermatitis,base,0.55,medium,f6b6fed49bd78e437ff9efb7eab053b2aebf1ca56edf0bac38c9a78b73605d45,False,
DA_d2_heldout100/273,DA_d2_heldout100,DA,273,nested_width6,True,6,2,False,False,Combined atopic dermatitis and allergic contact dermatitis,base,0.7,high,4ef28da5ef0525b58624c626579b24e2191588db82d668bf71bb8b1606948880,False,
DA_d2_heldout100/273,DA_d2_heldout100,DA,273,nested_width8,True,8,2,False,False,Combined atopic dermatitis and allergic contact dermatitis,base,0.7,high,448381c313bb0fed15aeeb78da69485fa87f70556859216f12d77fc6348b60da,False,
DA_d2_heldout100/290,DA_d2_heldout100,DA,290,base4,True,4,1,True,True,Wellens syndrome with critical left anterior descending coronary artery stenosis,base,0.68,medium,339399bc3e7430680d15a6dda4662690fcacc746d0427897930b380dcdb0e20e,False,
DA_d2_heldout100/290,DA_d2_heldout100,DA,290,remove_non_gold3,True,3,1,True,True,Wellens syndrome with critical left anterior descending coronary artery stenosis,base,0.85,high,b4d5841c3f74e4adb090abe98538714e844272e425d36969ae8afa68dce76fa2,False,
DA_d2_heldout100/290,DA_d2_heldout100,DA,290,add_parent5,True,5,1,True,True,Wellens syndrome with critical left anterior descending coronary artery stenosis,base,0.7,high,2ac37e9fa7dab6968459bcb3a900a3c926b71dc6b6d3cba42d6ba3c6d4054395,False,
DA_d2_heldout100/290,DA_d2_heldout100,DA,290,add_sibling5,True,5,1,True,True,Wellens syndrome with critical left anterior descending coronary artery stenosis,base,0.85,high,0503c098f4914685c750a86a7b7f6d914a05890f06857c3cd43d1e9d1e9c15aa,False,
DA_d2_heldout100/290,DA_d2_heldout100,DA,290,add_unrelated5,True,5,1,True,True,Wellens syndrome with critical left anterior descending coronary artery stenosis,base,0.7,high,30fd3b991eb0c3f69d269cd99ed93038b61c610c87452c08fe11e68184b0ba3a,False,
DA_d2_heldout100/290,DA_d2_heldout100,DA,290,add_synonym5,True,5,1,True,True,Wellens syndrome with critical left anterior descending coronary artery stenosis,base,0.85,high,e7df81cbe73fa306303861d68bb98a0e2914638b5ffe380e1ad1993d4e1de132,False,
DA_d2_heldout100/290,DA_d2_heldout100,DA,290,add_component5,True,5,1,True,True,Wellens syndrome with critical left anterior descending coronary artery stenosis,base,0.85,high,cb84131dff093e58640833f10b79527421dacaeb4f7510542390a94b5b72632a,False,
DA_d2_heldout100/290,DA_d2_heldout100,DA,290,nested_width6,True,6,1,True,True,Wellens syndrome with critical left anterior descending coronary artery stenosis,base,0.95,high,eaae1efd38d5f4acd5874130c6cb6f13d7fe8007a646a5352b7e7ebc8d0943b2,False,
DA_d2_heldout100/290,DA_d2_heldout100,DA,290,nested_width8,True,8,1,True,True,Wellens syndrome with critical left anterior descending coronary artery stenosis,base,0.95,high,cd1a39af504627c0c0ce02306b4661d9103c8b554134dd53c0c1658a3854c1bc,False,
DA_d2_heldout100/301,DA_d2_heldout100,DA,301,base4,True,4,2,False,False,Bradycardia-dependent (phase 4) His-Purkinje block,base,0.85,high,5647a24d68df74e4116d794777c0b392ddb6147491d4db6844cee2b6b0e30b65,False,
DA_d2_heldout100/301,DA_d2_heldout100,DA,301,remove_non_gold3,True,3,2,False,False,Bradycardia-dependent (phase 4) His-Purkinje block,base,0.85,high,c3289457ec38834e299c3ed504e9d28f1505e8a233bdb6fd19b34d5f410cfba1,False,
DA_d2_heldout100/301,DA_d2_heldout100,DA,301,add_parent5,True,5,2,False,False,Bradycardia-dependent (phase 4) His-Purkinje block,base,0.95,high,1720559d2627ad61ea7922b0860e9fd401978f1d0a15af720833352f723a048d,False,
DA_d2_heldout100/301,DA_d2_heldout100,DA,301,add_sibling5,True,5,2,False,False,Bradycardia-dependent (phase 4) His-Purkinje block,base,0.85,high,96d8e1c443b26ad216e23ee33e638158a22d278562ba58ee9677949068b056fe,False,
DA_d2_heldout100/301,DA_d2_heldout100,DA,301,add_unrelated5,True,5,2,False,False,Bradycardia-dependent (phase 4) His-Purkinje block,base,0.85,high,5c7740b6f901428ceba730db99fabc706063df1b813f0ef30f0d1a2c93a08a35,False,
DA_d2_heldout100/301,DA_d2_heldout100,DA,301,add_synonym5,True,5,2,False,False,Bradycardia-dependent (phase 4) His-Purkinje block,base,0.9,high,7fcde5bbeb5b6b215eb7708197ec74b20c4c2bf37c85eb7855eeafd235a9963f,False,
DA_d2_heldout100/301,DA_d2_heldout100,DA,301,add_component5,True,5,3,False,False,Bradycardia-dependent (phase 4) His-Purkinje block,base,0.85,high,04b89fc289483d2fe598cb83ff2d9273ef1944c3ef25b8985f7c24665a19ab82,False,
DA_d2_heldout100/301,DA_d2_heldout100,DA,301,nested_width6,True,6,2,False,False,Bradycardia-dependent (phase 4) His-Purkinje block,base,0.85,high,42126cf9405652e8e3b33b1a217c46d650c21274bd46e0eadcb3dcb06f04f34d,False,
DA_d2_heldout100/301,DA_d2_heldout100,DA,301,nested_width8,True,8,2,False,False,Bradycardia-dependent (phase 4) His-Purkinje block,base,0.9,high,60192d850f5a84f76ef6fc074eb180c1c3e8b832396828760c42b6bdd48bdb06,False,
DA_d2_heldout100/302,DA_d2_heldout100,DA,302,base4,True,4,3,False,False,Folliculotropic mycosis fungoides,base,0.85,medium,4743a0cdbf81fda080aa59d338b486eaa1761fac4b425f63cb4a2dee5193a5f6,False,
DA_d2_heldout100/302,DA_d2_heldout100,DA,302,remove_non_gold3,True,3,1,True,True,Unilesional folliculotropic mycosis fungoides,base,0.7,medium,4d7106cc353276257ecdd8b497b9e4ccf2dc625eabb5597f4d9be55135d4906d,False,
DA_d2_heldout100/302,DA_d2_heldout100,DA,302,add_parent5,True,5,1,True,True,Unilesional folliculotropic mycosis fungoides,base,0.65,medium,396533fa9778577a3b3002b92b433839a74ec62b7e16fa57d9362e0918d2e762,False,
DA_d2_heldout100/302,DA_d2_heldout100,DA,302,add_sibling5,True,5,3,False,False,Folliculotropic mycosis fungoides,base,0.9,high,a9cae3f657e5b819623dab9920515ea836a8e332eea9e28460dd9f294c036c33,False,
DA_d2_heldout100/302,DA_d2_heldout100,DA,302,add_unrelated5,True,5,1,True,True,Unilesional folliculotropic mycosis fungoides,base,0.8,low,3a79f4c544af20ddf2e36947c5de31d8a468d7d1cb9523325f597e9edb93ef19,False,
DA_d2_heldout100/302,DA_d2_heldout100,DA,302,add_synonym5,True,5,1,True,True,Unilesional folliculotropic mycosis fungoides,base,0.85,high,ae90d817a32daad38ffac5fa292f9543bba8357acd8148bde3d10cc48db10aa4,False,
DA_d2_heldout100/302,DA_d2_heldout100,DA,302,add_component5,True,5,1,True,True,Unilesional folliculotropic mycosis fungoides,base,0.7,high,dc1efaf6dc78a4b47925e5052a88529e7c4336354d647000e5d6b772bcede2c6,False,
DA_d2_heldout100/302,DA_d2_heldout100,DA,302,nested_width6,True,6,1,True,True,Unilesional folliculotropic mycosis fungoides,base,0.85,high,32ddbb932a0a9a832b3b8e1d1614f74edfa5aa30ec9b2cc089b054ad26779580,False,
DA_d2_heldout100/302,DA_d2_heldout100,DA,302,nested_width8,True,8,1,True,True,Unilesional folliculotropic mycosis fungoides,base,0.7,high,71b038c7b649e301a8a23c4e7701da2e0922b7504e43fbad9d838b39b9b2b878,False,
DA_d2_heldout100/306,DA_d2_heldout100,DA,306,base4,True,4,2,False,False,Fungal meningoencephalitis (Candida tropicalis),base,0.85,medium,f8a58ca044a9bf2d3706751727030c9a4c56f77497665240c44de7427e16f238,False,
DA_d2_heldout100/306,DA_d2_heldout100,DA,306,remove_non_gold3,True,3,1,True,True,Candida tropicalis meningoencephalitis,base,0.82,high,5f5c35c28ce076584c83ffa376cdd98e5c5ef9c038c6612dee20d95db202a2ab,False,
DA_d2_heldout100/306,DA_d2_heldout100,DA,306,add_parent5,True,5,1,True,True,Candida tropicalis meningoencephalitis,base,0.9,high,783d7c0090bc579b07cb5e1e3589c90ca9a3a2464274030fdadd4a4feb3f1c0e,False,
DA_d2_heldout100/306,DA_d2_heldout100,DA,306,add_sibling5,True,5,1,True,True,Candida tropicalis meningoencephalitis,base,0.9,high,ebbeddbc2b2c6d32ce3fece940c3c5307e4739902d11496d74634351646a7565,False,
DA_d2_heldout100/306,DA_d2_heldout100,DA,306,add_unrelated5,True,5,2,False,False,Fungal meningoencephalitis (Candida tropicalis),base,0.85,medium,d0ce5368f9624130c877fa509d67b2af1c48bb0890aff885a53d83b9d43b8f7f,False,
DA_d2_heldout100/306,DA_d2_heldout100,DA,306,add_synonym5,True,5,1,True,True,Candida tropicalis meningoencephalitis,base,0.8,high,c4e82ce6bd5fe38345cb92dc58c484a12f9a6c222ede91b348a4c5a4af050da9,False,
DA_d2_heldout100/306,DA_d2_heldout100,DA,306,add_component5,True,5,1,True,True,Candida tropicalis meningoencephalitis,base,0.8,high,f7076c26beebd4e34b6dd3fd9f59ffbcef164d227581ef95644b204df2f449c3,False,
DA_d2_heldout100/306,DA_d2_heldout100,DA,306,nested_width6,True,6,1,True,True,Candida tropicalis meningoencephalitis,base,0.85,low,42cb81b2914e12b60b108ac4b8097ea1af094442dd447407c1c82b8ed3c9fa73,False,
DA_d2_heldout100/306,DA_d2_heldout100,DA,306,nested_width8,True,8,2,False,False,Fungal meningoencephalitis (Candida tropicalis),base,0.9,high,50b385a605291ab96f795b4c2041b4c974e6df6beaa97058ccd9edecd4b8f983,False,
DA_d2_heldout100/310,DA_d2_heldout100,DA,310,base4,True,4,4,False,False,Traumatic spinal cord injury with spinal cord compression and anterolisthesis,base,0.45,medium,65a0fa85976b18de331c1d866d432e761fe150f59592fd4626d2eade263fe864,False,
DA_d2_heldout100/310,DA_d2_heldout100,DA,310,remove_non_gold3,True,3,3,False,False,Acute traumatic cervical spinal cord injury,base,0.6,medium,b33dd1bf8a67d0e28d7cc09b29524ef139144ee486465f654b2ebb962b5c979e,False,
DA_d2_heldout100/310,DA_d2_heldout100,DA,310,add_parent5,True,5,4,False,False,Traumatic spinal cord injury with spinal cord compression and anterolisthesis,base,0.75,medium,7a2e9b51c6b877478edc938b20ec14f8b6ce695848bc7a94a10118a140601236,False,
DA_d2_heldout100/310,DA_d2_heldout100,DA,310,add_sibling5,True,5,2,False,False,Acute traumatic cervical spinal cord injury,base,0.6,medium,873c62474929c253b8818c329595fb0ad5ccab2c5dfc0fbd03fd3ad4ff9dec1e,False,
DA_d2_heldout100/310,DA_d2_heldout100,DA,310,add_unrelated5,True,5,4,False,False,Traumatic spinal cord injury with spinal cord compression and anterolisthesis,base,0.55,medium,f32d7113ad7da6180c44b21133c9ca5f05db38c34bb9d6540e07f0cbd9f220cc,False,
DA_d2_heldout100/310,DA_d2_heldout100,DA,310,add_synonym5,True,5,4,False,False,Acute traumatic cervical spinal cord injury,base,0.4,medium,6e532ebb9b41db0d9422917f62682a3b7ba7f31aaf0ee9952e3c81045718c91d,False,
DA_d2_heldout100/310,DA_d2_heldout100,DA,310,add_component5,True,5,4,False,False,Traumatic spinal cord injury with spinal cord compression and anterolisthesis,base,0.85,high,d8768e3bf6887ee5bcb9a1257e00c7f73c3e4539aa4e76193dfec5bb5aab8923,False,
DA_d2_heldout100/310,DA_d2_heldout100,DA,310,nested_width6,True,6,4,False,False,Acute traumatic cervical spinal cord injury,base,0.55,medium,0daae1fb40de499c3f7f070b5d9673924541c4f195708d18f579c7cb05285e2b,False,
DA_d2_heldout100/310,DA_d2_heldout100,DA,310,nested_width8,True,8,4,False,False,Traumatic spinal cord injury with spinal cord compression and anterolisthesis,base,0.62,medium,83c39619bfd09a38ab487914d82e2795481c82c8c8f2556ef14d9f8e03f789b8,False,
DA_d2_heldout100/313,DA_d2_heldout100,DA,313,base4,True,4,1,True,True,Community-acquired methicillin-resistant Staphylococcus aureus (CA-MRSA) sepsis with septic vasculopathy,base,0.8,high,f81304724e02f473452d5a5dd245345e04ab9f3f252f4282e780964c2e47b61b,False,
DA_d2_heldout100/313,DA_d2_heldout100,DA,313,remove_non_gold3,True,3,1,True,True,Community-acquired methicillin-resistant Staphylococcus aureus (CA-MRSA) sepsis with septic vasculopathy,base,0.6,medium,bf0b4d8940d84ac30bb59dc2195ee1eb19f805105221043df23d52f5ebd05aea,False,
DA_d2_heldout100/313,DA_d2_heldout100,DA,313,add_parent5,True,5,1,True,True,Community-acquired methicillin-resistant Staphylococcus aureus (CA-MRSA) sepsis with septic vasculopathy,base,0.6,high,230e95dcba7021d3b1ac7093c857dccf1cc70fbf04fa23f673a6b98e5505636b,False,
DA_d2_heldout100/313,DA_d2_heldout100,DA,313,add_sibling5,True,5,1,True,True,Community-acquired methicillin-resistant Staphylococcus aureus (CA-MRSA) sepsis with septic vasculopathy,base,0.55,high,c3bd25ca4a6ee99a520a1ce6c20c997d8a5829f25cb904fe1513cdff4b45f3cb,False,
DA_d2_heldout100/313,DA_d2_heldout100,DA,313,add_unrelated5,True,5,1,True,True,Community-acquired methicillin-resistant Staphylococcus aureus (CA-MRSA) sepsis with septic vasculopathy,base,0.55,high,bf194a1bc7869d056d3b867eb1399668b7ef6a5cfb0e2c9785750c2c5f90ff92,False,
DA_d2_heldout100/313,DA_d2_heldout100,DA,313,add_synonym5,True,5,1,True,True,Community-acquired methicillin-resistant Staphylococcus aureus (CA-MRSA) sepsis with septic vasculopathy,base,0.9,high,9c9a34d51890265021368fde64280422076ecbb57abf63a70a872b9a19e37842,False,
DA_d2_heldout100/313,DA_d2_heldout100,DA,313,add_component5,True,5,1,True,True,Community-acquired methicillin-resistant Staphylococcus aureus (CA-MRSA) sepsis with septic vasculopathy,base,0.35,medium,1483b3c52eb4022ac64f6231f68e0181b340a4211727dbd0245e0f3606a5823b,False,
DA_d2_heldout100/313,DA_d2_heldout100,DA,313,nested_width6,True,6,1,True,True,Community-acquired methicillin-resistant Staphylococcus aureus (CA-MRSA) sepsis with septic vasculopathy,base,0.7,high,6482fa9193068192a433337a806a38f7a83312e0c116239c1452f5970ce47434,False,
DA_d2_heldout100/313,DA_d2_heldout100,DA,313,nested_width8,True,8,1,True,True,Community-acquired methicillin-resistant Staphylococcus aureus (CA-MRSA) sepsis with septic vasculopathy,base,0.85,high,e4ba09594378ef175e566586c54342b3a2f68027ed8c39cd5d512ca833b870f2,False,
DA_d2_heldout100/317,DA_d2_heldout100,DA,317,base4,True,4,2,False,False,Blastomycosis-like pyoderma,base,0.65,medium,37c3f69513dac4a8e800eebdc5e1e94a4ae2b8c8e94a72aec09c178c7c268131,False,
DA_d2_heldout100/317,DA_d2_heldout100,DA,317,remove_non_gold3,True,3,1,True,True,Pyoderma vegetans,base,0.65,medium,18258bf6e3bbff33978c0b898812b04a44dc95ca9b262f28e0cd1c7ba53f88a7,False,
DA_d2_heldout100/317,DA_d2_heldout100,DA,317,add_parent5,True,5,2,False,False,Blastomycosis-like pyoderma,base,0.75,high,0cf928596e1ac0819219ae8a51dcc8b42e099e671e436a473f77b47d732f193c,False,
DA_d2_heldout100/317,DA_d2_heldout100,DA,317,add_sibling5,True,5,2,False,False,Blastomycosis-like pyoderma,base,0.7,medium,5c378221d76343dceb1ed648cb3bd46b97cd4fee91f73146dbaf8b9208627ec7,False,
DA_d2_heldout100/317,DA_d2_heldout100,DA,317,add_unrelated5,True,5,2,False,False,Blastomycosis-like pyoderma,base,0.85,medium,ff72e90be3287445f180f4f407d70d10bb408fa38ca4f1eb0da10e0015bd7266,False,
DA_d2_heldout100/317,DA_d2_heldout100,DA,317,add_synonym5,True,5,1,True,True,Pyoderma vegetans,base,0.85,high,3032cedc2213dd2ce75a6716fe332f44491c51551e5c7d8492cf6a45cf640797,False,
DA_d2_heldout100/317,DA_d2_heldout100,DA,317,add_component5,True,5,2,False,False,Blastomycosis-like pyoderma,base,0.75,low,96077fb8f3cd57c82054c326dbb7164b8f8d9ebc9cc50dac9413656a187ec0c3,False,
DA_d2_heldout100/317,DA_d2_heldout100,DA,317,nested_width6,True,6,2,False,False,Blastomycosis-like pyoderma,base,0.55,high,1b98482c38a7cb43a2590ec111449733df17807dc8954f6cda02c7625da54480,False,
DA_d2_heldout100/317,DA_d2_heldout100,DA,317,nested_width8,True,8,2,False,False,Halogenoderma,width_distractor,0.35,medium,dcb3334b2dd33fb161c715ae53c64e6727589408e62672f007f174a7b94e3b8c,False,
DA_d2_heldout100/328,DA_d2_heldout100,DA,328,base4,True,4,3,False,False,Chronic Spontaneous Urticaria,base,0.75,medium,af1c5653979a9a9caea0ffc150d678839bfbb77eba463eb65055808a684cf74f,False,
DA_d2_heldout100/328,DA_d2_heldout100,DA,328,remove_non_gold3,True,3,1,True,True,Chronic idiopathic urticaria (CIU) due to methylisothiazolinone contact sensitization,base,0.5,medium,5cff5de63a04bb8297eb5597cb295f57d52edd636ac47c42d7774af374ed255f,False,
DA_d2_heldout100/328,DA_d2_heldout100,DA,328,add_parent5,True,5,5,False,False,Chronic Spontaneous Urticaria,base,0.7,high,71f7e41b73341deb564a75b03781227e28341760efdb4ceb2d336de1b8c5bf3a,False,
