arm,case_id,replicate,option_letter,is_gold,option_text,auto_leaf_id,auto_leaf_label,auto_rank,corrected_leaf_id,corrected_leaf_label,corrected_rank,binding_verdict,changed,binding_rationale
ALL_B_b1,mb66_peliosis,3,A,False,Ectopic implantation of a blastocyst,,,,,,,correct,False,
ALL_B_b1,mb66_peliosis,3,B,False,Inflammation of the pancreas,,,,,,,correct,False,
ALL_B_b1,mb66_peliosis,3,C,False,Obstruction of blood flow through the hepatic vein,,,,,,,correct,False,
ALL_B_b1,mb66_peliosis,3,D,False,Obstruction of the common bile duct by radio-opaque stones,B2.2,Obstruction of the Common Bile Duct,,B2.2,Obstruction of the Common Bile Duct,,correct,False,
ALL_B_b1,mb66_peliosis,3,E,True,Vascular ectasia within the liver,B5.1,Peliosis Hepatis,5,B5.1,Peliosis Hepatis,5,correct,False,
ALL_B_b1,mb77_hyperpara,1,A,False,Antacid overuse,,,,,,,correct,False,
ALL_B_b1,mb77_hyperpara,1,B,False,"Increased 1,25-dihydroxyvitamin D",,,,,,,correct,False,
ALL_B_b1,mb77_hyperpara,1,C,True,Increased parathyroid hormone,B4.1,Primary Hyperparathyroidism,1,B4.1,Primary Hyperparathyroidism,1,correct,False,
ALL_B_b1,mb77_hyperpara,1,D,False,Malignancy,B3.5,Malignancy-associated hypercalcemia,3,B3.5,Malignancy-associated hypercalcemia,3,correct,False,
ALL_B_b1,mb77_hyperpara,1,E,False,Viral illness,,,,,,,correct,False,
ALL_B_b1,mb77_hyperpara,2,A,False,Antacid overuse,,,,,,,correct,False,
ALL_B_b1,mb77_hyperpara,2,B,False,"Increased 1,25-dihydroxyvitamin D",,,,,,,correct,False,
ALL_B_b1,mb77_hyperpara,2,C,True,Increased parathyroid hormone,B4.1,Primary Hyperparathyroidism,1,B4.1,Primary Hyperparathyroidism,1,correct,False,
ALL_B_b1,mb77_hyperpara,2,D,False,Malignancy,B4.4,Malignancy-associated hypercalcemia,,B4.4,Malignancy-associated hypercalcemia,,correct,False,
ALL_B_b1,mb77_hyperpara,2,E,False,Viral illness,,,,,,,correct,False,
ALL_B_b1,mb77_hyperpara,3,A,False,Antacid overuse,,,,,,,correct,False,
ALL_B_b1,mb77_hyperpara,3,B,False,"Increased 1,25-dihydroxyvitamin D",,,,,,,correct,False,
ALL_B_b1,mb77_hyperpara,3,C,True,Increased parathyroid hormone,B4.1,Primary Hyperparathyroidism,1,B4.1,Primary Hyperparathyroidism,1,correct,False,
ALL_B_b1,mb77_hyperpara,3,D,False,Malignancy,B4.5,Malignancy-associated hypercalcemia,,B4.5,Malignancy-associated hypercalcemia,,correct,False,
ALL_B_b1,mb77_hyperpara,3,E,False,Viral illness,,,,,,,correct,False,
ALL_B_b1,mb82_adhesions,1,A,True,Adhesions,,,,,,,correct,False,
ALL_B_b1,mb82_adhesions,1,B,False,Enteric nervous system damage,,,,,,,correct,False,
ALL_B_b1,mb82_adhesions,1,C,False,Impacted stool,,,,,,,correct,False,
ALL_B_b1,mb82_adhesions,1,D,False,Norovirus,,,,,,,correct,False,
ALL_B_b1,mb82_adhesions,1,E,False,Twisting of the bowel,,,,,,,correct,False,
ALL_B_b1,mb82_adhesions,2,A,True,Adhesions,,,,,,,correct,False,
ALL_B_b1,mb82_adhesions,2,B,False,Enteric nervous system damage,,,,,,,correct,False,
ALL_B_b1,mb82_adhesions,2,C,False,Impacted stool,,,,,,,correct,False,
ALL_B_b1,mb82_adhesions,2,D,False,Norovirus,,,,,,,correct,False,
ALL_B_b1,mb82_adhesions,2,E,False,Twisting of the bowel,,,,,,,correct,False,
ALL_B_b1,mb82_adhesions,3,A,True,Adhesions,,,,,,,correct,False,
ALL_B_b1,mb82_adhesions,3,B,False,Enteric nervous system damage,,,,,,,correct,False,
ALL_B_b1,mb82_adhesions,3,C,False,Impacted stool,,,,,,,correct,False,
ALL_B_b1,mb82_adhesions,3,D,False,Norovirus,,,,,,,correct,False,
ALL_B_b1,mb82_adhesions,3,E,False,Twisting of the bowel,,,,,,,correct,False,
ALL_B_b1,mb83_foreignbody,1,A,False,Bleeding and infected vessel of Kiesselbach plexus,,,,,,,correct,False,
ALL_B_b1,mb83_foreignbody,1,B,True,Foreign body obstruction,B2.1,Nasal Foreign Body,2,B2.1,Nasal Foreign Body,2,correct,False,
ALL_B_b1,mb83_foreignbody,1,C,False,Nasopharyngeal carcinoma,B4.1,Nasopharyngeal Carcinoma,4,B4.1,Nasopharyngeal Carcinoma,4,correct,False,
ALL_B_b1,mb83_foreignbody,1,D,False,Septal perforation,B2.3,Septal Deviation or Perforation,,B2.3,Septal Deviation or Perforation,,correct,False,
ALL_B_b1,mb83_foreignbody,1,E,False,Sinusitis with bacterial superinfection,B1.1,Acute Bacterial Sinusitis,1,B1.1,Acute Bacterial Sinusitis,1,correct,False,
ALL_B_b1,mb83_foreignbody,2,A,False,Bleeding and infected vessel of Kiesselbach plexus,,,,,,,correct,False,
ALL_B_b1,mb83_foreignbody,2,B,True,Foreign body obstruction,B2.1,Nasal Foreign Body,2,B2.1,Nasal Foreign Body,2,correct,False,
ALL_B_b1,mb83_foreignbody,2,C,False,Nasopharyngeal carcinoma,B4.1,Nasopharyngeal Carcinoma,4,B4.1,Nasopharyngeal Carcinoma,4,correct,False,
ALL_B_b1,mb83_foreignbody,2,D,False,Septal perforation,,,,,,,correct,False,
ALL_B_b1,mb83_foreignbody,2,E,False,Sinusitis with bacterial superinfection,B1.1,Bacterial Sinusitis,1,B1.1,Bacterial Sinusitis,1,correct,False,
ALL_B_b1,mb83_foreignbody,3,A,False,Bleeding and infected vessel of Kiesselbach plexus,,,,,,,correct,False,
ALL_B_b1,mb83_foreignbody,3,B,True,Foreign body obstruction,B2.1,Nasal Foreign Body,2,B2.1,Nasal Foreign Body,2,correct,False,
ALL_B_b1,mb83_foreignbody,3,C,False,Nasopharyngeal carcinoma,B4.1,Nasopharyngeal Carcinoma,4,B4.1,Nasopharyngeal Carcinoma,4,correct,False,
ALL_B_b1,mb83_foreignbody,3,D,False,Septal perforation,,,,,,,correct,False,
ALL_B_b1,mb83_foreignbody,3,E,False,Sinusitis with bacterial superinfection,B1.1,Acute Bacterial Sinusitis,1,B1.1,Acute Bacterial Sinusitis,1,correct,False,
ALL_B_b1,mxh011,1,A,False,Haemophilus influenzae,B2.3,Influenza,,B2.3,Influenza,,correct,False,
ALL_B_b1,mxh011,1,B,True,Streptococcus pneumoniae,B3.1,Epiglottitis,1,B3.1,Epiglottitis,1,correct,False,
ALL_B_b1,mxh011,1,C,False,Parainfluenza virus,B2.3,Influenza,,B2.3,Influenza,,correct,False,
ALL_B_b1,mxh011,1,D,False,Staphylococcus aureus,,,,,,,correct,False,
ALL_B_b1,mxh011,1,E,False,Group A Streptococcus,,,,,,,correct,False,
ALL_B_b1,mxh011,1,F,False,Adenovirus,,,,,,,correct,False,
ALL_B_b1,mxh011,1,G,False,Mycoplasma pneumoniae,B2.1,Pneumonia,5,B2.1,Pneumonia,5,correct,False,
ALL_B_b1,mxh011,1,H,False,Epstein-Barr virus,,,,,,,correct,False,
ALL_B_b1,mxh011,1,I,False,Corynebacterium diphtheriae,,,,,,,correct,False,
ALL_B_b1,mxh011,1,J,False,Respiratory syncytial virus (RSV),,,,,,,correct,False,
ALL_B_b1,mxh011,2,A,False,Haemophilus influenzae,B2.3,Influenza,,B2.3,Influenza,,correct,False,
ALL_B_b1,mxh011,2,B,True,Streptococcus pneumoniae,B3.1,Epiglottitis,1,B3.1,Epiglottitis,1,correct,False,
ALL_B_b1,mxh011,2,C,False,Parainfluenza virus,B2.3,Influenza,,B2.3,Influenza,,correct,False,
ALL_B_b1,mxh011,2,D,False,Staphylococcus aureus,,,,,,,correct,False,
ALL_B_b1,mxh011,2,E,False,Group A Streptococcus,,,,,,,correct,False,
ALL_B_b1,mxh011,2,F,False,Adenovirus,,,,,,,correct,False,
ALL_B_b1,mxh011,2,G,False,Mycoplasma pneumoniae,B2.1,Pneumonia,4,B2.1,Pneumonia,4,correct,False,
ALL_B_b1,mxh011,2,H,False,Epstein-Barr virus,,,,,,,correct,False,
ALL_B_b1,mxh011,2,I,False,Corynebacterium diphtheriae,,,,,,,correct,False,
ALL_B_b1,mxh011,2,J,False,Respiratory syncytial virus (RSV),,,,,,,correct,False,
ALL_B_b1,mxh011,3,A,False,Haemophilus influenzae,B2.3,Influenza,,B2.3,Influenza,,correct,False,
ALL_B_b1,mxh011,3,B,True,Streptococcus pneumoniae,B3.1,Epiglottitis,1,B3.1,Epiglottitis,1,correct,False,
ALL_B_b1,mxh011,3,C,False,Parainfluenza virus,B2.3,Influenza,,B2.3,Influenza,,correct,False,
ALL_B_b1,mxh011,3,D,False,Staphylococcus aureus,,,,,,,correct,False,
ALL_B_b1,mxh011,3,E,False,Group A Streptococcus,,,,,,,correct,False,
ALL_B_b1,mxh011,3,F,False,Adenovirus,,,,,,,correct,False,
ALL_B_b1,mxh011,3,G,False,Mycoplasma pneumoniae,B2.1,Pneumonia,4,B2.1,Pneumonia,4,correct,False,
ALL_B_b1,mxh011,3,H,False,Epstein-Barr virus,,,,,,,correct,False,
ALL_B_b1,mxh011,3,I,False,Corynebacterium diphtheriae,,,,,,,correct,False,
ALL_B_b1,mxh011,3,J,False,Respiratory syncytial virus (RSV),,,,,,,correct,False,
ALL_B_b1,mxh014,1,A,False,*Pseudomonas aeruginosa*,,,,,,,correct,False,
ALL_B_b1,mxh014,1,B,False,*Bartonella henselae*,,,,,,,correct,False,
ALL_B_b1,mxh014,1,C,False,HACEK group organisms,,,,,,,correct,False,
ALL_B_b1,mxh014,1,D,False,*Candida albicans*,,,,,,,correct,False,
ALL_B_b1,mxh014,1,E,False,Beta-hemolytic streptococci,,,,,,,correct,False,
ALL_B_b1,mxh014,1,F,False,*Staphylococcus aureus*,,,,,,,correct,False,
ALL_B_b1,mxh014,1,G,True,Coagulase-negative *Staphylococcus spp.*,B1.5,prosthetic valve endocarditis,1,B1.5,prosthetic valve endocarditis,1,correct,False,
ALL_B_b1,mxh014,1,H,False,*Pseudomonas* aeruginosa,,,,,,,correct,False,
ALL_B_b1,mxh014,1,I,False,*Streptococcus bovis*,,,,,,,correct,False,
ALL_B_b1,mxh014,1,J,False,*Enterococcus*,,,,,,,correct,False,
ALL_B_b1,mxh014,2,A,False,*Pseudomonas aeruginosa*,,,,,,,correct,False,
ALL_B_b1,mxh014,2,B,False,*Bartonella henselae*,,,,,,,correct,False,
ALL_B_b1,mxh014,2,C,False,HACEK group organisms,,,,,,,correct,False,
ALL_B_b1,mxh014,2,D,False,*Candida albicans*,,,,,,,correct,False,
ALL_B_b1,mxh014,2,E,False,Beta-hemolytic streptococci,,,,,,,correct,False,
ALL_B_b1,mxh014,2,F,False,*Staphylococcus aureus*,,,,,,,correct,False,
ALL_B_b1,mxh014,2,G,True,Coagulase-negative *Staphylococcus spp.*,B1.5,prosthetic valve endocarditis,1,B1.5,prosthetic valve endocarditis,1,correct,False,
ALL_B_b1,mxh014,2,H,False,*Pseudomonas* aeruginosa,,,,,,,correct,False,
ALL_B_b1,mxh014,2,I,False,*Streptococcus bovis*,,,,,,,correct,False,
ALL_B_b1,mxh014,2,J,False,*Enterococcus*,,,,,,,correct,False,
ALL_B_b1,mxh014,3,A,False,*Pseudomonas aeruginosa*,,,,,,,correct,False,
ALL_B_b1,mxh014,3,B,False,*Bartonella henselae*,,,,,,,correct,False,
ALL_B_b1,mxh014,3,C,False,HACEK group organisms,,,,,,,correct,False,
ALL_B_b1,mxh014,3,D,False,*Candida albicans*,,,,,,,correct,False,
ALL_B_b1,mxh014,3,E,False,Beta-hemolytic streptococci,,,,,,,correct,False,
ALL_B_b1,mxh014,3,F,False,*Staphylococcus aureus*,,,,,,,correct,False,
ALL_B_b1,mxh014,3,G,True,Coagulase-negative *Staphylococcus spp.*,B1.5,prosthetic valve endocarditis,1,B1.5,prosthetic valve endocarditis,1,correct,False,
ALL_B_b1,mxh014,3,H,False,*Pseudomonas* aeruginosa,,,,,,,correct,False,
ALL_B_b1,mxh014,3,I,False,*Streptococcus bovis*,,,,,,,correct,False,
ALL_B_b1,mxh014,3,J,False,*Enterococcus*,,,,,,,correct,False,
ALL_B_b1,mxh036,1,A,False,Prader-Willi syndrome,,,,,,,correct,False,
ALL_B_b1,mxh036,1,B,False,Congenital hyperinsulinism,,,,,,,correct,False,
ALL_B_b1,mxh036,1,C,False,Carnitine palmitoyltransferase II deficiency,B5.3,Carnitine Palmitoyltransferase II Deficiency,,B5.3,Carnitine Palmitoyltransferase II Deficiency,,correct,False,
ALL_B_b1,mxh036,1,D,False,"Fructose-1,6-bisphosphatase deficiency",B5.1,"Fructose-1,6-Bisphosphatase Deficiency",4,B5.1,"Fructose-1,6-Bisphosphatase Deficiency",4,correct,False,
ALL_B_b1,mxh036,1,E,False,Gaucher disease,B3.1,Gaucher Disease,,B3.1,Gaucher Disease,,correct,False,
ALL_B_b1,mxh036,1,F,False,Lipoprotein lipase deficiency,B1.1,Lipoprotein Lipase Deficiency,1,B1.1,Lipoprotein Lipase Deficiency,1,correct,False,
ALL_B_b1,mxh036,1,G,True,Glycogen storage disease type 1,B2.1,Glycogen Storage Disease Type I,2,B2.1,Glycogen Storage Disease Type I,2,correct,False,
ALL_B_b1,mxh036,1,H,False,Tay-Sachs disease,B3.3,Tay-Sachs Disease,,B3.3,Tay-Sachs Disease,,correct,False,
ALL_B_b1,mxh036,1,I,False,Familial hypercholesterolemia,,,,,,,correct,False,
ALL_B_b1,mxh036,1,J,False,Niemann-Pick disease type A,B3.2,Niemann-Pick Disease,3,B3.2,Niemann-Pick Disease,3,correct,False,
ALL_B_b1,mxh036,2,A,False,Prader-Willi syndrome,,,,,,,correct,False,
ALL_B_b1,mxh036,2,B,False,Congenital hyperinsulinism,,,,,,,correct,False,
ALL_B_b1,mxh036,2,C,False,Carnitine palmitoyltransferase II deficiency,B5.3,Carnitine Palmitoyltransferase II Deficiency,,B5.3,Carnitine Palmitoyltransferase II Deficiency,,correct,False,
ALL_B_b1,mxh036,2,D,False,"Fructose-1,6-bisphosphatase deficiency",B5.1,"Fructose-1,6-Bisphosphatase Deficiency",4,B5.1,"Fructose-1,6-Bisphosphatase Deficiency",4,correct,False,
ALL_B_b1,mxh036,2,E,False,Gaucher disease,B3.1,Gaucher Disease,,B3.1,Gaucher Disease,,correct,False,
ALL_B_b1,mxh036,2,F,False,Lipoprotein lipase deficiency,B1.1,Lipoprotein Lipase Deficiency,2,B1.1,Lipoprotein Lipase Deficiency,2,correct,False,
ALL_B_b1,mxh036,2,G,True,Glycogen storage disease type 1,B2.1,Glycogen Storage Disease Type I,1,B2.1,Glycogen Storage Disease Type I,1,correct,False,
ALL_B_b1,mxh036,2,H,False,Tay-Sachs disease,B3.3,Tay-Sachs Disease,,B3.3,Tay-Sachs Disease,,correct,False,
ALL_B_b1,mxh036,2,I,False,Familial hypercholesterolemia,,,,,,,correct,False,
ALL_B_b1,mxh036,2,J,False,Niemann-Pick disease type A,B3.2,Niemann-Pick Disease,3,B3.2,Niemann-Pick Disease,3,correct,False,
ALL_B_b1,mxh036,3,A,False,Prader-Willi syndrome,,,,,,,correct,False,
ALL_B_b1,mxh036,3,B,False,Congenital hyperinsulinism,,,,,,,correct,False,
ALL_B_b1,mxh036,3,C,False,Carnitine palmitoyltransferase II deficiency,,,,,,,correct,False,
ALL_B_b1,mxh036,3,D,False,"Fructose-1,6-bisphosphatase deficiency",,,,,,,correct,False,
ALL_B_b1,mxh036,3,E,False,Gaucher disease,B3.1,Gaucher Disease,,B3.1,Gaucher Disease,,correct,False,
ALL_B_b1,mxh036,3,F,False,Lipoprotein lipase deficiency,B1.1,Lipoprotein Lipase Deficiency,1,B1.1,Lipoprotein Lipase Deficiency,1,correct,False,
ALL_B_b1,mxh036,3,G,True,Glycogen storage disease type 1,B2.1,Glycogen Storage Disease Type I,2,B2.1,Glycogen Storage Disease Type I,2,correct,False,
ALL_B_b1,mxh036,3,H,False,Tay-Sachs disease,B3.3,Tay-Sachs Disease,,B3.3,Tay-Sachs Disease,,correct,False,
ALL_B_b1,mxh036,3,I,False,Familial hypercholesterolemia,,,,,,,correct,False,
