case_id	opt@1	opt@2	gold_letter	gold_option_rank	gold_option	joint_top1	joint_top2
198	0	0	C	1	Stage IA endometrial cancer		
202	0	1	C	2	Type B lactic acidosis secondary to diffuse large B-cell lymphoma	Mesenteric lymphoma	Diffuse large B-cell lymphoma
205	0	0	A	2	Methimazole-induced vasculitis	Microscopic Polyangiitis	
206	1	1	D	1	Acute posterior and inferior myocardial infarction (STEMI equivalent) due to saphenous vein graft occlusion	Acute Myocardial Infarction	Graft Occlusion
207	1	1	D	1	Mucous membrane pemphigoid (MMP)	Ocular Cicatricial Pemphigoid	
211	1	1	D	1	Brown tumor secondary to primary hyperparathyroidism due to parathyroid carcinoma	Primary Hyperparathyroidism with Osteitis Fibrosa Cystica and Brown Tumor	Parathyroid Carcinoma
214	1	1	B	1	Macular retinal vein occlusion with chronic cystoid macular edema	Central Retinal Vein Occlusion (CRVO)	Cystoid Macular Edema
216	1	1	A	1	Coronavirus Disease 2019 (COVID-19) with Acute Respiratory Distress Syndrome (ARDS)	COVID-19 pneumonia	
219	1	1	A	1	Multiple hereditary infundibulocystic basal cell carcinoma syndrome (MHIBCC)	Multiple hereditary infundibulocystic basal cell carcinoma syndrome (MHIBCC)	
220	1	1	D	1	Plasmablastic lymphoma (PBL), stage 1 with high-risk features	Plasmablastic lymphoma	
225	1	1	D	1	Richter's transformation presenting as penile ulcer (transformation of chronic lymphocytic leukemia to diffuse large B-cell lymphoma)	Diffuse large B-cell lymphoma	
226	0	0	B	1	Actinic prurigo with associated cheilitis	cutaneous B-cell lymphoma	
227	0	1	B	2	Bullous amyloidosis	Paraneoplastic Pemphigus	AL amyloidosis
228	1	1	C	1	Primary systemic (AL) amyloidosis	Systemic Amyloidosis	AL Amyloidosis
229	1	1	D	1	Rheumatoid meningitis	Rheumatoid Meningitis	Autoimmune Encephalitis
231	0	1	B	2	Stage IV invasive renal urothelial carcinoma	Florid Cutaneous Papillomatosis	Stage IV invasive renal urothelial carcinoma
233	1	1	C	1	Multisystem Langerhans cell histiocytosis	Langerhans Cell Histiocytosis	
237	0	1	A	2	Intergluteal and sacral hyperhidrosis	Primary focal hyperhidrosis	Intergluteal and sacral hyperhidrosis
241	0	0	D	3	Endogenous endophthalmitis with iris abscess	Polymicrobial bacterial iris abscess	Infectious Endophthalmitis
242	0	0	D	2	Branch retinal vein occlusion with preretinal neovascularization	Chronic Progressive Ocular Vascular Proliferation Syndrome with Neovascularization	Proliferative Diabetic Retinopathy
243	1	1	C	1	Juvenile spring eruption (JSE) associated with parvovirus B19 infection	Juvenile Spring Eruption	Erythema Multiforme
246	1	1	B	1	Tufted angioma with somatic KDR mutation	Acquired Tufted Angioma	Hemangioma
249	1	1	D	1	CD8-positive granulomatous cutaneous T-cell lymphoma	Cutaneous T-Cell Lymphoma	Dermatomyositis
72	1	1	A	1	Three-vessel obstructive coronary artery disease	Three-vessel obstructive coronary artery disease	Chronic Stable Angina
74	0	0	D	2	Nonkeratinizing squamous cell carcinoma of the nasal mucosa with Schneiderian features	Malignant Hidradenoma	
76	1	1	C	1	Low-grade chondrosarcoma of the mastoid with facial nerve involvement	Low-grade Chondrosarcoma of the Mastoid	
81	1	1	C	1	Disseminated Strongyloides stercoralis infection with ocular involvement (choroiditis)	Strongyloidiasis	West Nile virus acute flaccid paralysis
83	0	0	C	3	Enhanced S-cone syndrome (ESCS)	Goldmann-Favre Syndrome	Retinitis Pigmentosa
87	1	1	B	1	Myopericarditis	Myopericarditis	
89	0	1	D	2	Accelerated atrioventricular junctional tachycardia with isorhythmic atrioventricular dissociation	Atrioventricular Nodal Reentrant Tachycardia	Paroxysmal Supraventricular Tachycardia
90	1	1	B	1	Caruncular melanoma	Malignant Melanoma of the Conjunctiva	
95	1	1	B	1	Progressive Ataxia and Palatal Tremor (PAPT), sporadic type	Progressive Ataxia and Palatal Tremor (PAPT), sporadic type	
97	0	0	A	1	Anti-TIF-1γ juvenile dermatomyositis (JDM)		
99	1	1	C	1	Epidermolysis bullosa pruriginosa (EBP)	Dominant Dystrophic Epidermolysis Bullosa	
