case_key,slice_id,family,source_id,architecture,condition,success,gold_natural_in_body,l1_gold_recall,raw_gold_recall,unique_entity_gold_recall,strict_top1,raw_proposal_n,unique_entity_n,candidate_option_copy_n,candidate_option_copy_rate,champion_option_copy,champion_label,cache_hit,error
DA_d2_heldout100/290,DA_d2_heldout100,DA,290,ab02_flat,options_shuffled_blocks,True,False,False,False,False,False,5,5,1,0.2,False,Wellens syndrome with critical left anterior descending coronary artery occlusion,False,
DA_d2_heldout100/299,DA_d2_heldout100,DA,299,ab02_flat,clean_fixed,True,False,False,False,False,False,4,4,1,0.25,False,Exophytic sinonasal papilloma,False,
DA_d2_heldout100/299,DA_d2_heldout100,DA,299,ab02_flat,clean_shuffled_blocks,True,False,False,False,False,False,4,4,0,0.0,False,Fungiform (exophytic) sinonasal papilloma,False,
DA_d2_heldout100/299,DA_d2_heldout100,DA,299,ab02_flat,options_fixed,True,False,False,True,True,True,4,4,3,0.75,True,Exophytic Schneiderian papilloma,False,
DA_d2_heldout100/299,DA_d2_heldout100,DA,299,ab02_flat,options_shuffled_blocks,True,False,False,True,True,True,4,4,3,0.75,True,Exophytic Schneiderian papilloma,False,
DA_d2_heldout100/301,DA_d2_heldout100,DA,301,ab02_flat,clean_fixed,True,False,False,False,False,False,4,4,0,0.0,False,Paroxysmal atrioventricular block due to phase IV block in the His-Purkinje system,False,
DA_d2_heldout100/301,DA_d2_heldout100,DA,301,ab02_flat,clean_shuffled_blocks,True,False,False,False,False,False,4,4,0,0.0,False,Paroxysmal atrioventricular block (phase IV block) in His-Purkinje system,False,
DA_d2_heldout100/301,DA_d2_heldout100,DA,301,ab02_flat,options_fixed,True,False,False,True,True,False,4,4,4,1.0,True,Bradycardia-dependent (phase 4) His-Purkinje block,False,
DA_d2_heldout100/301,DA_d2_heldout100,DA,301,ab02_flat,options_shuffled_blocks,True,False,False,True,True,False,3,3,3,1.0,True,Bradycardia-dependent (phase 4) His-Purkinje block,False,
DA_d2_heldout100/306,DA_d2_heldout100,DA,306,ab02_flat,clean_fixed,True,False,False,True,True,True,3,3,1,0.333333,True,Candida tropicalis meningoencephalitis,False,
DA_d2_heldout100/306,DA_d2_heldout100,DA,306,ab02_flat,clean_shuffled_blocks,True,False,False,True,True,True,5,5,1,0.2,True,Candida tropicalis meningoencephalitis,False,
DA_d2_heldout100/306,DA_d2_heldout100,DA,306,ab02_flat,options_fixed,True,False,False,True,True,True,3,3,3,1.0,True,Candida tropicalis meningoencephalitis,False,
DA_d2_heldout100/306,DA_d2_heldout100,DA,306,ab02_flat,options_shuffled_blocks,True,False,False,True,True,True,4,4,1,0.25,True,Candida tropicalis meningoencephalitis,False,
DA_d2_heldout100/308,DA_d2_heldout100,DA,308,ab02_flat,clean_fixed,True,False,False,False,False,False,4,4,1,0.25,False,chronic cutaneous lupus erythematosus (discoid lupus erythematosus),False,
DA_d2_heldout100/308,DA_d2_heldout100,DA,308,ab02_flat,clean_shuffled_blocks,True,False,False,False,False,False,4,4,1,0.25,False,Discoid lupus erythematosus,False,
DA_d2_heldout100/308,DA_d2_heldout100,DA,308,ab02_flat,options_fixed,True,False,False,True,True,True,4,4,4,1.0,True,Periorbital Discoid Lupus Erythematosus (DLE),False,
DA_d2_heldout100/308,DA_d2_heldout100,DA,308,ab02_flat,options_shuffled_blocks,True,False,False,False,False,False,4,4,2,0.5,False,Periorbital Discoid Lupus Erythematosus,False,
DA_d2_heldout100/312,DA_d2_heldout100,DA,312,ab02_flat,clean_fixed,True,False,False,False,False,False,3,3,0,0.0,False,Fabry disease (Anderson-Fabry disease),False,
DA_d2_heldout100/312,DA_d2_heldout100,DA,312,ab02_flat,clean_shuffled_blocks,False,False,False,False,False,False,0,0,0,,False,,False,candidates must contain 3..8 rows
DA_d2_heldout100/312,DA_d2_heldout100,DA,312,ab02_flat,options_fixed,True,False,False,True,True,False,4,4,3,0.75,False,"Multiple system atrophy, cerebellar subtype (MSA-C)",False,
DA_d2_heldout100/312,DA_d2_heldout100,DA,312,ab02_flat,options_shuffled_blocks,True,False,False,False,False,False,5,5,2,0.4,True,Multiple system atrophy (cerebellar subtype),False,
DA_d2_heldout100/318,DA_d2_heldout100,DA,318,ab02_flat,clean_fixed,True,False,False,False,False,False,4,4,0,0.0,False,双重心动过速（房性心动过速伴室性心动过速）,False,
DA_d2_heldout100/318,DA_d2_heldout100,DA,318,ab02_flat,clean_shuffled_blocks,True,False,False,False,False,False,5,5,0,0.0,False,Acute decompensated heart failure due to ischemic cardiomyopathy,False,
DA_d2_heldout100/318,DA_d2_heldout100,DA,318,ab02_flat,options_fixed,True,False,False,True,True,False,4,4,4,1.0,True,Dual tachyarrhythmias (atrial tachycardia plus slow ventricular tachycardia),False,
DA_d2_heldout100/318,DA_d2_heldout100,DA,318,ab02_flat,options_shuffled_blocks,True,False,False,False,False,False,3,3,3,1.0,True,Dual tachyarrhythmias (atrial tachycardia plus slow ventricular tachycardia),False,
DA_d2_heldout100/349,DA_d2_heldout100,DA,349,ab02_flat,clean_fixed,True,False,False,True,True,False,4,4,3,0.75,True,cutaneous cryptococcosis,False,
DA_d2_heldout100/349,DA_d2_heldout100,DA,349,ab02_flat,clean_shuffled_blocks,True,False,False,True,True,False,4,4,3,0.75,True,cutaneous cryptococcosis,False,
DA_d2_heldout100/349,DA_d2_heldout100,DA,349,ab02_flat,options_fixed,True,False,False,True,True,False,4,4,3,0.75,True,Cutaneous cryptococcosis,False,
DA_d2_heldout100/349,DA_d2_heldout100,DA,349,ab02_flat,options_shuffled_blocks,True,False,False,True,True,False,4,4,4,1.0,True,Cutaneous cryptococcosis,False,
DA_d2_heldout100/352,DA_d2_heldout100,DA,352,ab02_flat,clean_fixed,True,False,False,False,False,False,4,4,0,0.0,False,Dandy-Walker malformation with obstructive hydrocephalus,False,
DA_d2_heldout100/352,DA_d2_heldout100,DA,352,ab02_flat,clean_shuffled_blocks,True,False,False,True,True,True,5,5,1,0.2,True,Neurocysticercosis,False,
DA_d2_heldout100/352,DA_d2_heldout100,DA,352,ab02_flat,options_fixed,True,False,False,True,True,True,4,4,4,1.0,True,Neurocysticercosis,False,
DA_d2_heldout100/352,DA_d2_heldout100,DA,352,ab02_flat,options_shuffled_blocks,True,False,False,False,False,False,4,4,0,0.0,False,Cerebellar hemangioblastoma,False,
DA_d2_heldout100/359,DA_d2_heldout100,DA,359,ab02_flat,clean_fixed,True,False,False,False,False,False,5,5,0,0.0,False,Acute decompensated heart failure with reduced ejection fraction,False,
DA_d2_heldout100/359,DA_d2_heldout100,DA,359,ab02_flat,clean_shuffled_blocks,True,False,False,False,False,False,4,4,0,0.0,False,Substance-induced cardiomyopathy (dilated cardiomyopathy),False,
DA_d2_heldout100/359,DA_d2_heldout100,DA,359,ab02_flat,options_fixed,True,False,False,False,False,False,4,4,1,0.25,False,Wolff-Parkinson-White pattern with heart failure exacerbation,False,
DA_d2_heldout100/359,DA_d2_heldout100,DA,359,ab02_flat,options_shuffled_blocks,True,False,False,False,False,False,3,3,0,0.0,False,Acute decompensated heart failure with reduced ejection fraction (HFrEF),False,
DA_d2_heldout100/364,DA_d2_heldout100,DA,364,ab02_flat,clean_fixed,True,False,False,False,False,False,4,4,0,0.0,False,Eosinophilic pustular folliculitis (Ofuji disease),False,
DA_d2_heldout100/364,DA_d2_heldout100,DA,364,ab02_flat,clean_shuffled_blocks,True,False,False,False,False,False,5,5,0,0.0,False,Eosinophilic pustular folliculitis (Ofuji disease),False,
DA_d2_heldout100/364,DA_d2_heldout100,DA,364,ab02_flat,options_fixed,True,False,False,True,True,True,4,4,4,1.0,True,Actinic folliculitis,False,
DA_d2_heldout100/364,DA_d2_heldout100,DA,364,ab02_flat,options_shuffled_blocks,True,False,False,True,True,True,4,4,4,1.0,True,Actinic folliculitis,False,
DA_d2_heldout100/368,DA_d2_heldout100,DA,368,ab02_flat,clean_fixed,True,False,False,False,False,False,4,4,0,0.0,False,蕈样肉芽肿（肿瘤期/结节型）,False,
DA_d2_heldout100/368,DA_d2_heldout100,DA,368,ab02_flat,clean_shuffled_blocks,True,False,False,False,False,False,3,3,0,0.0,False,蕈样肉芽肿（肿瘤期）,False,
DA_d2_heldout100/368,DA_d2_heldout100,DA,368,ab02_flat,options_fixed,True,False,False,True,True,True,4,4,2,0.5,True,Ichthyosiform Mycosis Fungoides,False,
DA_d2_heldout100/368,DA_d2_heldout100,DA,368,ab02_flat,options_shuffled_blocks,True,False,False,True,True,True,4,4,4,1.0,True,Ichthyosiform mycosis fungoides,False,
DA_d2_heldout100/375,DA_d2_heldout100,DA,375,ab02_flat,clean_fixed,True,False,False,False,False,False,5,5,0,0.0,False,Chronic verrucous herpes simplex virus type 2 infection (herpes vegetans),False,
DA_d2_heldout100/375,DA_d2_heldout100,DA,375,ab02_flat,clean_shuffled_blocks,True,False,False,False,False,False,4,4,0,0.0,False,chronic herpes simplex virus-induced pseudoepitheliomatous hyperplasia,False,
DA_d2_heldout100/375,DA_d2_heldout100,DA,375,ab02_flat,options_fixed,True,False,False,True,True,True,4,4,4,1.0,True,Herpes vegetans,False,
DA_d2_heldout100/375,DA_d2_heldout100,DA,375,ab02_flat,options_shuffled_blocks,True,False,False,False,False,False,4,4,0,0.0,False,Hypertrophic herpes simplex virus infection (Herpes vegetans),False,
DA_d2_heldout100/398,DA_d2_heldout100,DA,398,ab02_flat,clean_fixed,True,False,False,False,False,False,3,3,1,0.333333,True,microvenular hemangioma,False,
DA_d2_heldout100/398,DA_d2_heldout100,DA,398,ab02_flat,clean_shuffled_blocks,True,False,False,False,False,False,4,4,1,0.25,False,cutaneous angiosarcoma (low-grade),False,
DA_d2_heldout100/398,DA_d2_heldout100,DA,398,ab02_flat,options_fixed,True,False,False,False,False,False,4,4,3,0.75,False,Poikilodermatous plaque-like hemangioma,False,
DA_d2_heldout100/398,DA_d2_heldout100,DA,398,ab02_flat,options_shuffled_blocks,True,False,False,True,True,True,4,4,4,1.0,True,Poikilodermatous plaque-like hemangioma (PPH),False,
DA_d2_heldout100/399,DA_d2_heldout100,DA,399,ab02_flat,clean_fixed,True,False,False,False,False,False,5,5,0,0.0,False,房室结折返性心动过速,False,
DA_d2_heldout100/399,DA_d2_heldout100,DA,399,ab02_flat,clean_shuffled_blocks,True,False,False,True,True,False,5,5,1,0.2,False,Tachycardia-induced cardiomyopathy,False,
DA_d2_heldout100/399,DA_d2_heldout100,DA,399,ab02_flat,options_fixed,True,False,False,True,True,True,4,4,3,0.75,True,Atrioventricular nodal reentrant tachycardia (AVNRT),False,
DA_d2_heldout100/399,DA_d2_heldout100,DA,399,ab02_flat,options_shuffled_blocks,True,False,False,True,True,True,3,3,3,1.0,True,Atrioventricular nodal reentrant tachycardia (AVNRT),False,
DA_d2_heldout100/402,DA_d2_heldout100,DA,402,ab02_flat,clean_fixed,True,False,False,False,False,False,4,4,0,0.0,False,Nasal tuberculosis (tuberculous sinusitis),False,
DA_d2_heldout100/402,DA_d2_heldout100,DA,402,ab02_flat,clean_shuffled_blocks,True,False,False,False,False,False,5,5,0,0.0,False,非结核分枝杆菌感染（如鸟分枝杆菌复合群）,False,
DA_d2_heldout100/402,DA_d2_heldout100,DA,402,ab02_flat,options_fixed,True,False,False,False,False,False,5,5,3,0.6,True,Non-tuberculous mycobacterial sinusitis,False,
DA_d2_heldout100/402,DA_d2_heldout100,DA,402,ab02_flat,options_shuffled_blocks,True,False,False,True,True,False,5,5,1,0.2,False,Sinonasal tuberculosis (Mycobacterium tuberculosis),False,
DA_d2_heldout100/420,DA_d2_heldout100,DA,420,ab02_flat,clean_fixed,True,False,False,False,False,False,4,4,0,0.0,False,acute fulminant myocarditis,False,
DA_d2_heldout100/420,DA_d2_heldout100,DA,420,ab02_flat,clean_shuffled_blocks,True,False,False,False,False,False,5,5,0,0.0,False,急性暴发性心肌炎（病毒性）,False,
DA_d2_heldout100/420,DA_d2_heldout100,DA,420,ab02_flat,options_fixed,True,False,False,True,True,True,5,5,3,0.6,True,Fulminant Myocarditis,False,
DA_d2_heldout100/420,DA_d2_heldout100,DA,420,ab02_flat,options_shuffled_blocks,True,False,False,True,True,True,4,4,4,1.0,True,Fulminant Myocarditis,False,
DA_d2_heldout100/424,DA_d2_heldout100,DA,424,ab02_flat,clean_fixed,True,False,False,False,False,False,3,3,1,0.333333,True,hypertrophic lichen planus,False,
DA_d2_heldout100/424,DA_d2_heldout100,DA,424,ab02_flat,clean_shuffled_blocks,True,False,False,False,False,False,6,6,1,0.166667,True,Hypertrophic lichen planus,False,
DA_d2_heldout100/424,DA_d2_heldout100,DA,424,ab02_flat,options_fixed,True,False,False,True,True,True,4,4,4,1.0,True,"Hyperkeratosis lenticularis perstans (HLP), unilateral presentation",False,
DA_d2_heldout100/424,DA_d2_heldout100,DA,424,ab02_flat,options_shuffled_blocks,True,False,False,True,True,True,4,4,4,1.0,True,"Hyperkeratosis lenticularis perstans (HLP), unilateral presentation",False,
DA_d2_heldout100/429,DA_d2_heldout100,DA,429,ab02_flat,clean_fixed,True,False,False,False,False,False,4,4,0,0.0,False,clinically amyopathic dermatomyositis,False,
DA_d2_heldout100/429,DA_d2_heldout100,DA,429,ab02_flat,clean_shuffled_blocks,True,False,False,False,False,False,5,5,0,0.0,False,Juvenile dermatomyositis relapse,False,
DA_d2_heldout100/429,DA_d2_heldout100,DA,429,ab02_flat,options_fixed,True,False,False,True,True,True,4,4,2,0.5,True,Secukinumab-induced dermatomyositis exacerbation,False,
DA_d2_heldout100/429,DA_d2_heldout100,DA,429,ab02_flat,options_shuffled_blocks,True,False,False,True,True,True,3,3,1,0.333333,True,Secukinumab-induced dermatomyositis exacerbation,False,
DA_d2_heldout100/440,DA_d2_heldout100,DA,440,ab02_flat,clean_fixed,True,False,False,False,False,False,3,3,0,0.0,False,宫内妊娠（24周）,False,
DA_d2_heldout100/440,DA_d2_heldout100,DA,440,ab02_flat,clean_shuffled_blocks,True,False,False,False,False,False,6,6,1,0.166667,True,Intrauterine pregnancy,False,
DA_d2_heldout100/440,DA_d2_heldout100,DA,440,ab02_flat,options_fixed,True,False,False,False,False,False,4,4,0,0.0,False,Intrauterine pregnancy with gestational thyrotoxicosis,False,
DA_d2_heldout100/440,DA_d2_heldout100,DA,440,ab02_flat,options_shuffled_blocks,True,False,False,False,False,False,4,4,0,0.0,False,Gestational thyrotoxicosis,False,
DA_d2_heldout100/449,DA_d2_heldout100,DA,449,ab02_flat,clean_fixed,True,False,False,False,False,False,4,4,0,0.0,False,Acute inferior ST-elevation myocardial infarction due to right coronary artery occlusion,False,
DA_d2_heldout100/449,DA_d2_heldout100,DA,449,ab02_flat,clean_shuffled_blocks,True,False,False,False,False,False,4,4,0,0.0,False,Acute inferior ST-elevation myocardial infarction due to right coronary artery occlusion,False,
DA_d2_heldout100/449,DA_d2_heldout100,DA,449,ab02_flat,options_fixed,True,False,False,False,False,False,4,4,0,0.0,False,Acute NSTEMI with Aslanger pattern,False,
DA_d2_heldout100/449,DA_d2_heldout100,DA,449,ab02_flat,options_shuffled_blocks,True,False,False,False,False,False,3,3,0,0.0,False,Acute non-ST-segment elevation myocardial infarction (NSTEMI) with Aslanger pattern,False,
DA_d2_heldout200b/455,DA_d2_heldout200b,DA,455,ab02_flat,clean_fixed,True,False,False,False,False,False,5,5,0,0.0,False,Diffuse neonatal hemangiomatosis,False,
DA_d2_heldout200b/455,DA_d2_heldout200b,DA,455,ab02_flat,clean_shuffled_blocks,True,False,False,False,False,False,5,5,0,0.0,False,Multifocal pyogenic granuloma (lobular capillary hemangioma),False,
DA_d2_heldout200b/455,DA_d2_heldout200b,DA,455,ab02_flat,options_fixed,True,False,False,True,True,True,4,4,4,1.0,True,Congenital disseminated pyogenic granuloma (CDPG),False,
DA_d2_heldout200b/455,DA_d2_heldout200b,DA,455,ab02_flat,options_shuffled_blocks,True,False,False,True,True,True,4,4,3,0.75,True,Congenital disseminated pyogenic granuloma (CDPG),False,
DA_d2_heldout200b/461,DA_d2_heldout200b,DA,461,ab02_flat,clean_fixed,True,False,False,False,False,False,5,5,0,0.0,False,Mycosis fungoides,False,
DA_d2_heldout200b/461,DA_d2_heldout200b,DA,461,ab02_flat,clean_shuffled_blocks,True,False,False,False,False,False,3,3,0,0.0,False,Mycosis fungoides,False,
DA_d2_heldout200b/461,DA_d2_heldout200b,DA,461,ab02_flat,options_fixed,True,False,False,True,True,True,4,4,2,0.5,True,Cutaneous pseudolymphoma arising as Wolf's post-herpetic isotopic response,False,
DA_d2_heldout200b/461,DA_d2_heldout200b,DA,461,ab02_flat,options_shuffled_blocks,True,False,False,False,False,False,4,4,0,0.0,False,Cutaneous pseudolymphoma (Wolf's post-herpetic isotopic response),False,
DA_d2_heldout200b/464,DA_d2_heldout200b,DA,464,ab02_flat,clean_fixed,True,False,False,False,False,False,5,5,0,0.0,False,Staphylococcus hemolyticus septic emboli with cutaneous necrosis,False,
DA_d2_heldout200b/464,DA_d2_heldout200b,DA,464,ab02_flat,clean_shuffled_blocks,True,False,False,False,False,False,5,5,0,0.0,False,Septic emboli (Staphylococcus hemolyticus bacteremia),False,
DA_d2_heldout200b/464,DA_d2_heldout200b,DA,464,ab02_flat,options_fixed,True,False,False,True,True,False,4,4,4,1.0,True,Septic emboli with skin necrosis,False,
DA_d2_heldout200b/464,DA_d2_heldout200b,DA,464,ab02_flat,options_shuffled_blocks,True,False,False,True,True,False,5,5,4,0.8,True,Septic emboli with skin necrosis,False,
DA_d2_heldout200b/482,DA_d2_heldout200b,DA,482,ab02_flat,clean_fixed,True,False,False,False,False,False,4,4,0,0.0,False,"Anaplastic large cell lymphoma, ALK-negative",False,
DA_d2_heldout200b/482,DA_d2_heldout200b,DA,482,ab02_flat,clean_shuffled_blocks,True,False,False,False,False,False,5,5,0,0.0,False,"Peripheral T-cell lymphoma, not otherwise specified (PTCL-NOS) with cytotoxic phenotype",False,
DA_d2_heldout200b/482,DA_d2_heldout200b,DA,482,ab02_flat,options_fixed,True,False,False,True,True,False,5,5,4,0.8,True,Extranodal NK/T-cell lymphoma,False,
DA_d2_heldout200b/482,DA_d2_heldout200b,DA,482,ab02_flat,options_shuffled_blocks,True,False,False,False,False,False,4,4,1,0.25,False,"Extranodal NK/T-cell lymphoma, nasal type",False,
DA_d2_heldout200b/487,DA_d2_heldout200b,DA,487,ab02_flat,clean_fixed,True,False,False,False,False,False,5,5,1,0.2,False,Lepromatous leprosy with Lucio phenomenon,False,
DA_d2_heldout200b/487,DA_d2_heldout200b,DA,487,ab02_flat,clean_shuffled_blocks,True,False,False,False,False,False,5,5,0,0.0,False,Subcutaneous Sweet syndrome (acute febrile neutrophilic dermatosis),False,
DA_d2_heldout200b/487,DA_d2_heldout200b,DA,487,ab02_flat,options_fixed,True,False,False,True,True,True,4,4,4,1.0,True,Atypical Tuberous Myxoedema (Scleromyxoedema variant),False,
DA_d2_heldout200b/487,DA_d2_heldout200b,DA,487,ab02_flat,options_shuffled_blocks,True,False,False,False,False,False,5,5,2,0.4,False,Scleromyxoedema,False,
DA_d2_heldout200b/493,DA_d2_heldout200b,DA,493,ab02_flat,clean_fixed,True,False,False,False,False,False,5,5,0,0.0,False,Severe dengue with plasma leakage and pulmonary edema,False,
DA_d2_heldout200b/493,DA_d2_heldout200b,DA,493,ab02_flat,clean_shuffled_blocks,True,False,False,False,False,False,4,4,0,0.0,False,Severe dengue with myocarditis and pulmonary edema,False,
DA_d2_heldout200b/493,DA_d2_heldout200b,DA,493,ab02_flat,options_fixed,True,False,False,True,True,True,4,4,4,1.0,True,Dengue myocarditis,False,
DA_d2_heldout200b/493,DA_d2_heldout200b,DA,493,ab02_flat,options_shuffled_blocks,True,False,False,True,True,True,4,4,3,0.75,True,Dengue myocarditis,False,
DA_d2_heldout200b/501,DA_d2_heldout200b,DA,501,ab02_flat,clean_fixed,True,False,False,False,False,False,5,5,0,0.0,False,adrenocortical carcinoma,False,
DA_d2_heldout200b/501,DA_d2_heldout200b,DA,501,ab02_flat,clean_shuffled_blocks,True,False,False,False,False,False,6,6,1,0.166667,True,diffuse large B-cell lymphoma,False,
DA_d2_heldout200b/501,DA_d2_heldout200b,DA,501,ab02_flat,options_fixed,True,False,False,True,True,True,4,4,3,0.75,True,Epstein-Barr virus–associated polymorphic lymphoproliferative disorder involving the adrenal gland,False,
DA_d2_heldout200b/501,DA_d2_heldout200b,DA,501,ab02_flat,options_shuffled_blocks,True,False,False,False,False,False,5,5,0,0.0,False,Primary adrenal diffuse large B-cell lymphoma,False,
DA_d2_heldout200b/506,DA_d2_heldout200b,DA,506,ab02_flat,clean_fixed,True,False,False,False,False,False,5,5,0,0.0,False,Neuro-Behçet's disease,False,
DA_d2_heldout200b/506,DA_d2_heldout200b,DA,506,ab02_flat,clean_shuffled_blocks,True,False,False,False,False,False,5,5,0,0.0,False,Neuro-Behçet's disease,False,
DA_d2_heldout200b/506,DA_d2_heldout200b,DA,506,ab02_flat,options_fixed,True,False,False,True,True,True,4,4,4,1.0,True,Neuro-Behçet Disease,False,
DA_d2_heldout200b/506,DA_d2_heldout200b,DA,506,ab02_flat,options_shuffled_blocks,True,False,False,True,True,True,4,4,4,1.0,True,Neuro-Behçet Disease,False,
DA_d2_heldout200b/523,DA_d2_heldout200b,DA,523,ab02_flat,clean_fixed,True,False,False,False,False,False,5,5,0,0.0,False,Acute hepatitis C virus infection,False,
DA_d2_heldout200b/523,DA_d2_heldout200b,DA,523,ab02_flat,clean_shuffled_blocks,True,False,False,False,False,False,4,4,0,0.0,False,Chronic hepatitis C with cirrhosis and decompensation,False,
DA_d2_heldout200b/523,DA_d2_heldout200b,DA,523,ab02_flat,options_fixed,True,False,False,True,True,True,4,4,1,0.25,True,Acute-on-chronic liver failure due to acute hepatitis C virus infection,False,
DA_d2_heldout200b/523,DA_d2_heldout200b,DA,523,ab02_flat,options_shuffled_blocks,True,False,False,True,True,True,4,4,1,0.25,True,Acute-on-chronic liver failure due to acute hepatitis C virus infection,False,
DA_d2_heldout200b/540,DA_d2_heldout200b,DA,540,ab02_flat,clean_fixed,True,False,False,False,False,False,5,5,1,0.2,False,Cardiac tamponade,False,
DA_d2_heldout200b/540,DA_d2_heldout200b,DA,540,ab02_flat,clean_shuffled_blocks,True,False,False,True,True,False,4,4,1,0.25,False,Diabetic ketoacidosis,False,
DA_d2_heldout200b/540,DA_d2_heldout200b,DA,540,ab02_flat,options_fixed,True,False,False,True,True,True,6,6,1,0.166667,True,Acute oxalate nephropathy,False,
DA_d2_heldout200b/540,DA_d2_heldout200b,DA,540,ab02_flat,options_shuffled_blocks,True,False,False,True,True,True,5,5,1,0.2,True,Acute oxalate nephropathy,False,
DA_d2_heldout200b/551,DA_d2_heldout200b,DA,551,ab02_flat,clean_fixed,True,False,False,False,False,False,5,5,0,0.0,False,"Acute pancreatitis (mild/early, CT-negative)",False,
DA_d2_heldout200b/551,DA_d2_heldout200b,DA,551,ab02_flat,clean_shuffled_blocks,True,False,False,False,False,False,5,5,0,0.0,False,"acute pancreatitis (edematous, mild)",False,
DA_d2_heldout200b/551,DA_d2_heldout200b,DA,551,ab02_flat,options_fixed,True,False,False,False,False,False,3,3,1,0.333333,True,Acute Pancreatitis,False,
DA_d2_heldout200b/551,DA_d2_heldout200b,DA,551,ab02_flat,options_shuffled_blocks,True,False,False,False,False,False,4,4,0,0.0,False,Acute pancreatitis (non-biliary likely),False,
DA_d2_heldout200b/553,DA_d2_heldout200b,DA,553,ab02_flat,clean_fixed,True,False,False,False,False,False,5,5,0,0.0,False,Metastatic paraganglioma to the prostate,False,
