dataset,slice,case_id,gold,layer,layer_aphhm,e7_correct,v0_correct,B06_correct,B07_correct,B01_correct,APHHM_correct,e7_s2_n,e7_s3_n,e7_champion,e7_s2_rank_gold,e7_s2_gold_n,e7_s2_near_n,e7_s2_other_n,e7_s2_gold,e7_s2_near,e7_s3_gold_n,e7_s3_near_n,e7_s3_other_n,e7_s3_gold,e7_s3_near,e7_champ_cluster,e7_champ_gold_jaccard,e7_rejected_gold,e7_rejected_near,e7_gold_in_s3_champ_near,e7_gold_in_s3_champ_other,v0_s3_gold,v0_champ_cluster,B06_disc_gold,B06_disc_near,B06_disc_gold_n,B06_sup_gold,B06_sup_near,B06_sup_gold_n,B06_sup_labels,B07_draft_gold,B07_draft_near,B07_diag_gold,B07_diag_near,B07_diag_labels,B01_top2_gold,B01_top2_near,APHHM_tree_gold,APHHM_tree_near,APHHM_final_gold,APHHM_final_near,APHHM_tree_n,APHHM_final_n,APHHM_final_labels,aligned_same_cluster_rank_flip,aligned_true_entrance_gap,baseline_hits_gold_cluster
mcr,mcr_v1,13,Compound odontoma,,,1,1,1,1,0,1,42,5,Compound odontoma,1,1,2,39,1,1,1,1,3,1,1,gold,1.0,0,1,0,0,1,gold,1,1,6,1,0,1,"[""Odontoma"", ""Dens in dente""]",1,0,1,0,"[""Odontoma"", ""Dens in dente""]",1,0,1,1,1,0,22,2,"[""Odontoma"", ""Adenomatoid Odontogenic Tumor""]",0,0,1
mcr,mcr_v1,15,leiomyomatous hamartoma,,,0,0,0,0,0,0,41,5,Lingual Thyroglossal Duct Cyst,,0,1,40,0,1,0,0,5,0,0,other,0.0,0,0,0,0,1,other,1,0,3,0,0,0,"[""Dermoid Cyst"", ""Lingual Thyroid""]",0,0,0,0,"[""Congenital Granular Cell Tumor"", ""Benign Fatty Tumor (Lipoma)""]",0,0,1,0,0,0,26,2,"[""Lipoma"", ""Dermoid Cyst""]",0,0,0
mcr,mcr_v1,16,LocalizedUrethralAmyloidosis,,,1,0,0,1,0,1,50,5,Localized amyloidosis of the urethra,,0,0,50,0,0,0,0,5,0,0,other,0.0,0,0,0,0,1,other,1,0,3,1,0,1,"[""Urethral stricture"", ""Amyloidosis""]",0,0,0,0,"[""Primary Amyloidosis of the Urethra"", ""Urethral Stricture""]",0,0,1,0,0,0,21,2,"[""Primary localized amyloidosis"", ""Urethral Stricture""]",0,0,1
mcr,mcr_v1,17,immune-related pneumonitis,,,1,1,1,0,1,1,55,5,Immune checkpoint inhibitor-induced pneumonitis,,0,3,52,0,1,0,2,3,0,1,near,0.333,0,1,0,0,0,near,0,1,0,0,1,0,"[""ICI-induced pneumonitis"", ""Hypersensitivity pneumonitis""]",0,1,0,1,"[""Steroid-refractory ICI-induced pneumonitis"", ""Infection or other inflammatory condition""]",0,1,0,1,0,1,55,4,"[""ipilimumab-induced pneumonitis"", ""Hypersensitivity Pneumonitis"", ""cryptogenic organizing pneumonia""]",0,0,0
mcr,mcr_v1,18,Schwannoma,,,0,0,0,0,0,0,51,5,Cardiac tamponade,,0,0,51,0,0,0,0,5,0,0,other,0.0,0,0,0,0,0,other,0,0,0,0,0,0,"[""Cardiac Tamponade"", ""Acute Coronary Syndrome""]",0,0,0,0,"[""Cardiac Tumor (possibly a cystic mass above the left atrium)"", ""Myocardial Infarction (MI) with possible cardiogenic shock""]",0,0,0,0,0,0,64,5,"[""Lymphoma"", ""pericardial effusion"", ""acute coronary syndrome""]",0,0,0
mcr,mcr_v1,19,Leiomyosarcoma,all_miss_but_recalled,aphhm_win,0,0,0,0,0,1,44,5,Sarcomatoid meningioma,11,1,0,43,1,0,1,0,4,1,0,other,0.0,1,0,0,1,1,other,1,0,3,1,0,1,"[""Sarcoma"", ""Hemangiopericytoma""]",0,0,0,0,"[""Solitary Fibrous Tumor/Hemangiopericytoma"", ""Meningeal Sarcoma""]",0,0,1,0,1,0,32,3,"[""Leiomyosarcoma"", ""Hemangiopericytoma"", ""Meningioma""]",0,0,1
mcr,mcr_v1,20,Type 4 renal tubular acidosis,all_miss_but_recalled,,0,0,0,0,0,0,52,5,Systemic Lupus Erythematosus,,0,0,52,0,0,0,0,5,0,0,other,0.0,0,0,0,0,0,other,0,0,0,0,0,0,"[""Systemic Lupus Erythematosus"", ""Lymphoma""]",1,0,1,0,"[""Systemic Lupus Erythematosus (SLE)"", ""Renal Tubular Acidosis""]",0,0,0,0,0,0,30,1,"[""Systemic Lupus Erythematosus""]",0,0,1
mcr,mcr_v1,21,Fibrous dysplasia,all_miss_but_recalled,,0,0,0,0,1,0,51,5,Sphenoid wing meningioma,2,1,2,48,1,1,1,0,4,1,0,other,0.0,1,0,0,1,1,other,1,0,3,1,0,1,"[""Orbital Meningioma"", ""Fibrous Dysplasia""]",0,0,0,0,"[""Orbital Meningioma"", ""Orbital Metastasis""]",1,0,1,0,1,0,42,4,"[""Sphenoid Wing Meningioma"", ""Fibrous Dysplasia"", ""Orbital Rhabdomyosarcoma""]",1,0,1
mcr,mcr_v1,22,adenomatoid tumor,,,1,1,1,0,0,1,43,5,Adenomatoid tumor,4,1,7,35,1,1,1,0,4,1,0,gold,1.0,0,0,0,0,1,gold,1,1,3,1,0,1,"[""Adenomatoid tumor"", ""Epididymal cyst""]",1,0,1,0,"[""Epididymal cyst or spermatocele"", ""Adenomatoid tumor of the epididymis""]",0,0,1,0,1,0,27,2,"[""Epididymal Adenomatoid Tumor"", ""Epididymal Leiomyoma""]",0,0,1
mcr,mcr_v1,23,AdenoidCysticCarcinoma,,,0,0,0,0,0,0,47,5,Chondroid syringoma,,0,0,47,0,0,0,0,5,0,0,other,0.0,0,0,0,0,0,other,0,0,0,0,0,0,"[""Chondroid Syringoma"", ""Clear Cell Hidradenoma""]",0,0,0,0,"[""Chondroid Syringoma"", ""Clear Cell Hidradenoma""]",0,0,0,0,0,0,20,1,"[""vulvar syringoma""]",0,0,0
mcr,mcr_v1,24,Superior mesenteric artery syndrome,,,1,1,1,1,1,1,50,5,Superior Mesenteric Artery Syndrome,1,1,5,44,1,1,1,1,3,1,1,gold,1.0,0,1,0,0,1,gold,1,0,3,1,0,1,"[""Superior Mesenteric Artery Syndrome"", ""Gastric Outlet Obstruction""]",1,0,1,0,"[""Superior Mesenteric Artery Syndrome"", ""Gastric Distension due to other causes""]",1,0,1,1,1,0,26,2,"[""Superior Mesenteric Artery Syndrome"", ""Duodenal adenocarcinoma""]",0,0,1
mcr,mcr_v1,26,Self-limited epilepsy with autonomic seizures,,,0,0,0,0,0,0,51,5,Migraine with abdominal aura,,0,3,48,0,1,0,1,4,0,1,other,0.111,0,1,0,0,0,other,0,1,0,0,0,0,"[""Migraine with aura"", ""Abdominal migraine""]",0,0,0,0,"[""Migraine"", ""Cyclic Vomiting Syndrome""]",0,0,0,1,0,0,21,2,"[""Migraine with brainstem aura"", ""Abdominal migraine""]",0,0,0
mcr,mcr_v1,27,Massive ovarian edema,,,0,0,0,0,0,0,49,5,Ovarian cystadenocarcinoma,,0,28,21,0,1,0,3,2,0,1,near,0.25,0,1,0,0,0,near,0,1,0,0,1,0,"[""Ovarian Neoplasm"", ""Uterine Fibroids""]",0,1,0,1,"[""Ovarian Neoplasm"", ""Lymphatic Obstruction due to Adnexal Mass""]",0,1,0,1,0,1,28,3,"[""Ovarian Fibroma"", ""Malignant Ovarian Tumor"", ""Ovarian Leiomyoma with Edema""]",0,0,0
mcr,mcr_v1,28,Toxic epidermal necrolysis,all_miss_but_recalled,,0,0,0,0,0,0,52,5,DRESS syndrome,2,2,1,49,1,1,1,0,4,1,0,other,0.0,1,0,0,1,1,other,0,0,0,0,0,0,"[""Drug-induced liver injury with DRESS syndrome"", ""Viral hepatitis""]",0,0,0,0,"[""Stevens-Johnson Syndrome"", ""Drug-Induced Liver Injury""]",0,0,1,0,1,0,29,5,"[""Drug Reaction with Eosinophilia and Systemic Symptoms"", ""Drug-Induced Hepatitis"", ""Toxic epidermal necrolysis""]",0,0,0
mcr,mcr_v1,29,cerebral venous thrombosis,,,0,0,0,0,0,0,45,5,Creutzfeldt-Jakob disease,,0,0,45,0,0,0,0,5,0,0,other,0.0,0,0,0,0,0,other,0,0,0,0,0,0,"[""Frontotemporal dementia"", ""Creutzfeldt-Jakob disease""]",0,0,0,0,"[""Frontotemporal dementia"", ""Primary progressive aphasia""]",0,0,0,0,0,0,29,4,"[""Frontotemporal dementia"", ""Primary Progressive Aphasia"", ""Creutzfeldt-Jakob Disease""]",0,0,0
mcr,mcr_v1,30,Cronkhite-Canada syndrome,,,0,0,0,0,0,0,49,5,Juvenile polyposis syndrome,,0,17,32,0,1,0,1,4,0,1,near,0.2,0,0,0,0,0,near,0,1,0,0,1,0,"[""Peutz-Jeghers Syndrome"", ""Familial Adenomatous Polyposis""]",0,1,0,1,"[""Peutz-Jeghers Syndrome"", ""Juvenile Polyposis Syndrome""]",0,0,0,1,0,1,21,4,"[""Crohn's disease"", ""Immunodysregulation Polyendocrinopathy Enteropathy X-linked (IPEX) Syndrome"", ""Peutz-Jeghers Syndrome""]",0,0,0
mcr,mcr_v1,33,Dyke-Davidoff-Masson syndrome,e7_win_recall,,1,1,0,0,0,1,52,5,Dyke-Davidoff-Masson syndrome,17,1,5,46,1,1,1,1,3,1,1,gold,1.0,0,1,0,0,1,gold,0,1,0,0,0,0,"[""Rasmussen's Encephalitis"", ""Hemispheric Epilepsy Surgery Candidate""]",0,1,0,1,"[""Rasmussen's Encephalitis"", ""Sturge-Weber Syndrome""]",0,0,1,1,1,1,33,5,"[""Dyke-Davidoff-Masson syndrome"", ""Rasmussen encephalitis"", ""Hemimegalencephaly""]",1,0,0
mcr,mcr_v1,34,Tonsillolith,,,1,1,1,1,1,1,48,5,Tonsillolithiasis,1,1,0,47,1,0,1,0,4,1,0,gold,0.0,0,0,0,0,1,gold,1,0,3,1,0,1,"[""Tonsillolith"", ""Squamous cell carcinoma""]",1,0,1,0,"[""Tonsillolith (Tonsil Stone)"", ""Calcified Tonsillar Lesion""]",1,0,1,0,1,0,23,1,"[""Tonsillolith""]",0,0,1
mcr,mcr_v1,35,Petersen’s hernia,,aphhm_win,0,0,0,0,0,1,47,5,Internal Hernia,,0,2,45,0,1,0,1,4,0,1,near,0.333,0,0,0,0,0,near,0,1,0,0,1,0,"[""Internal Hernia"", ""Adhesive Bowel Obstruction""]",0,0,0,0,"[""Internal Herniation"", ""Adhesive Bowel Obstruction""]",0,1,0,1,0,1,29,1,"[""Internal Hernia after Roux-en-Y Gastric Bypass""]",0,0,0
mcr,mcr_v1,38,trigeminal schwannoma,e7_win_rank,aphhm_lose,1,1,0,0,0,0,49,5,Trigeminal schwannoma,10,1,2,46,1,1,1,1,3,1,1,gold,1.0,0,1,0,0,1,gold,1,0,3,1,0,1,"[""Schwannoma"", ""Meningioma""]",0,0,0,0,"[""Chordoma"", ""Chondrosarcoma""]",1,0,1,0,0,0,34,5,"[""Meningioma"", ""Meningioma"", ""Chordoma""]",1,0,1
mcr,mcr_v1,39,mesalazine-induced myocarditis,,,1,1,1,1,1,1,47,5,Myocarditis,2,1,2,44,1,1,1,2,2,1,1,gold,0.333,0,1,0,0,1,gold,1,0,3,1,0,1,"[""Myocarditis"", ""Inflammatory Cardiomyopathy""]",1,0,1,0,"[""Myocarditis"", ""Myopericarditis""]",1,0,1,1,1,0,43,1,"[""myocarditis""]",0,0,1
mcr,mcr_v1,40,hepatocellular carcinoma,e7_win_rank,aphhm_lose,1,1,0,0,0,0,45,5,Hepatocellular carcinoma metastasis,1,1,0,44,1,0,1,0,4,1,0,gold,0.667,0,0,0,0,1,gold,1,0,3,1,0,1,"[""Hepatocellular carcinoma with extrahepatic metastasis"", ""Soft tissue sarcoma""]",1,0,1,0,"[""Extrahepatic metastasis of hepatocellular carcinoma (HCC)"", ""Primary soft tissue sarcoma""]",1,0,1,0,1,0,20,2,"[""Hepatocellular Carcinoma with Extrahepatic Metastasis"", ""Undifferentiated Pleomorphic Sarcoma""]",1,0,1
mcr,mcr_v1,41,Gastric lipoma,all_miss_but_recalled,,0,0,0,0,1,0,42,5,Gastrointestinal stromal tumor,6,1,24,17,1,1,1,1,3,1,1,other,0.0,1,1,0,1,1,other,1,1,3,0,0,0,"[""Gastrointestinal stromal tumor (GIST)"", ""Liposarcoma""]",1,0,1,0,"[""Gastrointestinal Stromal Tumor (GIST)"", ""Lipoma""]",1,0,1,1,1,1,17,3,"[""Gastrointestinal Stromal Tumor (GIST)"", ""Gastric Lipoma"", ""Gastric Schwannoma""]",1,0,1
mcr,mcr_v1,42,Keratocystic odontogenic tumour,,,0,0,0,0,0,0,51,5,Buccal space abscess,,0,4,47,0,1,0,0,5,0,0,other,0.0,0,0,0,0,0,other,0,0,0,0,0,0,"[""Mucocele"", ""Staphylococcal abscess""]",0,0,0,0,"[""Benign tumor (e.g. pleomorphic adenoma)"", ""Epidermoid cyst or other specific type of cyst (e.g. Stafne bone cavity, buccal bifurcation cyst)""]",0,0,0,0,0,0,58,4,"[""Staphylococcal Botryomycosis"", ""Actinomycosis"", ""Angioedema""]",0,0,0
mcr,mcr_v1,43,IgA nephropathy,,,0,0,0,0,0,0,56,5,Tuberculosis,,0,0,56,0,0,0,0,5,0,0,other,0.0,0,0,0,0,0,other,0,0,0,0,0,0,"[""Tuberculosis"", ""Spondylitis""]",0,0,0,0,"[""Extrapulmonary Tuberculosis"", ""Spinal Tuberculosis with Renal Involvement""]",0,0,0,0,0,0,39,1,"[""tuberculosis""]",0,0,0
mcr,mcr_v1,44,Pyoderma gangrenosum,,,0,0,0,0,0,0,52,5,Pacemaker pocket infection,,0,1,51,0,1,0,0,5,0,0,other,0.0,0,0,0,0,0,other,0,0,0,0,0,0,"[""Pacemaker pocket infection"", ""Surgical site infection""]",0,0,0,0,"[""Pacemaker pocket infection"", ""Device-related infection""]",0,0,1,0,0,0,23,4,"[""Pacemaker pocket infection"", ""Sepsis due to Staphylococcus epidermidis"", ""Necrotizing fasciitis""]",0,0,0
mcr,mcr_v1,45,granuloma annulare,all_miss_but_recalled,,0,0,0,0,0,0,43,5,Necrobiotic xanthogranuloma,9,1,3,39,1,1,1,1,3,1,1,other,0.0,1,1,0,1,0,other,0,1,0,0,1,0,"[""Necrobiotic xanthogranuloma"", ""Granuloma faciale""]",0,0,0,0,"[""IgG4-related disease"", ""Orbital pseudotumor (idiopathic orbital inflammatory disease)""]",0,1,0,1,0,1,22,3,"[""Sarcoidosis"", ""Granuloma Faciale"", ""Foreign Body Granuloma""]",0,0,0
mcr,mcr_v1,46,Sarcoidosis,,,1,1,1,1,1,1,52,5,Sarcoidosis,3,1,0,51,1,0,1,0,4,1,0,gold,1.0,0,0,0,0,1,gold,1,0,3,1,0,1,"[""Sarcoidosis"", ""Crohn's disease""]",1,0,1,0,"[""Sarcoidosis"", ""Crohn's Disease""]",1,0,1,0,1,0,22,1,"[""Sarcoidosis""]",0,0,1
mcr,mcr_v1,47,Metastatic melanoma of unknown primary,,,0,0,0,0,1,0,42,5,Metastatic melanoma to the liver,,0,7,35,0,1,0,2,3,0,1,near,0.333,0,1,0,0,0,near,0,1,0,0,1,0,"[""Hepatic metastasis of malignant melanoma"", ""Primary liver cancer""]",0,1,0,1,"[""Metastatic Melanoma to the Liver"", ""Primary Liver Cancer""]",1,1,0,1,0,1,21,2,"[""metastatic melanoma to the liver"", ""Hepatic Epithelioid Melanocytic Tumor""]",0,0,1
mcr,mcr_v1,48,xanthogranulomatous osteomyelitis,all_miss_but_recalled,,0,0,0,0,0,0,45,5,Brodie's abscess,1,1,2,42,1,1,1,0,4,1,0,other,0.0,1,0,0,1,0,other,1,0,3,1,0,1,"[""Brodie's abscess"", ""Osteomyelitis""]",0,1,0,1,"[""Brodie's abscess"", ""Chronic osteomyelitis""]",1,0,1,0,1,0,23,2,"[""Brodie's Abscess"", ""Osteomyelitis""]",0,0,1
mcr,mcr_v1,49,StumpAppendicitis,,,1,1,1,0,0,1,44,5,Appendiceal stump appendicitis,1,1,0,43,1,0,0,0,5,0,0,other,0.0,0,0,0,0,0,other,0,0,0,0,0,0,"[""Appendiceal stump appendicitis"", ""Pericecal abscess""]",0,0,0,0,"[""Appendiceal Abscess"", ""Post-Appendectomy Complications""]",1,0,1,0,0,0,21,2,"[""Appendiceal stump appendicitis"", ""post-surgical intra-abdominal abscess""]",0,0,1
mcr,mcr_v1,50,Gastrointestinal clear cell sarcoma,all_miss_but_recalled,,0,0,0,0,0,0,48,5,Clear cell sarcoma,13,1,7,40,1,1,1,2,2,1,1,gold,0.75,0,1,0,0,1,gold,0,1,0,0,1,0,"[""Schwannoma"", ""Gastrointestinal Stromal Tumor (GIST)""]",0,1,0,1,"[""Malignant Peripheral Nerve Sheath Tumor (MPNST)"", ""Gastrointestinal Stromal Tumor (GIST)""]",0,1,0,1,0,1,17,2,"[""Gastrointestinal Stromal Tumor"", ""Carcinoid Tumor""]",0,0,0
mcr,mcr_v1,52,Livedoid vasculopathy,,,1,1,1,1,1,1,52,5,Livedoid vasculopathy,18,1,1,50,1,1,1,0,4,1,0,gold,1.0,0,0,0,0,1,gold,1,0,3,1,0,1,"[""Livedoid vasculopathy"", ""Antiphospholipid syndrome""]",1,0,1,0,"[""Livedoid vasculopathy"", ""Antiphospholipid syndrome""]",1,0,1,1,1,0,37,3,"[""Livedoid vasculopathy"", ""Thromboangiitis obliterans"", ""Antiphospholipid Syndrome""]",0,0,1
mcr,mcr_v1,53,hemangioma,all_miss_but_recalled,,0,0,0,0,0,0,42,5,Left ventricular myxoma,14,1,0,41,1,0,0,0,5,0,0,other,0.0,0,0,0,0,0,other,0,0,0,0,0,0,"[""Cardiac Myxoma"", ""Papillary Fibroelastoma""]",0,0,0,0,"[""Cardiac Myxoma"", ""Fibroelastoma""]",0,0,1,0,0,0,34,1,"[""Myxoma""]",0,0,0
mcr,mcr_v1,54,Trigeminal neuralgia,,,1,1,1,1,1,1,47,5,Trigeminal Neuralgia,1,2,14,31,1,1,1,2,2,1,1,gold,1.0,0,1,0,0,1,gold,1,0,3,1,0,1,"[""Trigeminal Neuralgia"", ""Multiple Sclerosis""]",1,0,1,0,"[""Trigeminal Neuralgia"", ""Post-COVID-19 Vaccine Facial Pain""]",1,0,1,1,1,0,21,1,"[""Trigeminal Neuralgia""]",0,0,1
mcr,mcr_v1,55,Post-transplant lymphoproliferative disorder,,,0,0,0,0,0,0,49,5,Urinary tract infection,,0,0,49,0,0,0,0,5,0,0,other,0.0,0,0,0,0,0,other,0,0,0,0,0,0,"[""Urinary Tract Infection"", ""Bladder Cancer""]",0,0,0,0,"[""Urinary Tract Infection (UTI)"", ""Bladder Neoplasm""]",0,0,0,0,0,0,23,3,"[""Complicated Cystitis"", ""Bladder Cancer"", ""Pyelonephritis""]",0,0,0
mcr,mcr_v1,56,Spindle cell squamous cell carcinoma,,,0,0,0,1,0,1,44,5,Sarcomatoid squamous cell carcinoma,,0,3,41,0,1,0,2,3,0,1,near,0.6,0,1,0,0,0,near,0,1,0,0,1,0,"[""Sarcomatoid squamous cell carcinoma"", ""Spindle cell carcinoma""]",0,1,0,1,"[""Sarcomatoid Squamous Cell Carcinoma"", ""Spindle Cell Carcinoma""]",0,1,1,1,0,1,25,3,"[""Spindle Cell Carcinoma"", ""Osteosarcoma"", ""Metastatic Disease from Previous Cancer""]",0,0,0
mcr,mcr_v1,58,Mixed sex cord-stromal tumor,,,0,0,0,0,0,0,46,5,Leydig cell tumor,,0,13,33,0,1,0,2,3,0,1,near,0.143,0,1,0,0,0,near,0,1,0,0,0,0,"[""Testicular cancer"", ""Epididymal cyst""]",0,1,0,1,"[""Testicular Cancer"", ""Testicular Tumor (possibly sex cord-stromal or lymphoma)""]",0,0,0,1,0,1,49,2,"[""Sertoli cell tumor"", ""Epididymal Cystadenocarcinoma""]",0,0,0
mcr,mcr_v1,60,Polymyalgia rheumatica,all_miss_but_recalled,,0,0,0,0,0,0,55,5,Idiopathic inflammatory psoas muscle disease,17,1,0,54,1,0,1,0,4,1,0,other,0.0,1,0,0,1,1,other,0,0,0,0,0,0,"[""Iliopsoas bursitis or tendinopathy"", ""Gouty arthropathy""]",0,0,0,0,"[""Iliopsoas abscess or iliopsoas tendinitis"", ""Insertional tendinopathy of the iliopsoas tendon""]",0,0,1,0,0,0,26,4,"[""Psoas abscess"", ""Polymyositis"", ""Takayasu Arteritis""]",0,0,0
mcr,mcr_v1,61,Choriocarcinoma,all_miss_but_recalled,,0,0,0,0,0,0,44,5,Hepatocellular adenoma with rupture,13,1,0,43,1,0,0,0,5,0,0,other,0.0,0,0,0,0,0,other,0,0,0,0,0,0,"[""Hepatocellular adenoma with rupture and bleeding"", ""Atypical hepatocellular carcinoma""]",0,0,0,0,"[""Atypical Hepatocellular Carcinoma"", ""Hepatic Adenoma with Complications""]",0,0,0,0,0,0,31,1,"[""Hepatocellular Adenoma with Hemorrhage""]",0,0,0
mcr,mcr_v1,62,Lipoblastoma,base_win_rank,,0,1,0,1,0,1,39,5,Fibrolipomatous hamartoma,32,2,0,37,1,0,0,0,5,0,0,other,0.0,0,0,0,0,1,gold,0,0,0,0,0,0,"[""Lipoma"", ""Liposarcoma""]",1,0,1,0,"[""Lipoma"", ""Lipoblastoma""]",0,0,1,0,1,0,33,2,"[""Lipoblastoma"", ""Lipoma""]",0,0,1
