arm,case_id,replicate,tree_hash,gold_l2_coverage,actual_top1,actual_top2,mrr_at_2,oracle_parent_f4_local_top2,leaf_burden,leaf_clean_rate,leaf_parent_invalid_rate,semantic_duplicate_excess_rate,reused_ab_downstream_baseline,downstream_required,gold_absent,gold_provenance,ranking_provenance,calls_requested,calls_model,calls_cache_hits,blockers
C-prod,mb65_cml,3,379c6b696c85d13fa8e04f7d3b0cd07a3d4c50809bad3cd79b8f6e67bf93a2c8,True,False,False,0.0,True,3.8,0.47368421052631576,0.0,0.21052631578947367,True,False,False,ab_gold_tree_hash,frozen_ab_evaluation_tree_hash_match,0,0,0,
C-prod,mb66_peliosis,1,fb65d1c51f91ec728a546776a13bee8792f97947f629ee36d2cea10d418c41d5,True,False,False,0.0,True,4.0,0.9,0.0,0.0,True,False,False,ab_gold_tree_hash,frozen_ab_evaluation_tree_hash_match,0,0,0,
C-prod,mb66_peliosis,2,8997b83d60a531ff5ee66c7a914534f82b0622656fa2d05b8553bc050d7968cf,True,False,False,0.0,True,4.0,0.8,0.0,0.05,True,False,False,ab_gold_tree_hash,frozen_ab_evaluation_tree_hash_match,0,0,0,
C-prod,mb66_peliosis,3,f7cd95fd227bb4cf94925837079a62e30da9336f8b9522175fed68edb896a4a6,True,False,False,0.0,True,4.0,0.9,0.0,0.0,True,False,False,ab_gold_tree_hash,frozen_ab_evaluation_tree_hash_match,0,0,0,
C-prod,mb77_hyperpara,1,499af00e085d0c6feaac7c6400d4424f19f2e0bae13202a626c6453265ce5094,True,True,True,1.0,True,4.0,0.65,0.0,0.05,True,False,False,ab_gold_tree_hash,frozen_ab_evaluation_tree_hash_match,0,0,0,
C-prod,mb77_hyperpara,2,7a4cd5d0c4963561d489152a58d3173f6ad7e7a4ea3c8e0f58806c3da975435d,True,True,True,1.0,True,3.8,0.631578947368421,0.0,0.0,True,False,False,ab_gold_tree_hash,frozen_ab_evaluation_tree_hash_match,0,0,0,
C-prod,mb77_hyperpara,3,a26e8860f66a0f84d0c09628c5d5fae4fd319d4697869ae51b2a9d20242d3eb6,True,True,True,1.0,True,4.0,0.6,0.0,0.0,True,False,False,ab_gold_tree_hash,frozen_ab_evaluation_tree_hash_match,0,0,0,
C-prod,mb82_adhesions,1,2eacc1c39bb6a6d996f688bcdac0a9fe40bc310082910ac00549203261a6ccbe,True,False,False,0.0,True,4.0,0.5,0.0,0.15,True,False,False,ab_gold_tree_hash,frozen_ab_evaluation_tree_hash_match,0,0,0,
C-prod,mb82_adhesions,2,a72fd5dda280e8445e1aa2fbb7eca6bfb9736ef56149ba6a44e7014c83591cce,True,False,False,0.0,True,4.0,0.6,0.0,0.0,True,False,False,ab_gold_tree_hash,frozen_ab_evaluation_tree_hash_match,0,0,0,
C-prod,mb82_adhesions,3,42546bfe181d86ff7dc71ed4fbde324f2691e042f862c24697a7d9bc5592880f,True,False,False,0.0,True,4.0,0.4,0.0,0.1,True,False,False,ab_gold_tree_hash,frozen_ab_evaluation_tree_hash_match,0,0,0,
C-prod,mb83_foreignbody,1,ef33efa9080b2097374d5b5ec443522417b20c270652134ec3598800406b9049,True,False,True,0.5,True,4.0,0.625,0.0,0.0,True,False,False,ab_gold_tree_hash,frozen_ab_evaluation_tree_hash_match,0,0,0,
C-prod,mb83_foreignbody,2,b11de081f53e7ed28b0a7573b7fe67bf135f405bba0031da7c4b704ccd216d50,True,False,True,0.5,True,3.75,0.7333333333333333,0.0,0.0,True,False,False,ab_gold_tree_hash,frozen_ab_evaluation_tree_hash_match,0,0,0,
C-prod,mb83_foreignbody,3,b9cebb12c70aabf00044884389b71bfa4138a8dea1ba2325b42b52d55cd7a352,True,False,True,0.5,True,4.0,0.625,0.0,0.0,True,False,False,ab_gold_tree_hash,frozen_ab_evaluation_tree_hash_match,0,0,0,
C-prod,mxh011,1,a4bebf32ed4dd20db949ac2f9b02f60b7b2c3b70e62e960a9cb9efef59fac108,True,True,True,1.0,True,4.0,0.6,0.0,0.05,True,False,False,ab_gold_tree_hash,frozen_ab_evaluation_tree_hash_match,0,0,0,
C-prod,mxh011,2,441ccbc6a036a62d34d49c732416905688ce4f64c0deb61ec965b9551cd16437,True,True,True,1.0,True,4.0,0.6,0.0,0.05,True,False,False,ab_gold_tree_hash,frozen_ab_evaluation_tree_hash_match,0,0,0,
C-prod,mxh011,3,8083e61acdc945135f053f336fee9c4cc8d6500b5f44feb4eb35c8886eb742d5,True,True,True,1.0,True,4.0,0.55,0.0,0.05,True,False,False,ab_gold_tree_hash,frozen_ab_evaluation_tree_hash_match,0,0,0,
C-prod,mxh014,1,a6b44a9500c7cd2f6a9fbe1eecaa2cbc9408f56364450f13e96e8ea7dcb26481,False,False,False,0.0,False,4.0,0.55,0.0,0.15,True,False,False,ab_gold_tree_hash,frozen_ab_evaluation_tree_hash_match,0,0,0,
C-prod,mxh014,2,57ffa6bdf3265654a338dd43a68601cbc7a75225e5149e715d4bed3948dc1172,False,False,False,0.0,False,4.0,0.5,0.0,0.15,True,False,False,ab_gold_tree_hash,frozen_ab_evaluation_tree_hash_match,0,0,0,
C-prod,mxh014,3,bb580129e315636c39bb0b54ecfff28f871dc5b9ae18b3c304992379d5a84766,False,False,False,0.0,False,4.0,0.55,0.0,0.15,True,False,False,ab_gold_tree_hash,frozen_ab_evaluation_tree_hash_match,0,0,0,
C-prod,mxh036,1,c8d53df17db6383f0532d0727978ce50b4b728904fd7fe1d0471ffdcf9d9f554,True,False,True,0.5,True,3.8,0.5263157894736842,0.0,0.10526315789473684,True,False,False,ab_gold_tree_hash,frozen_ab_evaluation_tree_hash_match,0,0,0,
C-prod,mxh036,2,3f9f99e1199f9cb5a55f9070f474ccf8dc751ab2758846485402f4723d3d3b59,True,True,True,1.0,True,3.8,0.5263157894736842,0.0,0.10526315789473684,True,False,False,ab_gold_tree_hash,frozen_ab_evaluation_tree_hash_match,0,0,0,
C-prod,mxh036,3,2cef84a094076c03216f7724d9378a304f384fbeeb9a615f93112841cb6d5682,True,False,True,0.5,True,3.6,0.5,0.0,0.05555555555555555,True,False,False,ab_gold_tree_hash,frozen_ab_evaluation_tree_hash_match,0,0,0,
C-prod,mxh045,1,e17ae23f9ff6e365cfddb8985f151b0c9f4754142647fa7503f1165abe9aee28,False,False,False,0.0,False,3.6,0.3333333333333333,0.0,0.0,True,False,False,ab_gold_tree_hash,frozen_ab_evaluation_tree_hash_match,0,0,0,
C-prod,mxh045,2,59631833633f40452f56151d1821453f581a2321828e992301280551d794863b,False,False,False,0.0,False,3.4,0.17647058823529413,0.0,0.0,True,False,False,ab_gold_tree_hash,frozen_ab_evaluation_tree_hash_match,0,0,0,
C-prod,mxh045,3,f904ab79c69abe187a386a20c6b3b4de95e72a1b6a7895bed4d5e94f71a98ed3,False,False,False,0.0,False,3.6,0.3333333333333333,0.0,0.0,True,False,False,ab_gold_tree_hash,frozen_ab_evaluation_tree_hash_match,0,0,0,
C-prod,mxh046,1,a0c4c423fc2cb763928435540c0d551155263819ec91e376e4c2df5da6aedc40,True,True,True,1.0,True,3.25,0.5384615384615384,0.0,0.0,True,False,False,ab_gold_tree_hash,frozen_ab_evaluation_tree_hash_match,0,0,0,
C-prod,mxh046,2,a1abf7de3351a3d39bc671eb76915dc94e9c88200f547bdfa327fcd436f3c84b,True,False,False,0.0,True,3.5,0.21428571428571427,0.0,0.07142857142857142,True,False,False,ab_gold_tree_hash,frozen_ab_evaluation_tree_hash_match,0,0,0,
C-prod,mxh046,3,da0715aeedce5b2e997b60b1da3ee7f9f6a11309931e7aeb3ffbdd7ca478cb34,True,False,False,0.0,True,3.75,0.2,0.0,0.2,True,False,False,ab_gold_tree_hash,frozen_ab_evaluation_tree_hash_match,0,0,0,
C-prod,mxh055,1,d860837b201be5facaa0c3c9f5abb3a8c28b0c3c6a5c4de614a8ea856009ceed,True,False,True,0.5,True,3.2,0.5625,0.0,0.0625,True,False,False,ab_gold_tree_hash,frozen_ab_evaluation_tree_hash_match,0,0,0,
C-prod,mxh055,2,234148e0d2d60ae35180d7ebe4117064ea1884297fc89dad62cadbbab319bb13,True,False,True,0.5,True,3.6,0.5555555555555556,0.0,0.05555555555555555,True,False,False,ab_gold_tree_hash,frozen_ab_evaluation_tree_hash_match,0,0,0,
C-prod,mxh055,3,01219cbc4bc083e5d10aa68e6ee0a2a9e85ae46a2bd6dfef7dbe3c2bb230d563,True,False,True,0.5,True,3.2,0.5625,0.0,0.0625,True,False,False,ab_gold_tree_hash,frozen_ab_evaluation_tree_hash_match,0,0,0,
C-prod,mxh068,1,6be6f27ff006e6c74f7771e2641568a1765b8422bd111f681fc64bbd7f560dc2,False,False,False,0.0,False,4.0,0.6,0.0,0.2,True,False,False,ab_gold_tree_hash,frozen_ab_evaluation_tree_hash_match,0,0,0,
C-prod,mxh068,2,935a80585831354bbc8d82a63d0442a46e6080b09db578f3e6e0f6fc21f647ff,False,False,False,0.0,False,4.0,0.6,0.0,0.15,True,False,False,ab_gold_tree_hash,frozen_ab_evaluation_tree_hash_match,0,0,0,
C-prod,mxh068,3,0e3a710d53a8b360905b3faccc47f39c8d07b6214d460c0baab391a8e10a8df8,False,False,False,0.0,False,4.0,0.6,0.0,0.15,True,False,False,ab_gold_tree_hash,frozen_ab_evaluation_tree_hash_match,0,0,0,
C-prod,mxh075,1,4c77db5916cd3d62f886ae82e8341edec3b2f309b744db2a1812b92953b742a3,True,False,True,0.5,True,4.0,0.7,0.0,0.05,True,False,False,ab_gold_tree_hash,frozen_ab_evaluation_tree_hash_match,0,0,0,
C-prod,mxh075,2,ac60574baa98d7a6a060cd5b0e5fbb54f6a75f8452f2affc144ad077f9ccbe37,True,False,False,0.0,True,4.0,0.7,0.0,0.05,True,False,False,ab_gold_tree_hash,frozen_ab_evaluation_tree_hash_match,0,0,0,
C-prod,mxh075,3,b5079063fd0ef2b1a60ef5ffae17d5d68e8a80787730768e6ead09db603dd91f,True,False,False,0.0,True,4.0,0.7,0.0,0.05,True,False,False,ab_gold_tree_hash,frozen_ab_evaluation_tree_hash_match,0,0,0,
A-raw,mb11_pancoast,1,72354bebab93d8ebeef3f4d22e05823ae561db25a83750f24039d7716abaf35e,True,True,True,1.0,True,5.25,0.19047619047619047,0.47619047619047616,0.38095238095238093,True,False,False,ab_gold_tree_hash,frozen_ab_evaluation_tree_hash_match,0,0,0,
A-raw,mb11_pancoast,2,2e7c0e68bcccd1b562274bfe099579e95ddd0dedf3d6c1bd554b468d6d4f589d,True,False,True,0.5,True,4.5,0.16666666666666666,0.3888888888888889,0.3888888888888889,True,False,False,ab_gold_tree_hash,frozen_ab_evaluation_tree_hash_match,0,0,0,
A-raw,mb11_pancoast,3,e5a65c13128b0f561781625f275297c86b74e7474937a4ae2854aa5a01e9603e,True,False,True,0.5,True,5.5,0.2727272727272727,0.45454545454545453,0.36363636363636365,True,False,False,ab_gold_tree_hash,frozen_ab_evaluation_tree_hash_match,0,0,0,
A-raw,mb34_leukemoid,1,bad862dc996bb858e1133a40a3b5de874fd2f12e8ec58f2e0ebdc44ace807960,True,True,True,1.0,True,8.833333333333334,0.2830188679245283,0.2830188679245283,0.41509433962264153,True,False,False,ab_gold_tree_hash,frozen_ab_evaluation_tree_hash_match,0,0,0,
A-raw,mb34_leukemoid,2,d1565db47952a6b2812a88a433c9143db97d8a1b74fd3014c637130cab32c678,True,True,True,1.0,True,6.5,0.23076923076923078,0.48717948717948717,0.5128205128205128,True,False,False,ab_gold_tree_hash,frozen_ab_evaluation_tree_hash_match,0,0,0,
A-raw,mb34_leukemoid,3,6d51d3cc9741751968c8483e1378a4d49477ca66ad722fd47c5f9cca12536755,True,True,True,1.0,True,7.333333333333333,0.13636363636363635,0.5454545454545454,0.5,True,False,False,ab_gold_tree_hash,frozen_ab_evaluation_tree_hash_match,0,0,0,
A-raw,mb55_glucagonoma,1,ba8abc8fd90c037fc3d6d4bb79ef7013d8989abd2a2692f24717f1348839f8e7,True,True,True,1.0,True,5.4,0.2222222222222222,0.37037037037037035,0.2962962962962963,True,False,False,ab_gold_tree_hash,frozen_ab_evaluation_tree_hash_match,0,0,0,
A-raw,mb55_glucagonoma,2,115585c0166d118d4154656fffb64dc3d6359c4f7f33e3a73d3575c357cca60a,True,True,True,1.0,True,4.8,0.3333333333333333,0.3333333333333333,0.3333333333333333,True,False,False,ab_gold_tree_hash,frozen_ab_evaluation_tree_hash_match,0,0,0,
A-raw,mb55_glucagonoma,3,39c81e6efab689f1744717885869945230ac59022dd77051ee855d6666a6d343,True,True,True,1.0,True,6.2,0.3225806451612903,0.3870967741935484,0.25806451612903225,True,False,False,ab_gold_tree_hash,frozen_ab_evaluation_tree_hash_match,0,0,0,
A-raw,mb57_kartagener,1,7474d340f509614be282c1d178279928aad1309ee7426730f0b9d6643c39014c,True,True,True,1.0,True,4.8,0.08333333333333333,0.625,0.5833333333333334,True,False,False,ab_gold_tree_hash,frozen_ab_evaluation_tree_hash_match,0,0,0,
A-raw,mb57_kartagener,2,7694f78181abee444b5b5521af55ef499af271e0239b85c380ef4749afb79a83,True,True,True,1.0,True,5.4,0.14814814814814814,0.5185185185185185,0.5925925925925926,True,False,False,ab_gold_tree_hash,frozen_ab_evaluation_tree_hash_match,0,0,0,
A-raw,mb57_kartagener,3,b10e89c767ba955474cbc0fa4898d1865b1b1ac80e23eed4dbdc4c327131bee2,True,True,True,1.0,True,5.0,0.04,0.56,0.72,True,False,False,ab_gold_tree_hash,frozen_ab_evaluation_tree_hash_match,0,0,0,
A-raw,mb65_cml,1,d19f1372eb01b0cd76a2e2724176cf1a0bd2ac25ce36a1a7e9cba29e0774e592,True,False,False,0.0,True,4.8,0.20833333333333334,0.4583333333333333,0.5416666666666666,True,False,False,ab_gold_tree_hash,frozen_ab_evaluation_tree_hash_match,0,0,0,
A-raw,mb65_cml,2,3aeeb9e584833aaf9f0da85174f42dd36dd907a190ee837bc3de7057afd8ea15,True,False,False,0.0,True,4.8,0.25,0.4166666666666667,0.5,True,False,False,ab_gold_tree_hash,frozen_ab_evaluation_tree_hash_match,0,0,0,
A-raw,mb65_cml,3,04b178ad93384deb6d52d642d81eed246b4bf5b0229f0bf77487b053ad97723e,True,False,False,0.0,True,4.6,0.2608695652173913,0.43478260869565216,0.5217391304347826,True,False,False,ab_gold_tree_hash,frozen_ab_evaluation_tree_hash_match,0,0,0,
A-raw,mb66_peliosis,1,a2d138f6694ae40f57ab562bb5d0e51172dc80260b5234e92e22e6b462330cb9,False,False,False,0.0,False,5.0,0.12,0.56,0.52,True,False,False,ab_gold_tree_hash,frozen_ab_evaluation_tree_hash_match,0,0,0,
A-raw,mb66_peliosis,2,5279238a1a7e5c01ed9784999547ea6eda1845591820f5bf8952c75ef9a00219,False,False,False,0.0,False,4.2,0.047619047619047616,0.5714285714285714,0.5714285714285714,True,False,False,ab_gold_tree_hash,frozen_ab_evaluation_tree_hash_match,0,0,0,
A-raw,mb66_peliosis,3,a3b1fdbf96353e99862f79ab44c8d0793732961e696da83cd5f91f9e638e8447,False,False,False,0.0,False,5.0,0.2,0.4,0.44,True,False,False,ab_gold_tree_hash,frozen_ab_evaluation_tree_hash_match,0,0,0,
A-raw,mb77_hyperpara,1,93e738e892563f9991ec210090e9f5c5a1a62d6c87bc4c5905249765c92f0968,True,False,False,0.0,False,5.2,0.5,0.38461538461538464,0.23076923076923078,True,False,False,ab_gold_tree_hash,frozen_ab_evaluation_tree_hash_match,0,0,0,
A-raw,mb77_hyperpara,2,2a6d4e1ec76fed8b17e77f2e39f3df96dd9f38586387127573b8ba13ba189a0c,True,False,False,0.0,True,6.8,0.14705882352941177,0.5882352941176471,0.2647058823529412,True,False,False,ab_gold_tree_hash,frozen_ab_evaluation_tree_hash_match,0,0,0,
A-raw,mb77_hyperpara,3,57f3844a5f06387501b61cd9dc7a6664b2724c7a1339f105708a20de12f8b2e7,True,False,False,0.0,True,4.4,0.36363636363636365,0.45454545454545453,0.36363636363636365,True,False,False,ab_gold_tree_hash,frozen_ab_evaluation_tree_hash_match,0,0,0,
A-raw,mb82_adhesions,1,be45f25123d883713c4b662ed5ef936a3c58bdc553a10b7a83473d7bf1693b84,True,False,False,0.0,True,5.0,0.2,0.36,0.44,True,False,False,ab_gold_tree_hash,frozen_ab_evaluation_tree_hash_match,0,0,0,
A-raw,mb82_adhesions,2,0f18a79c994e90aca5f60fdfe362c44cf7d95fba4c929cafd09e4a30a4146a67,True,False,False,0.0,False,5.0,0.24,0.32,0.4,True,False,False,ab_gold_tree_hash,frozen_ab_evaluation_tree_hash_match,0,0,0,
A-raw,mb82_adhesions,3,f59a49c48872a5759bb4bba1d289a84690b8a8daa0e77c37e1f09ca08e2bd271,True,False,False,0.0,True,5.0,0.32,0.24,0.36,True,False,False,ab_gold_tree_hash,frozen_ab_evaluation_tree_hash_match,0,0,0,
A-raw,mb83_foreignbody,1,22b95ff8413a24a65c8f404b77a67bc9116952230b8ad9bc644218749fb10b7f,True,True,True,1.0,True,4.5,0.16666666666666666,0.5,0.5,True,False,False,ab_gold_tree_hash,frozen_ab_evaluation_tree_hash_match,0,0,0,
A-raw,mb83_foreignbody,2,5d6e4f546f1b1b296a55288477f5be90a27752ce73268929a3722cb7dbf3b297,True,True,True,1.0,True,6.25,0.36,0.44,0.36,True,False,False,ab_gold_tree_hash,frozen_ab_evaluation_tree_hash_match,0,0,0,
A-raw,mb83_foreignbody,3,786eb6669e7e9644769719c74fbd1dddc2813d933d01cac94b2de6bc30540adf,True,True,True,1.0,True,6.0,0.125,0.5,0.5416666666666666,True,False,False,ab_gold_tree_hash,frozen_ab_evaluation_tree_hash_match,0,0,0,
A-raw,mxh011,1,ff1809da63ab204776c95b0b1b2bf8bd931d157cf16589612afb1c64e297df7b,True,True,True,1.0,True,6.0,0.03333333333333333,0.4666666666666667,0.7,True,False,False,ab_gold_tree_hash,frozen_ab_evaluation_tree_hash_match,0,0,0,
A-raw,mxh011,2,45fc0c9db14130e8bbed57833ab45c3ea11f5d5aba81af74272f06e6d18e5ac8,True,True,True,1.0,True,4.8,0.08333333333333333,0.3333333333333333,0.6666666666666666,True,False,False,ab_gold_tree_hash,frozen_ab_evaluation_tree_hash_match,0,0,0,
A-raw,mxh011,3,069f25f86b35261c9c55a6b0629417f786566a1d3b6a0ccdf1ba1acda3a2f29c,True,True,True,1.0,True,5.4,0.037037037037037035,0.4074074074074074,0.6666666666666666,True,False,False,ab_gold_tree_hash,frozen_ab_evaluation_tree_hash_match,0,0,0,
A-raw,mxh014,1,ff769ca6d17b1ac02ba469bb001c7c00ca39268fc6bb9113481f76a3c76b4f86,True,True,True,1.0,True,7.6,0.5,0.05263157894736842,0.2894736842105263,True,False,False,ab_gold_tree_hash,frozen_ab_evaluation_tree_hash_match,0,0,0,
A-raw,mxh014,2,09098eb365eabb8a1456365dcfe2b8918216890c38d8a53a0101f6178b446a06,True,True,True,1.0,True,7.6,0.3684210526315789,0.3684210526315789,0.2894736842105263,True,False,False,ab_gold_tree_hash,frozen_ab_evaluation_tree_hash_match,0,0,0,
A-raw,mxh014,3,aa9ece1828ecc7798e7ff5884d3f784c1dd42c00ecedd20cafbdd88329b8493d,True,True,True,1.0,True,11.2,0.23214285714285715,0.44642857142857145,0.4107142857142857,True,False,False,ab_gold_tree_hash,frozen_ab_evaluation_tree_hash_match,0,0,0,
A-raw,mxh036,1,da84b15ab076141e78f7708c7774c60c4e1d2b5ce058b917c2aee2c9c25cbec1,True,False,True,0.5,True,5.4,0.07407407407407407,0.37037037037037035,0.5925925925925926,True,False,False,ab_gold_tree_hash,frozen_ab_evaluation_tree_hash_match,0,0,0,
A-raw,mxh036,2,3decac71b26d99cf3f7b6d1d836de5a8b48f852b9c0c1e4986b8a8201a521ee1,True,True,True,1.0,True,7.0,0.34285714285714286,0.22857142857142856,0.45714285714285713,True,False,False,ab_gold_tree_hash,frozen_ab_evaluation_tree_hash_match,0,0,0,
A-raw,mxh036,3,cf7c9f22bfe47f005e4db5de2945edb842976368e8f1e0bfdf86ebe833127b84,True,False,False,0.0,True,6.6,0.21212121212121213,0.2727272727272727,0.5454545454545454,True,False,False,ab_gold_tree_hash,frozen_ab_evaluation_tree_hash_match,0,0,0,
A-raw,mxh045,1,34a1b30da5e69f56a0442581587f6c480c191e52d45425edafd0b10ade59f612,True,False,False,0.0,False,8.0,0.0,0.35,0.65,True,False,False,ab_gold_tree_hash,frozen_ab_evaluation_tree_hash_match,0,0,0,
A-raw,mxh045,2,23d4b4635e51e5608cbe171d4cd14841f188daab2bbcce25fec222245ed3bd41,True,False,False,0.0,False,7.4,0.0,0.2972972972972973,0.6756756756756757,True,False,False,ab_gold_tree_hash,frozen_ab_evaluation_tree_hash_match,0,0,0,
A-raw,mxh045,3,1d8652486fe7cc1234eee0c17ac0a63db4a683778c6f83bbd284b91ecf3fdde8,True,False,False,0.0,False,7.8,0.05128205128205128,0.358974358974359,0.6410256410256411,True,False,False,ab_gold_tree_hash,frozen_ab_evaluation_tree_hash_match,0,0,0,
A-raw,mxh046,1,59091ed5e8c2615a89a1e89a95f33bc8576c332176272fa885ace63113e2b2a3,True,True,True,1.0,True,4.5,0.0,0.2222222222222222,0.7222222222222222,True,False,False,ab_gold_tree_hash,frozen_ab_evaluation_tree_hash_match,0,0,0,
A-raw,mxh046,2,d5258049d1ab52e215bf993d2ccf9ec2246172d7514b95cc9dd6d1934b5be993,True,False,False,0.0,True,6.25,0.08,0.28,0.56,True,False,False,ab_gold_tree_hash,frozen_ab_evaluation_tree_hash_match,0,0,0,
A-raw,mxh046,3,27fc299b2205ea8ac45251539311d20bdd62481dea9a03dea2d30057390df9b5,True,True,True,1.0,True,5.75,0.08695652173913043,0.2608695652173913,0.5652173913043478,True,False,False,ab_gold_tree_hash,frozen_ab_evaluation_tree_hash_match,0,0,0,
A-raw,mxh055,1,9cfee2dadaed8c1ae5dc28a9d48baa932d9732b8eccd425d4969390fe7a97796,True,False,False,0.0,True,7.8,0.3076923076923077,0.1282051282051282,0.38461538461538464,True,False,False,ab_gold_tree_hash,frozen_ab_evaluation_tree_hash_match,0,0,0,
A-raw,mxh055,2,1f06d392144e1cb711ac318e24d31b0d167076f09595aadf9bbc78525842ec6d,True,False,False,0.0,True,3.8,0.21052631578947367,0.3157894736842105,0.5263157894736842,True,False,False,ab_gold_tree_hash,frozen_ab_evaluation_tree_hash_match,0,0,0,
A-raw,mxh055,3,083623c9d7c8e1101252d3566bf9fb3c8a34362a6f70b456a9bbd4258030b3bb,True,False,False,0.0,True,4.8,0.20833333333333334,0.25,0.5416666666666666,True,False,False,ab_gold_tree_hash,frozen_ab_evaluation_tree_hash_match,0,0,0,
A-raw,mxh068,1,7389c0479290a81007184807d32cc9ce7187f82f0fef71bd5fbf25d580fe9ac0,False,False,False,0.0,False,8.0,0.075,0.375,0.65,True,False,False,ab_gold_tree_hash,frozen_ab_evaluation_tree_hash_match,0,0,0,
A-raw,mxh068,2,f55b694657415559ab58a58f59479d3b140d4dadb33a47f651482a87361d92c5,False,False,False,0.0,False,6.8,0.058823529411764705,0.3235294117647059,0.6764705882352942,True,False,False,ab_gold_tree_hash,frozen_ab_evaluation_tree_hash_match,0,0,0,
A-raw,mxh068,3,d5d3f3845fde55d685d8538a25ea6fc01155e4e7b967ef7817c0fb194a0c5c6c,False,False,False,0.0,False,8.6,0.13953488372093023,0.27906976744186046,0.5348837209302325,True,False,False,ab_gold_tree_hash,frozen_ab_evaluation_tree_hash_match,0,0,0,
