arm,case_id,replicate,active_gold_l2_coverage,inventory_gold_l2_coverage,local_champion,actual_top2,strict_top2,technical_fallback,loss_gate,rescue_events
A-raw-v2,mxh055,2,True,True,False,False,False,False,local_champion_elimination,0
A-raw-v2,mxh068,2,False,False,False,False,False,False,coverage_deleted,0
A-raw-v2,mxh075,2,True,True,True,False,False,False,intergroup_rank_loss,0
A-raw-v2,mb11_pancoast,3,True,True,True,True,True,False,success,0
A-raw-v2,mb34_leukemoid,3,True,True,True,True,True,False,success,0
A-raw-v2,mb55_glucagonoma,3,True,True,True,True,True,False,success,0
A-raw-v2,mb57_kartagener,3,True,True,True,True,True,False,success,0
A-raw-v2,mb65_cml,3,True,True,False,False,False,False,local_champion_elimination,0
A-raw-v2,mb66_peliosis,3,False,False,False,False,False,False,coverage_deleted,0
A-raw-v2,mb77_hyperpara,3,True,True,True,False,False,False,intergroup_rank_loss,0
A-raw-v2,mb82_adhesions,3,True,True,False,False,False,False,local_champion_elimination,0
A-raw-v2,mb83_foreignbody,3,True,True,True,True,True,False,success,0
A-raw-v2,mxh011,3,True,True,True,True,True,False,success,0
A-raw-v2,mxh014,3,True,True,True,True,True,False,success,0
A-raw-v2,mxh036,3,True,True,True,True,True,False,success,0
A-raw-v2,mxh045,3,True,True,False,False,False,False,local_champion_elimination,0
A-raw-v2,mxh046,3,True,True,True,True,True,False,success,0
A-raw-v2,mxh055,3,True,True,False,False,False,False,local_champion_elimination,0
A-raw-v2,mxh068,3,False,False,False,False,False,False,coverage_deleted,0
A-raw-v2,mxh075,3,True,True,True,False,False,False,intergroup_rank_loss,0
A18-parent-safe,mb11_pancoast,1,True,True,True,True,True,False,success,0
A18-parent-safe,mb34_leukemoid,1,True,True,True,True,True,False,success,0
A18-parent-safe,mb55_glucagonoma,1,True,True,True,True,True,False,success,0
A18-parent-safe,mb57_kartagener,1,True,True,True,True,True,False,success,0
A18-parent-safe,mb65_cml,1,True,True,True,False,False,False,intergroup_rank_loss,0
A18-parent-safe,mb66_peliosis,1,False,False,False,False,False,False,coverage_deleted,0
A18-parent-safe,mb77_hyperpara,1,True,True,True,False,False,False,intergroup_rank_loss,0
A18-parent-safe,mb82_adhesions,1,True,True,False,False,False,False,local_champion_elimination,0
A18-parent-safe,mb83_foreignbody,1,True,True,True,False,False,False,intergroup_rank_loss,0
A18-parent-safe,mxh011,1,True,True,True,True,True,False,success,0
A18-parent-safe,mxh014,1,True,True,True,True,True,False,success,0
A18-parent-safe,mxh036,1,True,True,True,True,True,False,success,0
A18-parent-safe,mxh045,1,True,True,False,False,False,False,local_champion_elimination,0
A18-parent-safe,mxh046,1,True,True,False,False,False,False,local_champion_elimination,0
A18-parent-safe,mxh055,1,True,True,True,False,False,False,intergroup_rank_loss,0
A18-parent-safe,mxh068,1,False,False,False,False,False,False,coverage_deleted,0
A18-parent-safe,mxh075,1,False,True,False,False,False,False,coverage_deleted,0
A18-parent-safe,mb11_pancoast,2,True,True,True,False,False,False,intergroup_rank_loss,0
A18-parent-safe,mb34_leukemoid,2,True,True,True,True,True,False,success,0
A18-parent-safe,mb55_glucagonoma,2,True,True,True,True,True,False,success,0
A18-parent-safe,mb57_kartagener,2,True,True,True,True,True,False,success,0
A18-parent-safe,mb65_cml,2,True,True,True,True,True,False,success,0
A18-parent-safe,mb66_peliosis,2,False,False,False,False,False,False,coverage_deleted,0
A18-parent-safe,mb77_hyperpara,2,True,True,True,True,True,False,success,0
A18-parent-safe,mb82_adhesions,2,True,True,False,False,False,False,local_champion_elimination,0
A18-parent-safe,mb83_foreignbody,2,True,True,True,False,False,False,intergroup_rank_loss,0
A18-parent-safe,mxh011,2,True,True,True,True,True,False,success,0
A18-parent-safe,mxh014,2,True,True,True,True,True,False,success,0
A18-parent-safe,mxh036,2,True,True,True,True,True,False,success,0
A18-parent-safe,mxh045,2,True,True,False,False,False,False,local_champion_elimination,0
A18-parent-safe,mxh046,2,True,True,False,False,False,False,local_champion_elimination,0
A18-parent-safe,mxh055,2,True,True,True,False,False,False,intergroup_rank_loss,0
A18-parent-safe,mxh068,2,False,False,False,False,False,False,coverage_deleted,0
A18-parent-safe,mxh075,2,False,True,False,False,False,False,coverage_deleted,0
A18-parent-safe,mb11_pancoast,3,True,True,True,True,True,False,success,0
A18-parent-safe,mb34_leukemoid,3,True,True,True,True,True,False,success,0
A18-parent-safe,mb55_glucagonoma,3,True,True,True,True,True,False,success,0
A18-parent-safe,mb57_kartagener,3,True,True,True,True,True,False,success,0
A18-parent-safe,mb65_cml,3,True,True,True,False,False,False,intergroup_rank_loss,0
A18-parent-safe,mb66_peliosis,3,False,False,False,False,False,False,coverage_deleted,0
A18-parent-safe,mb77_hyperpara,3,True,True,True,True,True,False,success,0
A18-parent-safe,mb82_adhesions,3,True,True,False,False,False,False,local_champion_elimination,0
A18-parent-safe,mb83_foreignbody,3,True,True,True,False,False,False,intergroup_rank_loss,0
A18-parent-safe,mxh011,3,True,True,True,True,True,False,success,0
A18-parent-safe,mxh014,3,True,True,True,True,True,False,success,0
A18-parent-safe,mxh036,3,True,True,True,True,True,False,success,0
A18-parent-safe,mxh045,3,True,True,False,False,False,False,local_champion_elimination,0
A18-parent-safe,mxh046,3,True,True,False,False,False,False,local_champion_elimination,0
A18-parent-safe,mxh055,3,True,True,False,False,False,False,local_champion_elimination,0
A18-parent-safe,mxh068,3,False,False,False,False,False,False,coverage_deleted,0
A18-parent-safe,mxh075,3,False,True,False,False,False,False,coverage_deleted,0
A19-budget-safe,mb11_pancoast,1,True,True,True,True,True,False,success,0
A19-budget-safe,mb34_leukemoid,1,True,True,True,True,True,False,success,0
A19-budget-safe,mb55_glucagonoma,1,True,True,False,False,False,False,local_champion_elimination,0
A19-budget-safe,mb57_kartagener,1,True,True,True,True,True,False,success,0
A19-budget-safe,mb65_cml,1,True,True,True,False,False,False,intergroup_rank_loss,0
A19-budget-safe,mb66_peliosis,1,False,False,False,False,False,False,coverage_deleted,0
A19-budget-safe,mb77_hyperpara,1,True,True,True,False,False,False,intergroup_rank_loss,0
A19-budget-safe,mb82_adhesions,1,True,True,False,False,False,False,local_champion_elimination,0
A19-budget-safe,mb83_foreignbody,1,True,True,False,False,False,False,local_champion_elimination,0
A19-budget-safe,mxh011,1,True,True,True,True,True,False,success,0
A19-budget-safe,mxh014,1,True,True,True,True,True,False,success,0
A19-budget-safe,mxh036,1,True,True,False,False,False,False,local_champion_elimination,0
A19-budget-safe,mxh045,1,True,True,False,False,False,False,local_champion_elimination,0
A19-budget-safe,mxh046,1,True,True,False,False,False,False,local_champion_elimination,0
A19-budget-safe,mxh055,1,True,True,False,False,False,False,local_champion_elimination,0
A19-budget-safe,mxh068,1,False,False,False,False,False,False,coverage_deleted,0
A19-budget-safe,mxh075,1,True,True,False,False,False,False,local_champion_elimination,0
A19-budget-safe,mb11_pancoast,2,True,True,True,True,True,False,success,0
A19-budget-safe,mb34_leukemoid,2,True,True,True,True,True,False,success,0
A19-budget-safe,mb55_glucagonoma,2,True,True,True,True,True,False,success,0
A19-budget-safe,mb57_kartagener,2,True,True,False,False,False,False,local_champion_elimination,0
A19-budget-safe,mb65_cml,2,True,True,True,False,False,False,intergroup_rank_loss,0
A19-budget-safe,mb66_peliosis,2,False,False,False,False,False,False,coverage_deleted,0
A19-budget-safe,mb77_hyperpara,2,True,True,True,False,False,False,intergroup_rank_loss,0
A19-budget-safe,mb82_adhesions,2,True,True,False,False,False,False,local_champion_elimination,0
A19-budget-safe,mb83_foreignbody,2,True,True,True,True,True,False,success,0
A19-budget-safe,mxh011,2,True,True,True,True,True,False,success,0
A19-budget-safe,mxh014,2,True,True,True,True,True,False,success,0
A19-budget-safe,mxh036,2,True,True,True,True,True,False,success,0
A19-budget-safe,mxh045,2,True,True,False,False,False,False,local_champion_elimination,0
A19-budget-safe,mxh046,2,False,True,False,False,False,False,coverage_deleted,0
A19-budget-safe,mxh055,2,True,True,False,False,False,False,local_champion_elimination,0
A19-budget-safe,mxh068,2,False,False,False,False,False,False,coverage_deleted,0
A19-budget-safe,mxh075,2,True,True,False,False,False,False,local_champion_elimination,0
A19-budget-safe,mb11_pancoast,3,True,True,True,True,True,False,success,0
A19-budget-safe,mb34_leukemoid,3,True,True,True,True,True,False,success,0
A19-budget-safe,mb55_glucagonoma,3,True,True,True,False,False,False,intergroup_rank_loss,0
A19-budget-safe,mb57_kartagener,3,True,True,False,False,False,False,local_champion_elimination,0
A19-budget-safe,mb65_cml,3,True,True,True,False,False,False,intergroup_rank_loss,0
A19-budget-safe,mb66_peliosis,3,False,False,False,False,False,False,coverage_deleted,0
A19-budget-safe,mb77_hyperpara,3,True,True,True,False,False,False,intergroup_rank_loss,0
A19-budget-safe,mb82_adhesions,3,True,True,False,False,False,False,local_champion_elimination,0
A19-budget-safe,mb83_foreignbody,3,True,True,False,False,False,False,local_champion_elimination,0
A19-budget-safe,mxh011,3,True,True,True,True,True,False,success,0
A19-budget-safe,mxh014,3,True,True,True,True,True,False,success,0
A19-budget-safe,mxh036,3,True,True,False,False,False,False,local_champion_elimination,0
A19-budget-safe,mxh045,3,True,True,False,False,False,False,local_champion_elimination,0
A19-budget-safe,mxh046,3,True,True,False,False,False,False,local_champion_elimination,0
A19-budget-safe,mxh055,3,True,True,False,False,False,False,local_champion_elimination,0
A19-budget-safe,mxh068,3,False,False,False,False,False,False,coverage_deleted,0
A19-budget-safe,mxh075,3,True,True,True,True,True,False,success,0
A20-generation-v2,mb11_pancoast,1,True,True,True,True,True,False,success,0
A20-generation-v2,mb34_leukemoid,1,True,True,True,True,True,False,success,0
A20-generation-v2,mb55_glucagonoma,1,True,True,True,False,False,False,intergroup_rank_loss,0
A20-generation-v2,mb57_kartagener,1,True,True,True,True,True,False,success,0
A20-generation-v2,mb65_cml,1,True,True,True,False,False,False,intergroup_rank_loss,0
A20-generation-v2,mb66_peliosis,1,False,False,False,False,False,False,coverage_deleted,0
A20-generation-v2,mb77_hyperpara,1,True,True,True,False,False,False,intergroup_rank_loss,0
A20-generation-v2,mb82_adhesions,1,True,True,False,False,False,False,local_champion_elimination,0
A20-generation-v2,mb83_foreignbody,1,True,True,True,True,True,False,success,0
A20-generation-v2,mxh011,1,True,True,True,True,True,False,success,0
A20-generation-v2,mxh014,1,True,True,True,True,True,False,success,0
A20-generation-v2,mxh036,1,True,True,True,True,True,False,success,0
A20-generation-v2,mxh045,1,True,True,False,False,False,False,local_champion_elimination,0
A20-generation-v2,mxh046,1,True,True,True,True,True,False,success,0
A20-generation-v2,mxh055,1,True,True,False,False,False,False,local_champion_elimination,0
A20-generation-v2,mxh068,1,False,False,False,False,False,False,coverage_deleted,0
A20-generation-v2,mxh075,1,False,True,False,False,False,False,coverage_deleted,0
A20-generation-v2,mb11_pancoast,2,True,True,True,True,True,False,success,0
A20-generation-v2,mb34_leukemoid,2,True,True,True,True,True,False,success,0
A20-generation-v2,mb55_glucagonoma,2,True,True,True,True,True,False,success,0
A20-generation-v2,mb57_kartagener,2,True,True,True,True,True,False,success,0
A20-generation-v2,mb65_cml,2,True,True,True,False,False,False,intergroup_rank_loss,0
A20-generation-v2,mb66_peliosis,2,False,False,False,False,False,False,coverage_deleted,0
A20-generation-v2,mb77_hyperpara,2,True,True,True,False,False,False,intergroup_rank_loss,0
A20-generation-v2,mb82_adhesions,2,True,True,False,False,False,False,local_champion_elimination,0
A20-generation-v2,mb83_foreignbody,2,True,True,True,True,True,False,success,0
A20-generation-v2,mxh011,2,True,True,True,True,True,False,success,0
A20-generation-v2,mxh014,2,True,True,True,True,True,False,success,0
A20-generation-v2,mxh036,2,True,True,True,True,True,False,success,0
A20-generation-v2,mxh045,2,True,True,False,False,False,False,local_champion_elimination,0
A20-generation-v2,mxh046,2,True,True,False,False,False,False,local_champion_elimination,0
A20-generation-v2,mxh055,2,True,True,False,False,False,False,local_champion_elimination,0
A20-generation-v2,mxh068,2,False,False,False,False,False,False,coverage_deleted,0
A20-generation-v2,mxh075,2,False,True,False,False,False,False,coverage_deleted,0
A20-generation-v2,mb11_pancoast,3,True,True,True,True,True,False,success,0
A20-generation-v2,mb34_leukemoid,3,True,True,True,True,True,False,success,0
A20-generation-v2,mb55_glucagonoma,3,True,True,True,False,False,False,intergroup_rank_loss,0
A20-generation-v2,mb57_kartagener,3,True,True,True,True,True,False,success,0
A20-generation-v2,mb65_cml,3,True,True,True,True,True,False,success,0
A20-generation-v2,mb66_peliosis,3,False,False,False,False,False,False,coverage_deleted,0
A20-generation-v2,mb77_hyperpara,3,True,True,True,False,False,False,intergroup_rank_loss,0
A20-generation-v2,mb82_adhesions,3,True,True,False,False,False,False,local_champion_elimination,0
A20-generation-v2,mb83_foreignbody,3,True,True,True,True,True,False,success,0
A20-generation-v2,mxh011,3,True,True,True,True,True,False,success,0
A20-generation-v2,mxh014,3,True,True,True,True,True,False,success,0
A20-generation-v2,mxh036,3,True,True,True,True,True,False,success,0
A20-generation-v2,mxh045,3,True,True,False,False,False,False,local_champion_elimination,0
A20-generation-v2,mxh046,3,True,True,False,False,False,False,local_champion_elimination,0
A20-generation-v2,mxh055,3,True,True,False,False,False,False,local_champion_elimination,0
A20-generation-v2,mxh068,3,False,False,False,False,False,False,coverage_deleted,0
A20-generation-v2,mxh075,3,False,True,False,False,False,False,coverage_deleted,0
A21-generation-v2+F4,mb11_pancoast,1,True,True,True,True,True,False,success,0
A21-generation-v2+F4,mb34_leukemoid,1,True,True,True,True,True,False,success,0
A21-generation-v2+F4,mb55_glucagonoma,1,True,True,True,False,False,False,intergroup_rank_loss,0
A21-generation-v2+F4,mb57_kartagener,1,True,True,True,True,True,False,success,0
A21-generation-v2+F4,mb65_cml,1,True,True,True,True,True,False,success,0
A21-generation-v2+F4,mb66_peliosis,1,False,False,False,False,False,False,coverage_deleted,0
A21-generation-v2+F4,mb77_hyperpara,1,True,True,True,False,False,False,intergroup_rank_loss,0
A21-generation-v2+F4,mb82_adhesions,1,True,True,False,False,False,False,local_champion_elimination,0
A21-generation-v2+F4,mb83_foreignbody,1,True,True,True,True,True,False,success,0
A21-generation-v2+F4,mxh011,1,True,True,True,True,True,False,success,0
A21-generation-v2+F4,mxh014,1,True,True,True,True,True,False,success,0
A21-generation-v2+F4,mxh036,1,True,True,True,True,True,False,success,0
A21-generation-v2+F4,mxh045,1,True,True,False,False,False,False,local_champion_elimination,0
A21-generation-v2+F4,mxh046,1,True,True,False,False,False,False,local_champion_elimination,0
A21-generation-v2+F4,mxh055,1,True,True,False,False,False,False,local_champion_elimination,0
A21-generation-v2+F4,mxh068,1,False,False,False,False,False,False,coverage_deleted,0
A21-generation-v2+F4,mxh075,1,False,True,False,False,False,False,coverage_deleted,0
A21-generation-v2+F4,mb11_pancoast,2,True,True,True,True,True,False,success,0
A21-generation-v2+F4,mb34_leukemoid,2,True,True,True,True,True,False,success,0
A21-generation-v2+F4,mb55_glucagonoma,2,True,True,True,True,True,False,success,0
A21-generation-v2+F4,mb57_kartagener,2,True,True,True,True,True,False,success,0
A21-generation-v2+F4,mb65_cml,2,True,True,True,True,True,False,success,0
A21-generation-v2+F4,mb66_peliosis,2,False,False,False,False,False,False,coverage_deleted,0
A21-generation-v2+F4,mb77_hyperpara,2,True,True,True,True,True,False,success,0
A21-generation-v2+F4,mb82_adhesions,2,True,True,False,False,False,False,local_champion_elimination,0
A21-generation-v2+F4,mb83_foreignbody,2,True,True,True,True,True,False,success,0
A21-generation-v2+F4,mxh011,2,True,True,True,True,True,False,success,0
A21-generation-v2+F4,mxh014,2,True,True,True,True,True,False,success,0
A21-generation-v2+F4,mxh036,2,True,True,True,True,True,False,success,0
A21-generation-v2+F4,mxh045,2,True,True,False,False,False,False,local_champion_elimination,0
A21-generation-v2+F4,mxh046,2,True,True,False,False,False,False,local_champion_elimination,0
A21-generation-v2+F4,mxh055,2,True,True,False,False,False,False,local_champion_elimination,0
A21-generation-v2+F4,mxh068,2,False,False,False,False,False,False,coverage_deleted,0
A21-generation-v2+F4,mxh075,2,False,True,False,False,False,False,coverage_deleted,0
A21-generation-v2+F4,mb11_pancoast,3,True,True,True,True,True,False,success,0
A21-generation-v2+F4,mb34_leukemoid,3,True,True,True,True,True,False,success,0
A21-generation-v2+F4,mb55_glucagonoma,3,True,True,True,True,True,False,success,0
A21-generation-v2+F4,mb57_kartagener,3,True,True,True,True,True,False,success,0
A21-generation-v2+F4,mb65_cml,3,True,True,True,False,False,False,intergroup_rank_loss,0
A21-generation-v2+F4,mb66_peliosis,3,False,False,False,False,False,False,coverage_deleted,0
A21-generation-v2+F4,mb77_hyperpara,3,True,True,False,False,False,False,local_champion_elimination,0
A21-generation-v2+F4,mb82_adhesions,3,True,True,False,False,False,False,local_champion_elimination,0
A21-generation-v2+F4,mb83_foreignbody,3,True,True,True,True,True,False,success,0
A21-generation-v2+F4,mxh011,3,True,True,True,True,True,False,success,0
A21-generation-v2+F4,mxh014,3,True,True,True,True,True,False,success,0
A21-generation-v2+F4,mxh036,3,True,True,True,True,True,False,success,0
A21-generation-v2+F4,mxh045,3,True,True,False,False,False,False,local_champion_elimination,0
A21-generation-v2+F4,mxh046,3,True,True,False,False,False,False,local_champion_elimination,0
A21-generation-v2+F4,mxh055,3,True,True,False,False,False,False,local_champion_elimination,0
A21-generation-v2+F4,mxh068,3,False,False,False,False,False,False,coverage_deleted,0
A21-generation-v2+F4,mxh075,3,False,True,False,False,False,False,coverage_deleted,0
A22-adaptive-local-rescue,mb11_pancoast,1,True,True,True,True,True,False,success,1
A22-adaptive-local-rescue,mb34_leukemoid,1,True,True,True,False,False,False,intergroup_rank_loss,1
A22-adaptive-local-rescue,mb55_glucagonoma,1,True,True,True,True,True,False,success,1
A22-adaptive-local-rescue,mb57_kartagener,1,True,True,True,True,True,False,success,0
A22-adaptive-local-rescue,mb65_cml,1,True,True,False,False,False,False,local_champion_elimination,2
A22-adaptive-local-rescue,mb66_peliosis,1,False,False,False,False,False,False,coverage_deleted,0
A22-adaptive-local-rescue,mb77_hyperpara,1,True,True,False,False,False,False,local_champion_elimination,0
A22-adaptive-local-rescue,mb82_adhesions,1,True,True,True,False,False,False,intergroup_rank_loss,1
A22-adaptive-local-rescue,mb83_foreignbody,1,True,True,True,True,True,False,success,0
A22-adaptive-local-rescue,mxh011,1,True,True,True,True,True,False,success,0
A22-adaptive-local-rescue,mxh014,1,True,True,True,True,True,False,success,2
A22-adaptive-local-rescue,mxh036,1,True,True,True,True,True,False,success,1
A22-adaptive-local-rescue,mxh045,1,True,True,False,False,False,False,local_champion_elimination,1
A22-adaptive-local-rescue,mxh046,1,True,True,True,True,True,False,success,1
A22-adaptive-local-rescue,mxh055,1,True,True,False,False,False,False,local_champion_elimination,1
A22-adaptive-local-rescue,mxh068,1,False,False,False,False,False,False,coverage_deleted,0
A22-adaptive-local-rescue,mxh075,1,False,True,False,False,False,False,coverage_deleted,0
A22-adaptive-local-rescue,mb11_pancoast,2,True,True,True,True,True,False,success,2
A22-adaptive-local-rescue,mb34_leukemoid,2,True,True,True,True,True,False,success,1
A22-adaptive-local-rescue,mb55_glucagonoma,2,True,True,True,True,True,False,success,0
A22-adaptive-local-rescue,mb57_kartagener,2,True,True,True,True,True,False,success,0
A22-adaptive-local-rescue,mb65_cml,2,True,True,True,False,False,False,intergroup_rank_loss,2
A22-adaptive-local-rescue,mb66_peliosis,2,False,False,False,False,False,False,coverage_deleted,0
A22-adaptive-local-rescue,mb77_hyperpara,2,True,True,True,True,True,False,success,0
A22-adaptive-local-rescue,mb82_adhesions,2,True,True,False,False,False,False,local_champion_elimination,2
A22-adaptive-local-rescue,mb83_foreignbody,2,True,True,True,True,True,False,success,1
A22-adaptive-local-rescue,mxh011,2,True,True,True,True,True,False,success,0
A22-adaptive-local-rescue,mxh014,2,True,True,True,True,True,False,success,1
A22-adaptive-local-rescue,mxh036,2,True,True,True,True,True,False,success,0
A22-adaptive-local-rescue,mxh045,2,True,True,False,False,False,False,local_champion_elimination,1
A22-adaptive-local-rescue,mxh046,2,True,True,False,False,False,False,local_champion_elimination,0
A22-adaptive-local-rescue,mxh055,2,True,True,False,False,False,False,local_champion_elimination,0
A22-adaptive-local-rescue,mxh068,2,False,False,False,False,False,False,coverage_deleted,0
A22-adaptive-local-rescue,mxh075,2,False,True,False,False,False,False,coverage_deleted,0
A22-adaptive-local-rescue,mb11_pancoast,3,True,True,True,True,True,False,success,2
A22-adaptive-local-rescue,mb34_leukemoid,3,True,True,True,True,True,False,success,1
A22-adaptive-local-rescue,mb55_glucagonoma,3,True,True,True,False,False,False,intergroup_rank_loss,0
A22-adaptive-local-rescue,mb57_kartagener,3,True,True,True,True,True,False,success,0
A22-adaptive-local-rescue,mb65_cml,3,True,True,False,False,False,False,local_champion_elimination,1
A22-adaptive-local-rescue,mb66_peliosis,3,False,False,False,False,False,False,coverage_deleted,0
A22-adaptive-local-rescue,mb77_hyperpara,3,True,True,True,False,False,False,intergroup_rank_loss,1
A22-adaptive-local-rescue,mb82_adhesions,3,True,True,False,False,False,False,local_champion_elimination,2
A22-adaptive-local-rescue,mb83_foreignbody,3,True,True,True,True,True,False,success,1
A22-adaptive-local-rescue,mxh011,3,True,True,True,True,True,False,success,0
A22-adaptive-local-rescue,mxh014,3,True,True,True,True,True,False,success,0
A22-adaptive-local-rescue,mxh036,3,True,True,True,True,True,False,success,1
A22-adaptive-local-rescue,mxh045,3,True,True,False,False,False,False,local_champion_elimination,0
A22-adaptive-local-rescue,mxh046,3,True,True,False,False,False,False,local_champion_elimination,0
A22-adaptive-local-rescue,mxh055,3,True,True,True,True,True,False,success,2
A22-adaptive-local-rescue,mxh068,3,False,False,False,False,False,False,coverage_deleted,0
A22-adaptive-local-rescue,mxh075,3,False,True,False,False,False,False,coverage_deleted,0
A4+A14-v2-ref,mb11_pancoast,1,True,True,True,True,True,False,success,0
A4+A14-v2-ref,mb34_leukemoid,1,True,True,True,True,True,False,success,0
A4+A14-v2-ref,mb55_glucagonoma,1,True,True,True,True,True,False,success,0
A4+A14-v2-ref,mb57_kartagener,1,True,True,True,True,True,False,success,0
A4+A14-v2-ref,mb65_cml,1,True,True,False,False,False,False,local_champion_elimination,0
A4+A14-v2-ref,mb66_peliosis,1,False,False,False,False,False,False,coverage_deleted,0
A4+A14-v2-ref,mb77_hyperpara,1,True,True,False,False,False,False,local_champion_elimination,0
A4+A14-v2-ref,mb82_adhesions,1,True,True,False,False,False,False,local_champion_elimination,0
A4+A14-v2-ref,mb83_foreignbody,1,False,False,False,False,False,False,coverage_deleted,0
A4+A14-v2-ref,mxh011,1,True,True,True,True,True,False,success,0
A4+A14-v2-ref,mxh014,1,True,True,True,True,True,False,success,0
A4+A14-v2-ref,mxh036,1,True,True,True,True,True,False,success,0
A4+A14-v2-ref,mxh045,1,True,True,False,False,False,False,local_champion_elimination,0
A4+A14-v2-ref,mxh046,1,True,True,False,False,False,False,local_champion_elimination,0
A4+A14-v2-ref,mxh055,1,True,True,False,False,False,False,local_champion_elimination,0
A4+A14-v2-ref,mxh068,1,False,False,False,False,False,False,coverage_deleted,0
A4+A14-v2-ref,mxh075,1,True,True,True,True,True,False,success,0
A4+A14-v2-ref,mb11_pancoast,2,True,True,True,True,True,False,success,0
A4+A14-v2-ref,mb34_leukemoid,2,True,True,True,True,True,False,success,0
A4+A14-v2-ref,mb55_glucagonoma,2,True,True,True,True,True,False,success,0
A4+A14-v2-ref,mb57_kartagener,2,True,True,True,True,True,False,success,0
A4+A14-v2-ref,mb65_cml,2,True,True,False,False,False,False,local_champion_elimination,0
A4+A14-v2-ref,mb66_peliosis,2,False,False,False,False,False,False,coverage_deleted,0
A4+A14-v2-ref,mb77_hyperpara,2,True,True,False,False,False,False,local_champion_elimination,0
A4+A14-v2-ref,mb82_adhesions,2,True,True,False,False,False,False,local_champion_elimination,0
A4+A14-v2-ref,mb83_foreignbody,2,False,False,False,False,False,False,coverage_deleted,0
A4+A14-v2-ref,mxh011,2,True,True,True,False,False,False,intergroup_rank_loss,0
A4+A14-v2-ref,mxh014,2,True,True,True,True,True,False,success,0
A4+A14-v2-ref,mxh036,2,True,True,True,True,True,False,success,0
A4+A14-v2-ref,mxh045,2,True,True,False,False,False,False,local_champion_elimination,0
A4+A14-v2-ref,mxh046,2,True,True,False,False,False,False,local_champion_elimination,0
A4+A14-v2-ref,mxh055,2,True,True,True,True,True,False,success,0
A4+A14-v2-ref,mxh068,2,False,False,False,False,False,False,coverage_deleted,0
A4+A14-v2-ref,mxh075,2,True,True,True,True,True,False,success,0
A4+A14-v2-ref,mb11_pancoast,3,True,True,True,True,True,False,success,0
A4+A14-v2-ref,mb34_leukemoid,3,True,True,True,True,True,False,success,0
A4+A14-v2-ref,mb55_glucagonoma,3,True,True,True,True,True,False,success,0
A4+A14-v2-ref,mb57_kartagener,3,True,True,True,True,True,False,success,0
A4+A14-v2-ref,mb65_cml,3,False,False,False,False,False,False,coverage_deleted,0
A4+A14-v2-ref,mb66_peliosis,3,False,False,False,False,False,False,coverage_deleted,0
A4+A14-v2-ref,mb77_hyperpara,3,True,True,False,False,False,False,local_champion_elimination,0
A4+A14-v2-ref,mb82_adhesions,3,True,True,False,False,False,False,local_champion_elimination,0
A4+A14-v2-ref,mb83_foreignbody,3,False,False,False,False,False,False,coverage_deleted,0
A4+A14-v2-ref,mxh011,3,True,True,True,True,True,False,success,0
