case_key,slice_id,source_id,family,selection_stratum,arm,success,gold_exposure_hit,gold_top1,gold_member_exposure_hit,gold_member_top1,registry_credit_leak,champion_label,runner_up_label,margin,candidate_n,relation_n,legacy_unsafe_merge_pairs,champion_identity_contaminated,cache_hit,error
DA_d2_heldout100/379,DA_d2_heldout100,379,DA,unsafe_fold,legacy_substring,True,False,False,False,False,False,Perineural invasion by malignant melanoma,Desmoplastic Melanoma,high,4,0,11,True,True,
DA_d2_heldout100/379,DA_d2_heldout100,379,DA,unsafe_fold,exact_synonym,True,False,False,False,False,False,Desmoplastic Melanoma,Malignant Melanoma,high,6,0,11,False,True,
DA_d2_heldout100/379,DA_d2_heldout100,379,DA,unsafe_fold,typed_relation,True,False,False,False,False,False,Desmoplastic Melanoma,Perineural invasion by malignant melanoma,medium,6,2,11,False,True,
DA_d2_heldout100/381,DA_d2_heldout100,381,DA,unsafe_fold,legacy_substring,True,False,False,False,False,False,Thymoma-associated multiorgan autoimmunity,Good's syndrome,high,4,0,2,True,True,
DA_d2_heldout100/381,DA_d2_heldout100,381,DA,unsafe_fold,exact_synonym,True,False,False,False,False,False,Thymoma-associated multiorgan autoimmunity,Good's syndrome,high,5,0,2,False,True,
DA_d2_heldout100/381,DA_d2_heldout100,381,DA,unsafe_fold,typed_relation,True,False,False,False,False,False,Thymoma-associated multiorgan autoimmunity,Good's syndrome,high,5,1,2,False,True,
DA_d2_heldout100/383,DA_d2_heldout100,383,DA,unsafe_fold,legacy_substring,True,False,False,False,False,False,Rhabdomyosarcoma,Ewing's Sarcoma,high,4,0,3,True,True,
DA_d2_heldout100/383,DA_d2_heldout100,383,DA,unsafe_fold,exact_synonym,True,False,False,False,False,False,Embryonal Rhabdomyosarcoma,Rhabdomyosarcoma,medium,5,0,3,False,True,
DA_d2_heldout100/383,DA_d2_heldout100,383,DA,unsafe_fold,typed_relation,True,False,False,False,False,False,Embryonal Rhabdomyosarcoma,Rhabdomyosarcoma,high,5,1,3,False,True,
DA_d2_heldout100/387,DA_d2_heldout100,387,DA,control,legacy_substring,True,False,False,False,False,False,MALT Lymphoma,Extranodal Marginal Zone Lymphoma,low,6,0,0,False,True,
DA_d2_heldout100/387,DA_d2_heldout100,387,DA,control,exact_synonym,True,False,False,False,False,False,MALT Lymphoma,Extranodal Marginal Zone Lymphoma,low,6,0,0,False,True,
DA_d2_heldout100/387,DA_d2_heldout100,387,DA,control,typed_relation,True,False,False,False,False,False,MALT Lymphoma,Extranodal Marginal Zone Lymphoma,low,6,0,0,False,True,
DA_d2_heldout100/397,DA_d2_heldout100,397,DA,unsafe_fold,legacy_substring,True,False,False,False,False,False,Acute Myocardial Infarction,Dextrocardia with Situs Inversus,medium,3,0,2,True,True,
DA_d2_heldout100/397,DA_d2_heldout100,397,DA,unsafe_fold,exact_synonym,True,False,False,False,False,False,Acute myocardial infarction due to total occlusion of the proximal right coronary artery,Acute Myocardial Infarction,high,4,0,2,False,True,
DA_d2_heldout100/397,DA_d2_heldout100,397,DA,unsafe_fold,typed_relation,True,False,False,False,False,False,Acute myocardial infarction due to total occlusion of the proximal right coronary artery,Dextrocardia with Situs Inversus,medium,4,1,2,False,True,
DA_d2_heldout100/398,DA_d2_heldout100,398,DA,unsafe_fold,legacy_substring,True,False,False,False,False,False,Kaposi's sarcoma,angioma,medium,2,0,3,False,True,
DA_d2_heldout100/398,DA_d2_heldout100,398,DA,unsafe_fold,exact_synonym,True,False,False,False,False,False,hemangioma,angioma,high,3,0,3,False,True,
DA_d2_heldout100/398,DA_d2_heldout100,398,DA,unsafe_fold,typed_relation,True,False,False,False,False,False,hemangioma,angioma,medium,3,1,3,False,True,
DA_d2_heldout100/399,DA_d2_heldout100,399,DA,control,legacy_substring,True,False,False,False,False,False,Supraventricular Tachycardia,Heart Failure,high,5,0,0,False,True,
DA_d2_heldout100/399,DA_d2_heldout100,399,DA,control,exact_synonym,True,False,False,False,False,False,Supraventricular Tachycardia,Heart Failure,high,5,0,0,False,True,
DA_d2_heldout100/399,DA_d2_heldout100,399,DA,control,typed_relation,True,False,False,False,False,False,Supraventricular Tachycardia,Heart Failure,high,5,0,0,False,True,
DA_d2_heldout100/400,DA_d2_heldout100,400,DA,unsafe_fold,legacy_substring,True,False,False,False,False,False,Rapid Eye Movement Sleep Behavior Disorder,Obstructive Sleep Apnea,high,2,0,2,True,True,
DA_d2_heldout100/400,DA_d2_heldout100,400,DA,unsafe_fold,exact_synonym,True,False,False,False,False,False,Rapid Eye Movement Sleep Behavior Disorder (RBD),Rapid Eye Movement Sleep Behavior Disorder,high,3,0,2,False,True,
DA_d2_heldout100/400,DA_d2_heldout100,400,DA,unsafe_fold,typed_relation,True,False,False,False,False,False,Rapid Eye Movement Sleep Behavior Disorder (RBD),Rapid Eye Movement Sleep Behavior Disorder,high,3,1,2,False,True,
DA_d2_heldout100/404,DA_d2_heldout100,404,DA,unsafe_fold,legacy_substring,True,False,False,False,False,False,pembrolizumab-induced scleroderma-like reaction,Chemotherapy-induced scleroderma-like reaction,medium,6,0,2,True,True,
DA_d2_heldout100/404,DA_d2_heldout100,404,DA,unsafe_fold,exact_synonym,True,False,False,False,False,False,pembrolizumab-induced scleroderma-like reaction,Pembrolizumab-induced scleroderma,high,6,0,2,False,True,
DA_d2_heldout100/404,DA_d2_heldout100,404,DA,unsafe_fold,typed_relation,True,False,False,False,False,False,pembrolizumab-induced scleroderma-like reaction,Pembrolizumab-induced scleroderma,high,6,1,2,False,True,
DA_d2_heldout100/409,DA_d2_heldout100,409,DA,unsafe_fold,legacy_substring,True,False,False,False,False,False,Syphilitic Uveitis,Ocular syphilis,medium,6,0,2,False,True,
DA_d2_heldout100/409,DA_d2_heldout100,409,DA,unsafe_fold,exact_synonym,True,False,False,False,False,False,Syphilitic Uveitis,Ocular syphilis,high,6,0,2,False,True,
DA_d2_heldout100/409,DA_d2_heldout100,409,DA,unsafe_fold,typed_relation,True,False,False,False,False,False,Ocular syphilis,Syphilitic Uveitis,high,6,1,2,False,True,
DA_d2_heldout100/410,DA_d2_heldout100,410,DA,control,legacy_substring,True,False,False,False,False,False,Cholesterol crystal embolism,Cholesterol crystal embolization,high,5,0,0,False,True,
DA_d2_heldout100/410,DA_d2_heldout100,410,DA,control,exact_synonym,True,False,False,False,False,False,Cholesterol crystal embolism,Cholesterol crystal embolization,high,5,0,0,False,True,
DA_d2_heldout100/410,DA_d2_heldout100,410,DA,control,typed_relation,True,False,False,False,False,False,Cholesterol crystal embolism,Cholesterol crystal embolization,high,5,0,0,False,True,
DA_d2_heldout100/413,DA_d2_heldout100,413,DA,control,legacy_substring,True,False,False,False,False,False,Langerhans cell histiocytosis,,high,5,0,0,False,True,
DA_d2_heldout100/413,DA_d2_heldout100,413,DA,control,exact_synonym,True,False,False,False,False,False,Langerhans cell histiocytosis,,high,5,0,0,False,True,
DA_d2_heldout100/413,DA_d2_heldout100,413,DA,control,typed_relation,True,False,False,False,False,False,Langerhans cell histiocytosis,,high,5,0,0,False,True,
DA_d2_heldout100/414,DA_d2_heldout100,414,DA,control,legacy_substring,True,False,False,False,False,False,Weill-Marchesani syndrome,Marfan syndrome,high,4,0,0,False,True,
DA_d2_heldout100/414,DA_d2_heldout100,414,DA,control,exact_synonym,True,False,False,False,False,False,Weill-Marchesani syndrome,Marfan syndrome,high,4,0,0,False,True,
DA_d2_heldout100/414,DA_d2_heldout100,414,DA,control,typed_relation,True,False,False,False,False,False,Weill-Marchesani syndrome,Marfan syndrome,high,4,0,0,False,True,
DA_d2_heldout100/415,DA_d2_heldout100,415,DA,unsafe_fold,legacy_substring,True,False,False,False,False,False,Myocardial Infarction,Acute Coronary Syndrome,high,4,0,9,True,True,
DA_d2_heldout100/415,DA_d2_heldout100,415,DA,unsafe_fold,exact_synonym,True,False,False,False,False,False,Non-ST-Elevation Myocardial Infarction (NSTEMI),Myocardial Infarction,high,6,0,9,False,True,
DA_d2_heldout100/415,DA_d2_heldout100,415,DA,unsafe_fold,typed_relation,True,False,False,False,False,False,ST-Elevation Myocardial Infarction (STEMI),ST-Elevation Myocardial Infarction,low,6,5,9,False,True,
DA_d2_heldout100/420,DA_d2_heldout100,420,DA,unsafe_fold,legacy_substring,True,False,False,False,False,False,Myocarditis,Sepsis-Induced Cardiomyopathy,high,5,0,1,False,True,
DA_d2_heldout100/420,DA_d2_heldout100,420,DA,unsafe_fold,exact_synonym,True,False,False,False,False,False,Myocarditis,Sepsis-Induced Cardiomyopathy,medium,6,0,1,False,True,
DA_d2_heldout100/420,DA_d2_heldout100,420,DA,unsafe_fold,typed_relation,True,False,False,False,False,False,Myocarditis,Sepsis-Induced Cardiomyopathy,medium,6,1,1,False,True,
DA_d2_heldout100/423,DA_d2_heldout100,423,DA,control,legacy_substring,True,False,False,False,False,False,Leptomeningeal lymphoma,Central nervous system lymphoma,high,5,0,0,False,True,
DA_d2_heldout100/423,DA_d2_heldout100,423,DA,control,exact_synonym,True,False,False,False,False,False,Leptomeningeal lymphoma,Central nervous system lymphoma,high,5,0,0,False,True,
