case_key,slice_id,family,source_id,arm,success,raw_gold_recall,gold_rank,strict_top1,champion_label,champion_confidence,top1_probability,margin,cache_hit,error
DA_d2_heldout100/341,DA_d2_heldout100,DA,341,raw_vignette,True,False,,False,Juvenile myelomonocytic leukemia (JMML) with cutaneous infiltration,0.45,0.45,medium,False,
DA_d2_heldout100/341,DA_d2_heldout100,DA,341,flat_facts,True,False,,False,Juvenile myelomonocytic leukemia (JMML) with leukemia cutis,0.85,0.85,high,False,
DA_d2_heldout100/341,DA_d2_heldout100,DA,341,typed_event_graph,True,False,,False,Juvenile myelomonocytic leukemia (JMML) with leukemia cutis,0.55,0.55,high,False,
DA_d2_heldout100/354,DA_d2_heldout100,DA,354,raw_vignette,True,False,,False,COVID-19 (SARS-CoV-2 infection) with diffuse bilateral pneumonia and cutaneous pseudovesicular purpuric exanthem,0.7,0.7,high,False,
DA_d2_heldout100/354,DA_d2_heldout100,DA,354,flat_facts,True,False,,False,Toxic epidermal necrolysis (TEN) with pneumonia,0.65,0.65,high,False,
DA_d2_heldout100/354,DA_d2_heldout100,DA,354,typed_event_graph,True,False,,False,Varicella (chickenpox) with pneumonia,0.85,0.7,high,False,
DA_d2_heldout100/359,DA_d2_heldout100,DA,359,raw_vignette,True,False,,False,Intermittent Wolff-Parkinson-White syndrome,0.85,0.45,medium,False,
DA_d2_heldout100/359,DA_d2_heldout100,DA,359,flat_facts,True,False,,False,Acute decompensated heart failure with reduced ejection fraction due to tachycardia-induced cardiomyopathy from Wolff-Parkinson-White syndrome with intermittent pre-excitation,0.35,0.35,medium,False,
DA_d2_heldout100/359,DA_d2_heldout100,DA,359,typed_event_graph,True,False,,False,Acute decompensated heart failure with reduced ejection fraction (HFrEF) and volume overload,0.85,0.55,high,False,
DA_d2_heldout100/364,DA_d2_heldout100,DA,364,raw_vignette,True,False,,False,Actinic superficial folliculitis (solar folliculitis),0.7,0.6,high,False,
DA_d2_heldout100/364,DA_d2_heldout100,DA,364,flat_facts,True,False,,False,Subcorneal pustular dermatosis (Sneddon-Wilkinson),0.75,0.75,medium,False,
DA_d2_heldout100/364,DA_d2_heldout100,DA,364,typed_event_graph,True,False,,False,"Pustular psoriasis (localized, facial)",0.75,0.75,medium,False,
DA_d2_heldout100/365,DA_d2_heldout100,DA,365,raw_vignette,True,False,,False,Factitial panniculitis (self-injection-induced lipogranuloma) with chronic ulceration and fibrosis,0.85,0.55,medium,False,
DA_d2_heldout100/365,DA_d2_heldout100,DA,365,flat_facts,True,False,,False,"Factitial panniculitis (self-induced) secondary to chronic subcutaneous meperidine injections, with associated fibrosis and muscle contractures",0.85,0.85,high,False,
DA_d2_heldout100/365,DA_d2_heldout100,DA,365,typed_event_graph,True,False,,False,Factitial panniculitis due to subcutaneous meperidine injections,0.85,0.7,high,False,
DA_d2_heldout100/372,DA_d2_heldout100,DA,372,raw_vignette,True,False,,False,Elevated lipoprotein(a) (hyperlipoproteinemia(a)),0.85,0.6,high,False,
DA_d2_heldout100/372,DA_d2_heldout100,DA,372,flat_facts,True,False,,False,Elevated lipoprotein(a) (Lp(a)),0.35,0.35,medium,False,
DA_d2_heldout100/372,DA_d2_heldout100,DA,372,typed_event_graph,True,False,,False,Heterozygous familial hypercholesterolemia with statin intolerance and elevated liver enzymes,0.45,0.45,high,False,
DA_d2_heldout100/379,DA_d2_heldout100,DA,379,raw_vignette,True,False,,False,"Recurrent malignant melanoma (desmoplastic subtype likely) with extensive perineural invasion involving the left supraorbital nerve (V1), extending into the orbit and cavernous sinus",0.95,0.95,high,False,
DA_d2_heldout100/379,DA_d2_heldout100,DA,379,flat_facts,False,False,,False,,,,,False,construction_failure: flat fact source_quote must be a vignette substring
DA_d2_heldout100/379,DA_d2_heldout100,DA,379,typed_event_graph,False,False,,False,,,,,False,construction_failure: flat fact source_quote must be a vignette substring
DA_d2_heldout100/383,DA_d2_heldout100,DA,383,raw_vignette,True,False,,False,Embryonal rhabdomyosarcoma of the right temple (primary cutaneous),0.87,0.87,high,False,
DA_d2_heldout100/383,DA_d2_heldout100,DA,383,flat_facts,True,False,,False,Primary cutaneous rhabdomyosarcoma (embryonal or alveolar subtype),0.95,0.95,high,False,
DA_d2_heldout100/383,DA_d2_heldout100,DA,383,typed_event_graph,True,False,,False,"Embryonal rhabdomyosarcoma of the right temple skin, localized (no metastases)",0.85,0.85,high,False,
DA_d2_heldout100/389,DA_d2_heldout100,DA,389,raw_vignette,True,False,,False,Right-sided bacterial rhinosinusitis complicated by orbital abscess and peripheral facial nerve palsy due to extension into the infratemporal fossa and parotid region,0.75,0.75,high,False,
DA_d2_heldout100/389,DA_d2_heldout100,DA,389,flat_facts,False,False,,False,,,,,False,construction_failure: flat fact source_quote must be a vignette substring
DA_d2_heldout100/389,DA_d2_heldout100,DA,389,typed_event_graph,False,False,,False,,,,,False,construction_failure: flat fact source_quote must be a vignette substring
DA_d2_heldout100/391,DA_d2_heldout100,DA,391,raw_vignette,True,False,,False,"Lepromatous leprosy (multibacillary) with arthritis, uveitis, lymphadenopathy, splenomegaly, and cutaneous nodules",0.95,0.9,high,False,
DA_d2_heldout100/391,DA_d2_heldout100,DA,391,flat_facts,True,False,,False,"Lepromatous leprosy (Hansen's disease) with uveitis, arthritis, lymphadenopathy, and splenomegaly",0.95,0.95,high,False,
DA_d2_heldout100/391,DA_d2_heldout100,DA,391,typed_event_graph,True,False,,False,"Lepromatous leprosy (Hansen's disease) with systemic involvement (uveitis, lymphadenopathy, splenomegaly, arthritis)",0.95,0.95,high,False,
DA_d2_heldout100/392,DA_d2_heldout100,DA,392,raw_vignette,True,False,,False,Onychomatricoma,0.85,0.85,high,False,
DA_d2_heldout100/392,DA_d2_heldout100,DA,392,flat_facts,True,False,,False,Subungual squamous cell carcinoma,0.35,0.35,medium,False,
DA_d2_heldout100/392,DA_d2_heldout100,DA,392,typed_event_graph,True,False,,False,Subungual hematoma with reactive fibrosis,0.7,0.7,high,False,
DA_d2_heldout100/397,DA_d2_heldout100,DA,397,raw_vignette,True,False,,False,Acute inferior ST-elevation myocardial infarction (STEMI) due to proximal right coronary artery occlusion in a patient with dextrocardia (situs inversus totalis),0.9,0.85,high,False,
DA_d2_heldout100/397,DA_d2_heldout100,DA,397,flat_facts,True,False,,False,"Acute ST-elevation myocardial infarction (inferior wall) due to proximal right coronary artery occlusion, in a patient with dextrocardia (mirror-image cardiac situs)",0.95,0.85,high,False,
DA_d2_heldout100/397,DA_d2_heldout100,DA,397,typed_event_graph,True,False,,False,Acute inferior ST-elevation myocardial infarction (right coronary artery occlusion) with mirror-image dextrocardia (situs inversus),0.95,0.95,high,False,
DA_d2_heldout100/404,DA_d2_heldout100,DA,404,raw_vignette,True,False,,False,"Pembrolizumab-induced scleroderma-like reaction (immune checkpoint inhibitor-induced scleroderma) of lower limbs, acute onset after chemotherapy",0.7,0.7,high,False,
DA_d2_heldout100/404,DA_d2_heldout100,DA,404,flat_facts,True,False,,False,Pembrolizumab-induced sclerodermoid reaction (scleroderma-like) of lower extremities,0.85,0.7,high,False,
DA_d2_heldout100/404,DA_d2_heldout100,DA,404,typed_event_graph,True,False,,False,Pembrolizumab-induced morphea (scleroderma-like reaction),0.85,0.85,high,False,
DA_d2_heldout100/414,DA_d2_heldout100,DA,414,raw_vignette,True,False,,False,LTBP2-related ectopia lentis with glaucoma,0.95,0.95,high,False,
DA_d2_heldout100/414,DA_d2_heldout100,DA,414,flat_facts,True,False,,False,LTBP2-related ectopia lentis with secondary glaucoma,0.85,0.85,high,False,
DA_d2_heldout100/414,DA_d2_heldout100,DA,414,typed_event_graph,True,False,,False,LTBP2-related ectopia lentis with glaucoma,0.85,0.85,high,False,
DA_d2_heldout100/415,DA_d2_heldout100,DA,415,raw_vignette,True,False,,False,Acute non-ST-elevation myocardial infarction (NSTEMI) due to proximal left anterior descending artery stenosis,0.95,0.95,high,False,
DA_d2_heldout100/415,DA_d2_heldout100,DA,415,flat_facts,False,False,,False,,,,,False,construction_failure: graph node source_quote must be a vignette substring
DA_d2_heldout100/415,DA_d2_heldout100,DA,415,typed_event_graph,False,False,,False,,,,,False,construction_failure: graph node source_quote must be a vignette substring
DA_d2_heldout100/420,DA_d2_heldout100,DA,420,raw_vignette,True,False,,False,Acute fulminant viral myocarditis with cardiogenic shock,0.85,0.85,high,False,
DA_d2_heldout100/420,DA_d2_heldout100,DA,420,flat_facts,True,False,,False,"Acute viral myocarditis (fulminant) with acute heart failure and cardiogenic shock, complicated by syncope due to ventricular arrhythmia",0.8,0.8,high,False,
DA_d2_heldout100/420,DA_d2_heldout100,DA,420,typed_event_graph,True,False,,False,Acute viral myocarditis with severe left ventricular dysfunction and cardiogenic shock,0.85,0.6,high,False,
DA_d2_heldout100/431,DA_d2_heldout100,DA,431,raw_vignette,True,False,,False,Complete regression of melanoma after talimogene laherparepvec (T-VEC) therapy with mixed inflammatory infiltrate,0.9,0.7,high,False,
DA_d2_heldout100/431,DA_d2_heldout100,DA,431,flat_facts,True,False,,False,"Cutaneous melanoma of left posterior auricular scalp with satellite metastases and regional lymph node involvement, stage III, status post immunotherapy with complete regression",0.9,0.85,high,False,
DA_d2_heldout100/431,DA_d2_heldout100,DA,431,typed_event_graph,True,False,,False,Malignant melanoma with in-transit metastases (satellitosis),0.85,0.85,high,False,
DA_d2_heldout100/437,DA_d2_heldout100,DA,437,raw_vignette,True,False,,False,Ischemic cardiomyopathy with heart failure with reduced ejection fraction and left bundle branch block,0.85,0.6,medium,False,
DA_d2_heldout100/437,DA_d2_heldout100,DA,437,flat_facts,True,False,,False,"Intermittent complete atrioventricular block causing syncope, in the setting of severe left ventricular systolic dysfunction with diffuse LV hypocontractility and conduction system disease",0.55,0.55,medium,False,
DA_d2_heldout100/437,DA_d2_heldout100,DA,437,typed_event_graph,True,False,,False,High-grade atrioventricular block (intermittent complete heart block) with syncope,0.82,0.82,high,False,
DA_d2_heldout100/439,DA_d2_heldout100,DA,439,raw_vignette,True,False,,False,Lightning-induced maculopathy with transient cystoid macular edema and outer retinal disruption,0.85,0.55,medium,False,
DA_d2_heldout100/439,DA_d2_heldout100,DA,439,flat_facts,True,False,,False,Lightning-induced maculopathy with secondary posterior subcapsular cataract,0.85,0.85,high,False,
DA_d2_heldout100/439,DA_d2_heldout100,DA,439,typed_event_graph,True,False,,False,"Traumatic full-thickness macular hole, right eye, secondary to lightning injury",0.85,0.85,high,False,
DA_d2_heldout100/451,DA_d2_heldout100,DA,451,raw_vignette,True,False,,False,"Congenital cholesteatoma of the middle ear with fistulization to the neck, complicating temporal bone hypoplasia in otomandibular syndrome",0.65,0.65,medium,False,
DA_d2_heldout100/451,DA_d2_heldout100,DA,451,flat_facts,True,False,,False,Congenital temporal bone hypoplasia with middle ear–cervical fistula and recurrent deep neck cellulitis,0.85,0.85,high,False,
DA_d2_heldout100/451,DA_d2_heldout100,DA,451,typed_event_graph,True,False,,False,"Unilateral otomandibular syndrome (OMS) with severe temporal bone hypoplasia, middle ear fistula, and recurrent deep neck cellulitis",0.85,0.85,high,False,
DA_d2_heldout200b/459,DA_d2_heldout200b,DA,459,raw_vignette,True,False,,False,Non-ischemic dilated cardiomyopathy with heart failure (HFrEF) and paroxysmal atrial arrhythmias,0.45,0.45,medium,False,
DA_d2_heldout200b/459,DA_d2_heldout200b,DA,459,flat_facts,True,False,,False,"Non-ischemic dilated cardiomyopathy with heart failure with reduced ejection fraction (HFrEF), complicated by paroxysmal atrial fibrillation with rapid ventricular response",0.85,0.35,medium,False,
DA_d2_heldout200b/459,DA_d2_heldout200b,DA,459,typed_event_graph,True,False,,False,Non-ischemic cardiomyopathy with severe left ventricular systolic dysfunction (HFrEF) and paroxysmal atrial fibrillation,0.7,0.7,medium,False,
DA_d2_heldout200b/474,DA_d2_heldout200b,DA,474,raw_vignette,True,False,,False,"Thrombotic thrombocytopenic purpura (TTP) with multi-organ involvement (cardiac, renal, neurological, and coagulopathy)",0.65,0.65,high,False,
DA_d2_heldout200b/474,DA_d2_heldout200b,DA,474,flat_facts,True,False,,False,Acute viral myocarditis with cardiogenic shock,0.45,0.45,medium,False,
DA_d2_heldout200b/474,DA_d2_heldout200b,DA,474,typed_event_graph,True,False,,False,Acute viral myocarditis with cardiogenic shock and pulmonary edema,0.35,0.35,medium,False,
DA_d2_heldout200b/477,DA_d2_heldout200b,DA,477,raw_vignette,True,False,,False,Multisystem Inflammatory Syndrome in Children (MIS-C) with central nervous system vasculitis and acute ischemic stroke,0.45,0.45,medium,False,
DA_d2_heldout200b/477,DA_d2_heldout200b,DA,477,flat_facts,True,False,,False,COVID-19-associated acute ischemic stroke due to cerebral vasculopathy with secondary thrombocytopenia and coagulopathy,0.55,0.55,medium,False,
DA_d2_heldout200b/477,DA_d2_heldout200b,DA,477,typed_event_graph,True,False,,False,COVID-19-associated acute ischemic stroke with multifocal cerebral vasculopathy,0.7,0.7,high,False,
DA_d2_heldout200b/478,DA_d2_heldout200b,DA,478,raw_vignette,True,False,,False,Acute respiratory syncytial virus (RSV) bronchiolitis/pneumonia with acute respiratory distress syndrome (ARDS) and septic shock in a premature infant,0.6,0.6,high,False,
DA_d2_heldout200b/478,DA_d2_heldout200b,DA,478,flat_facts,False,False,,False,,,,,False,construction_failure: graph node source_quote must be a vignette substring
DA_d2_heldout200b/478,DA_d2_heldout200b,DA,478,typed_event_graph,False,False,,False,,,,,False,construction_failure: graph node source_quote must be a vignette substring
DA_d2_heldout200b/480,DA_d2_heldout200b,DA,480,raw_vignette,True,False,,False,Negative pressure pulmonary edema (post-obstructive pulmonary edema),0.85,0.85,high,False,
DA_d2_heldout200b/480,DA_d2_heldout200b,DA,480,flat_facts,True,False,,False,"Negative pressure pulmonary edema (post-obstructive) due to upper airway obstruction by snow, acute, resolved",0.85,0.85,high,False,
DA_d2_heldout200b/480,DA_d2_heldout200b,DA,480,typed_event_graph,True,False,,False,Negative pressure pulmonary edema (NPPE) secondary to acute upper airway obstruction from snow burial,0.85,0.7,high,False,
DA_d2_heldout200b/484,DA_d2_heldout200b,DA,484,raw_vignette,True,False,,False,"Disseminated tuberculosis (miliary tuberculosis) with pulmonary, lymphatic, cutaneous, and articular involvement",0.95,0.95,high,False,
DA_d2_heldout200b/484,DA_d2_heldout200b,DA,484,flat_facts,True,False,,False,"Disseminated tuberculosis (pulmonary, lymphatic, cutaneous) with reactive polyarthritis (Poncet's disease)",0.95,0.95,high,False,
DA_d2_heldout200b/484,DA_d2_heldout200b,DA,484,typed_event_graph,True,False,,False,"Disseminated tuberculosis (miliary tuberculosis) with pulmonary, lymphatic, cutaneous, articular, and hepatic involvement",0.85,0.85,high,False,
DA_d2_heldout200b/485,DA_d2_heldout200b,DA,485,raw_vignette,True,False,,False,LVAD-associated infection (Corynebacterium jeikeium bacteremia) causing immune-complex crescentic glomerulonephritis (post-infectious glomerulonephritis),0.85,0.85,high,False,
DA_d2_heldout200b/485,DA_d2_heldout200b,DA,485,flat_facts,True,False,,False,LVAD-associated Corynebacterium jeikeium infection with immune complex glomerulonephritis (infection-related glomerulonephritis),0.85,0.7,high,False,
DA_d2_heldout200b/485,DA_d2_heldout200b,DA,485,typed_event_graph,True,False,,False,LVAD-associated infection (Corynebacterium jeikeium bacteremia) with secondary immune complex glomerulonephritis (infection-related glomerulonephritis) and positive PR3-ANCA as a secondary phenomenon,0.55,0.55,medium,False,
DA_d2_heldout200b/489,DA_d2_heldout200b,DA,489,raw_vignette,False,False,,False,,,,,False,champion/runner must be the first two ranked candidates
DA_d2_heldout200b/489,DA_d2_heldout200b,DA,489,flat_facts,True,False,,False,Pseudohypoparathyroidism (type 1a/1b) with hypocalcemic seizure and basal ganglia calcification,0.85,0.7,high,False,
DA_d2_heldout200b/489,DA_d2_heldout200b,DA,489,typed_event_graph,True,False,,False,Pseudohypoparathyroidism (Albright hereditary osteodystrophy),0.7,0.6,high,False,
DA_d2_heldout200b/497,DA_d2_heldout200b,DA,497,raw_vignette,True,False,,False,Cold agglutinin disease (cold antibody autoimmune hemolytic anemia) with hyperviscosity syndrome causing multifocal cerebral infarction and microhemorrhages,0.65,0.65,high,False,
DA_d2_heldout200b/497,DA_d2_heldout200b,DA,497,flat_facts,False,False,,False,,,,,False,construction_failure: graph node source_quote must be a vignette substring
DA_d2_heldout200b/497,DA_d2_heldout200b,DA,497,typed_event_graph,False,False,,False,,,,,False,construction_failure: graph node source_quote must be a vignette substring
DA_d2_heldout200b/498,DA_d2_heldout200b,DA,498,raw_vignette,True,False,,False,"Intracranial non-germinomatous germ cell tumor (mixed malignant germ cell tumor) with elevated AFP and hCG, causing obstructive hydrocephalus and seizures",0.55,0.55,high,False,
DA_d2_heldout200b/498,DA_d2_heldout200b,DA,498,flat_facts,True,False,,False,Non-germinomatous malignant germ cell tumor (mixed germ cell tumor) of the third ventricle with obstructive hydrocephalus,0.75,0.75,high,False,
DA_d2_heldout200b/498,DA_d2_heldout200b,DA,498,typed_event_graph,True,False,,False,Intrauterine pregnancy (early) with threatened abortion,0.7,0.7,high,False,
DA_d2_heldout200b/508,DA_d2_heldout200b,DA,508,raw_vignette,True,True,1,True,Subcutaneous panniculitis-like T-cell lymphoma (SPTCL) with hemophagocytic lymphohistiocytosis (HLH),0.82,0.82,high,False,
DA_d2_heldout200b/508,DA_d2_heldout200b,DA,508,flat_facts,True,False,,False,Extranodal NK/T-cell lymphoma (nasal-type or non-nasal) with secondary hemophagocytic lymphohistiocytosis (HLH),0.55,0.55,medium,False,
DA_d2_heldout200b/508,DA_d2_heldout200b,DA,508,typed_event_graph,True,False,,False,"Peripheral T-cell lymphoma, not otherwise specified (PTCL-NOS) with secondary hemophagocytic lymphohistiocytosis (HLH)",0.75,0.75,high,False,
DA_d2_heldout200b/510,DA_d2_heldout200b,DA,510,raw_vignette,True,False,,False,"Systemic sclerosis (diffuse cutaneous) with interstitial lung disease, pulmonary hypertension, and serositis (pleural effusion and ascites)",0.65,0.65,high,False,
DA_d2_heldout200b/510,DA_d2_heldout200b,DA,510,flat_facts,True,False,,False,"Systemic sclerosis (diffuse cutaneous) with interstitial lung disease and serositis (pleural effusion, ascites)",0.85,0.85,high,False,
DA_d2_heldout200b/510,DA_d2_heldout200b,DA,510,typed_event_graph,True,False,,False,Systemic sclerosis (diffuse cutaneous) with interstitial lung disease and secondary Sjögren's syndrome,0.72,0.72,medium,False,
DA_d2_heldout200b/518,DA_d2_heldout200b,DA,518,raw_vignette,True,False,,False,Adult-onset Still's disease (AOSD) with systemic inflammatory involvement including pericarditis and hepatitis,0.85,0.85,high,False,
DA_d2_heldout200b/518,DA_d2_heldout200b,DA,518,flat_facts,True,False,,False,Adult-onset Still's disease (AOSD),0.75,0.6,high,False,
