dataset,slice,case_id,gold,layer,layer_aphhm,e7_locus,e7_correct,e7_s2_recall,e7_s3_recall,e7_s4_hit,e7_s2_n,e7_s3_n,e7_champion,v0_locus,v0_correct,v0_s2_recall,v0_s3_recall,v0_s4_hit,v0_s2_n,v0_s3_n,v0_champion,B06_correct,B06_locus,B06_agents_hit,B06_supervisor_hit,B06_gold_first_discussion_turn,B06_discussion_turns,B06_votes,B07_correct,B07_locus,B07_draft_hit,B07_refine_hit,B07_diagnose_hit,B07_has_refine,B07_recovered_after_refine_drop,B07_draft,B07_diagnose,B01_correct,B01_locus,B01_rag_hit,B01_gen_hit,B01_n_queries,B01_n_chunks,APHHM_locus,APHHM_correct,APHHM_tree_recall,APHHM_final_recall,APHHM_tree_n,APHHM_final_n,APHHM_gold_leaf,APHHM_gold_parent,APHHM_human_at1
da,d2_seq100,39,Metastatic Crohn disease,,aphhm_lose,s2_miss,1,False,False,False,50,5,Intertriginous granulomatous dermatitis,s2_miss,1,False,False,False,19,5,Intertriginous granulomatous dermatitis,1,supervisor_miss_but_scored_ok,True,False,0,3,3,1,diagnose_miss_but_scored_ok,False,False,False,True,False,"[""Crohn's Disease"", ""Hiddenitis Suppurativa""]","[""Crohn's Disease"", ""Hiddenitis Suppurativa""]",1,rag_hit_gen_miss,True,False,4,12,tree_miss,0,False,False,20,1,,,False
da,d2_seq100,40,Invasive squamous cell carcinoma arising in a seborrheic keratosis of the eyelid,,,s3_hit_s4_miss,1,True,True,False,47,5,Verrucous carcinoma,ok,1,True,True,True,15,5,Squamous cell carcinoma,1,supervisor_ok,True,True,0,3,3,1,diagnose_ok,True,False,True,True,True,"[""Squamous Cell Carcinoma"", ""Basal Cell Carcinoma""]","[""Squamous Cell Carcinoma"", ""Basal Cell Carcinoma""]",1,gen_ok,True,True,4,12,final_ok,1,True,True,23,1,Squamous Cell Carcinoma,Epithelial Neoplasm,True
da,d2_seq100,45,Drug-induced dermatomyositis secondary to ipilimumab therapy,,,s3_hit_s4_miss,1,True,True,False,46,5,Paraneoplastic dermatomyositis,s3_hit_s4_miss,1,True,True,False,16,5,Paraneoplastic dermatomyositis,1,supervisor_ok,True,True,,3,3,0,draft_miss,False,False,False,True,False,"[""Paraneoplastic Dermatomyositis"", ""Ipilimumab-Induced Dermatomyositis""]","[""Paraneoplastic Dermatomyositis"", ""Ipilimumab-Induced Dermatomyositis""]",1,gen_ok,True,True,4,12,final_ok,1,True,True,22,2,Dermatomyositis,Autoimmune Myopathy with Skin Involvement,True
da,d2_seq100,57,Eosinophilic annular erythema (EAE),,,s2_miss,0,False,False,False,49,5,Eosinophilic cellulitis,s2_miss,0,False,False,False,18,5,Pembrolizumab-induced rash,0,agents_hit_supervisor_drop,True,False,0,3,3,0,draft_miss,False,False,False,True,False,"[""Immune-mediated rash associated with pembrolizumab and ipilimumab"", ""Eosinophilic dermatitis""]","[""Immune-mediated rash associated with pembrolizumab and ipilimumab"", ""Eosinophilic dermatitis""]",0,rag_hit_gen_miss,True,False,4,12,tree_miss,0,False,False,43,4,,,False
da,d2_seq100,59,Anastrozole-associated uveitis with cystoid macular edema,,,s2_miss,1,False,False,False,47,5,Cystoid Macular Edema secondary to Intraocular Lens,s2_miss,0,False,False,False,18,5,Fuchs heterochromic iridocyclitis,1,supervisor_ok,True,True,0,3,3,1,diagnose_miss_but_scored_ok,False,False,False,True,False,"[""Cystoid Macular Edema (CME) related to intraocular lens or anastrozole therapy"", ""Uveitic Macular Edema""]","[""Cystoid Macular Edema (CME) related to intraocular lens or anastrozole therapy"", ""Uveitic Macular Edema""]",1,gen_ok,True,True,4,12,final_ok,1,True,True,32,2,Uveitis,Inflammatory Ocular Disease,True
da,d2_seq100,60,Ostium secundum atrial septal defect (OS-ASD),,,ok,1,True,True,True,42,5,Atrial septal defect,ok,1,True,True,True,16,5,Atrial Septal Defect,1,supervisor_ok,True,True,0,3,3,1,diagnose_ok,True,False,True,True,True,"[""Atrial Septal Defect (ASD)"", ""Ventricular Septal Defect (VSD)""]","[""Atrial Septal Defect (ASD)"", ""Ventricular Septal Defect (VSD)""]",1,gen_ok,False,True,4,12,final_ok,1,True,True,39,1,Atrial Septal Defect,Structural Heart Defect with Left-to-Right Shunt,True
da,d2_seq100,62,Type I cryoglobulinemia associated with multiple myeloma,,,ok,1,True,True,True,53,5,Multiple myeloma,ok,1,True,True,True,16,5,Multiple myeloma,1,supervisor_ok,True,True,0,3,3,1,diagnose_ok,True,False,True,True,True,"[""Cryoglobulinemia associated with multiple myeloma"", ""Multiple myeloma with secondary cryoglobulinemia""]","[""Cryoglobulinemia associated with multiple myeloma"", ""Multiple myeloma with secondary cryoglobulinemia""]",1,gen_ok,False,True,4,12,final_ok,1,True,True,23,3,Multiple myeloma,Vasculitic Disorder,False
da,d2_seq100,63,Synchysis scintillans with morning glory disc anomaly and chronic retinal detachment,base_win_recall,,s2_miss,0,False,False,False,48,5,Cystinosis,s2_miss,1,False,False,False,16,5,Morning glory syndrome,0,agents_hit_supervisor_drop,True,False,0,3,3,1,diagnose_ok,True,False,True,True,True,"[""Synchysis Scintillans"", ""Morning Glory Disc Anomaly with Chronic Retinal Detachment""]","[""Synchysis Scintillans"", ""Morning Glory Disc Anomaly with Chronic Retinal Detachment""]",1,rag_hit_gen_miss,True,False,4,12,tree_hit_final_drop,1,True,False,97,5,Retinal Detachment,Vitreoretinal Disorder,False
da,d2_seq100,67,Septic shock with anuric kidney failure,,aphhm_lose,s2_miss,1,False,False,False,52,5,Severe sepsis,s2_miss,1,False,False,False,17,5,Severe sepsis,1,supervisor_miss_but_scored_ok,False,False,,3,3,1,diagnose_miss_but_scored_ok,False,False,False,True,False,"[""Infection (sepsis)"", ""Cardiac issue (e.g., heart block)""]","[""Infection (sepsis)"", ""Cardiac issue (e.g., heart block)""]",0,rag_miss,False,False,4,12,tree_miss,0,False,False,34,5,,,False
da,d2_seq100,72,Three-vessel obstructive coronary artery disease,,aphhm_lose,s2_miss,1,False,True,True,47,5,Coronary artery disease,s2_miss,1,False,False,False,18,5,Stable Angina,1,supervisor_ok,True,True,0,3,3,1,diagnose_ok,True,False,True,True,True,"[""Coronary Artery Disease (CAD)"", ""Stable Angina""]","[""Coronary Artery Disease (CAD)"", ""Stable Angina""]",0,gen_hit_judge_miss,True,True,4,12,tree_hit_final_drop,0,True,False,72,2,Coronary Artery Disease,Non-Ischemic Cardiac Disorder,False
da,d2_seq100,74,Nonkeratinizing squamous cell carcinoma of the nasal mucosa with Schneiderian features,base_win_rank,,s3_hit_s4_miss,0,True,True,False,49,5,Hidradenocarcinoma,s3_hit_s4_miss,0,True,True,False,20,5,Hidradenoma papilliferum,1,supervisor_ok,True,True,0,3,3,1,diagnose_ok,True,False,True,True,True,"[""Squamous Cell Carcinoma"", ""Hidradenoma""]","[""Squamous Cell Carcinoma"", ""Hidradenoma""]",1,gen_ok,False,True,4,12,final_ok,1,True,True,31,4,Squamous Cell Carcinoma,Squamous Cell Neoplasm,True
da,d2_seq100,76,Low-grade chondrosarcoma of the mastoid with facial nerve involvement,,aphhm_lose,s3_hit_s4_miss,1,True,True,False,51,5,Facial nerve schwannoma,s3_hit_s4_miss,1,True,True,False,20,5,Facial nerve schwannoma,1,supervisor_ok,True,True,0,3,3,0,draft_miss,False,False,False,True,False,"[""Facial Nerve Schwannoma"", ""Malignant Peripheral Nerve Sheath Tumor (MPNST)""]","[""Facial Nerve Schwannoma"", ""Malignant Peripheral Nerve Sheath Tumor (MPNST)""]",1,rag_miss,False,False,4,12,tree_hit_final_drop,0,True,False,24,1,Chondrosarcoma,Benign Tumors of the Temporal Bone,False
da,d2_seq100,81,Disseminated Strongyloides stercoralis infection with ocular involvement (choroiditis),,aphhm_lose,s2_miss,0,False,False,False,56,5,Disseminated aspergillosis,s2_miss,1,False,False,False,18,5,Strongyloidiasis,0,agents_hit_supervisor_drop,True,False,1,3,3,0,draft_miss,False,False,False,True,False,"[""Disseminated Aspergillosis and Candidiasis"", ""Ocular Larva Migrans (Toxocariasis)""]","[""Disseminated Aspergillosis and Candidiasis"", ""Ocular Larva Migrans (Toxocariasis)""]",0,rag_miss,False,False,4,12,tree_miss,0,False,False,30,2,,,False
da,d2_seq100,83,Enhanced S-cone syndrome (ESCS),all_miss_but_recalled,,s2_hit_s3_drop,0,True,False,False,45,5,Retinitis pigmentosa,s2_hit_s3_drop,0,True,False,False,14,5,Rod-cone dystrophy,0,agents_miss,False,False,,3,3,0,draft_miss,False,False,False,True,False,"[""Retinitis Pigmentosa"", ""Choroideremia""]","[""Retinitis Pigmentosa"", ""Choroideremia""]",0,rag_miss,False,False,4,12,tree_miss,0,False,False,42,2,,,False
da,d2_seq100,87,Myopericarditis,,,ok,1,True,True,True,48,5,Myopericarditis,s3_hit_s4_miss,1,True,True,False,19,5,Myocarditis,1,supervisor_miss_but_scored_ok,False,False,,3,3,1,diagnose_ok,True,False,True,True,True,"[""Myopericarditis"", ""Pericarditis""]","[""Myopericarditis"", ""Pericarditis""]",1,gen_ok,True,True,4,12,final_ok,1,True,True,26,2,pericarditis,Cardiac Ischemic Conditions,True
da,d2_seq100,89,Accelerated atrioventricular junctional tachycardia with isorhythmic atrioventricular dissociation,,aphhm_lose,s2_miss,0,False,False,False,47,5,Paroxysmal Supraventricular Tachycardia,s2_miss,0,False,False,False,15,5,Paroxysmal Supraventricular Tachycardia,1,supervisor_miss_but_scored_ok,True,False,0,3,3,1,diagnose_miss_but_scored_ok,False,False,False,True,False,"[""Supraventricular Tachycardia (SVT)"", ""Paroxysmal Atrial Tachycardia""]","[""Supraventricular Tachycardia (SVT)"", ""Paroxysmal Atrial Tachycardia""]",0,rag_hit_gen_miss,True,False,4,12,tree_hit_final_drop,0,True,False,24,4,Atrioventricular Dissociation,Structural Heart Disease with Arrhythmia Potential,False
da,d2_seq100,90,Caruncular melanoma,,,s2_miss,1,False,False,False,49,5,Malignant melanoma of the caruncle,s2_miss,1,False,False,False,16,5,Malignant melanoma of the caruncle,1,supervisor_miss_but_scored_ok,True,False,0,3,3,1,diagnose_miss_but_scored_ok,False,False,False,True,False,"[""Amelanotic Melanoma"", ""Squamous Cell Carcinoma""]","[""Amelanotic Melanoma"", ""Squamous Cell Carcinoma""]",1,rag_hit_gen_miss,True,False,4,12,tree_hit_final_drop,1,True,False,20,1,Melanoma,Squamous Cell Carcinomas,False
da,d2_seq100,95,"Progressive Ataxia and Palatal Tremor (PAPT), sporadic type",,,s2_miss,1,False,False,False,51,5,Olivopontocerebellar atrophy,s2_miss,0,False,False,False,17,5,Multiple system atrophy,0,agents_hit_supervisor_drop,True,False,0,3,3,0,draft_miss,False,False,False,True,False,"[""Spinocerebellar Ataxia"", ""Palatal Myoclonus Syndrome""]","[""Spinocerebellar Ataxia"", ""Palatal Myoclonus Syndrome""]",0,rag_hit_gen_miss,True,False,4,12,tree_miss,1,False,False,28,4,,,False
da,d2_seq100,97,Anti-TIF-1γ juvenile dermatomyositis (JDM),,,ok,1,True,True,True,46,5,Juvenile dermatomyositis,ok,1,True,True,True,17,5,Dermatomyositis,1,supervisor_ok,True,True,0,3,3,1,diagnose_ok,True,False,True,True,True,"[""Dermatomyositis"", ""Systemic Lupus Erythematosus (SLE)""]","[""Dermatomyositis"", ""Systemic Lupus Erythematosus (SLE)""]",1,gen_ok,True,True,4,12,final_ok,1,True,True,19,1,Dermatomyositis,Autoimmune Connective Tissue Disorder,True
da,d2_seq100,99,Epidermolysis bullosa pruriginosa (EBP),,,ok,1,True,True,True,41,5,Epidermolysis Bullosa Pruriginosa,s2_miss,1,False,False,False,15,5,Dystrophic Epidermolysis Bullosa,1,supervisor_miss_but_scored_ok,True,False,0,3,3,1,diagnose_ok,True,False,True,True,True,"[""Dystrophic Epidermolysis Bullosa (DEB)"", ""Epidermolysis Bullosa""]","[""Dystrophic Epidermolysis Bullosa (DEB)"", ""Epidermolysis Bullosa""]",1,rag_hit_gen_miss,True,False,4,12,tree_miss,1,False,False,18,1,,,False
da,d2_seq100,100,Telangiectatic metastatic breast carcinoma (TMBC),,,s3_hit_s4_miss,0,True,True,False,43,5,Postradiation angiosarcoma,s2_miss,0,False,False,False,15,5,Postradiation angiosarcoma,1,supervisor_miss_but_scored_ok,True,False,0,3,3,1,diagnose_miss_but_scored_ok,False,False,False,True,False,"[""Carcinoma erysipeloides (cutaneous metastasis of breast cancer)"", ""Inflammatory breast cancer metastasis to the skin""]","[""Carcinoma erysipeloides (cutaneous metastasis of breast cancer)"", ""Inflammatory breast cancer metastasis to the skin""]",1,rag_miss,False,False,4,12,tree_miss,1,False,False,21,3,,,False
da,d2_seq100,102,Annular epidermolytic ichthyosis (AEI),,,s2_miss,1,False,False,False,47,5,Epidermolytic hyperkeratosis,s2_miss,1,False,False,False,16,5,Epidermolytic hyperkeratosis,0,agents_hit_supervisor_drop,True,False,0,3,3,1,diagnose_miss_but_scored_ok,False,False,False,True,False,"[""Epidermolytic Hyperkeratosis"", ""Keratoderma""]","[""Epidermolytic Hyperkeratosis"", ""Keratoderma""]",1,rag_miss,False,False,4,12,tree_miss,1,False,False,20,1,,,False
da,d2_seq100,103,Intra-atrial reentrant tachycardia (IART) with variable atrioventricular block,,,ok,1,True,True,True,42,5,Intra-atrial reentrant tachycardia,ok,1,True,True,True,16,5,Intra-atrial reentrant tachycardia,1,supervisor_ok,True,True,0,3,3,1,diagnose_miss_but_scored_ok,False,False,False,True,False,"[""Orthodromic Atrioventricular Reentrant Tachycardia (OAVRT)"", ""Supraventricular Tachycardia (SVT)""]","[""Orthodromic Atrioventricular Reentrant Tachycardia (OAVRT)"", ""Supraventricular Tachycardia (SVT)""]",1,gen_ok,True,True,4,12,tree_hit_final_drop,1,True,False,24,5,Intra-atrial Reentrant Tachycardia,Atrial Flutter,False
da,d2_seq100,107,Keloidal scleroderma,,,s2_miss,0,False,False,False,44,5,Eosinophilic fasciitis,s2_miss,0,False,False,False,15,5,Eosinophilic fasciitis,0,agents_hit_supervisor_drop,True,False,0,3,3,0,draft_miss,False,False,False,True,False,"[""Nodular Scleroderma"", ""Scleroderma-like Disorder""]","[""Nodular Scleroderma"", ""Scleroderma-like Disorder""]",0,rag_hit_gen_miss,True,False,4,12,tree_hit_final_drop,0,True,False,41,1,Scleroderma,Inflammatory Skin Disorder,False
da,d2_seq100,111,Inverse lichen planus,,,ok,1,True,True,True,40,5,Lichen planus,ok,1,True,True,True,16,5,Lichen planus,1,supervisor_ok,True,True,0,3,3,0,draft_miss,False,False,False,True,False,"[""Granuloma Annulare"", ""Mycosis Fungoides""]","[""Granuloma Annulare"", ""Mycosis Fungoides""]",0,rag_miss,False,False,4,12,tree_miss,1,False,False,21,3,,,False
da,d2_seq100,114,Reversible cerebral vasoconstriction syndrome (RCVS),all_miss_but_recalled,,s2_hit_s3_drop,0,True,False,False,44,5,Synthetic cannabinoid-induced acute cerebral vasculitis,s2_miss,0,False,False,False,17,5,Synthetic cannabinoid-induced seizures,0,agents_hit_supervisor_drop,True,False,1,3,3,0,draft_miss,False,False,False,True,False,"[""Cannabis-induced seizure"", ""Cerebral edema due to synthetic cannabis toxicity""]","[""Cannabis-induced seizure"", ""Cerebral edema due to synthetic cannabis toxicity""]",0,rag_miss,False,False,4,12,tree_miss,0,False,False,42,5,,,False
da,d2_seq100,117,Pyoderma with Staphylococcus simulans,,,s2_miss,1,False,False,False,52,5,Erysipeloid,s2_miss,1,False,False,False,19,5,Erysipeloid,1,supervisor_miss_but_scored_ok,True,False,1,3,3,1,diagnose_miss_but_scored_ok,False,False,False,True,False,"[""Erysipeloid"", ""Staphylococcal skin infection""]","[""Erysipeloid"", ""Staphylococcal skin infection""]",0,rag_miss,False,False,4,12,tree_miss,1,False,False,20,2,,,False
da,d2_seq100,118,Inflammation-induced ocular neuropathy associated with SARS-CoV-2–induced panuveitis,,,s2_miss,0,False,False,False,50,5,COVID-19,s2_miss,0,False,False,False,18,5,COVID-19,1,supervisor_miss_but_scored_ok,False,False,,3,3,1,diagnose_miss_but_scored_ok,False,False,False,True,False,"[""COVID-19 associated optic neuritis"", ""Post-infectious optic neuritis""]","[""COVID-19 associated optic neuritis"", ""Post-infectious optic neuritis""]",1,rag_miss,False,False,4,12,tree_hit_final_drop,1,True,False,19,1,uveitis,Immune-Mediated Ocular Inflammation,False
da,d2_seq100,119,Eruptive pruritic papular porokeratosis (EPPP),all_miss_but_recalled,aphhm_win,s2_hit_s3_drop,0,True,False,False,46,5,Grover disease,s2_miss,0,False,False,False,18,5,Grover disease,0,agents_miss,False,False,,3,3,0,draft_miss,False,False,False,True,False,"[""Grover's disease"", ""Dermatosis papulosa nigra""]","[""Grover's disease"", ""Dermatosis papulosa nigra""]",0,rag_miss,False,False,4,12,final_ok,1,True,True,33,5,Porokeratosis,Porokeratotic Disorders,True
da,d2_seq100,120,Myopic macular pit,,,s2_miss,1,False,False,False,48,5,Pathologic Myopia,s2_miss,1,False,False,False,15,5,Pathologic Myopia,0,agents_hit_supervisor_drop,True,False,0,3,3,1,diagnose_miss_but_scored_ok,False,False,False,True,False,"[""Pathological Myopia"", ""Scleral Ectasia""]","[""Pathological Myopia"", ""Scleral Ectasia""]",0,rag_miss,False,False,4,12,tree_miss,1,False,False,26,2,,,False
da,d2_seq100,122,Vagus-mediated paroxysmal atrioventricular block (VP-AVB),,,s2_miss,1,False,False,False,47,5,Sick Sinus Syndrome,s2_miss,0,False,False,False,18,5,Vasovagal Syncope,0,agents_hit_supervisor_drop,True,False,1,3,3,1,diagnose_miss_but_scored_ok,False,False,False,True,False,"[""Cardiac Conduction Disorder"", ""Transient Complete Atrioventricular Block""]","[""Cardiac Conduction Disorder"", ""Transient Complete Atrioventricular Block""]",0,rag_hit_gen_miss,True,False,4,12,tree_hit_final_drop,1,True,False,49,4,Atrioventricular Block,Other Causes of Syncope,False
da,d2_seq100,124,Primary invasive lobular breast carcinoma in heterotopic cutaneous breast tissue,,,s2_miss,0,False,False,False,47,5,Hidradenocarcinoma,s2_miss,0,False,False,False,16,5,Hidradenocarcinoma,0,agents_hit_supervisor_drop,True,False,0,3,3,0,draft_miss,False,False,False,True,False,"[""Cutaneous Metastasis"", ""Apocrine Gland Tumor""]","[""Cutaneous Metastasis"", ""Apocrine Gland Tumor""]",0,rag_miss,False,False,4,12,tree_miss,0,False,False,35,1,,,False
da,d2_seq100,125,Tumors of the follicular infundibulum (TFI),,,s2_miss,0,False,False,False,49,5,Nevus sebaceus,s2_miss,0,False,False,False,18,5,Idiopathic guttate hypomelanosis,0,agents_miss,False,False,,3,3,0,draft_miss,False,False,False,True,False,"[""Trichoepithelioma"", ""Basal Cell Carcinoma""]","[""Trichoepithelioma"", ""Basal Cell Carcinoma""]",0,rag_miss,False,False,4,12,tree_miss,0,False,False,21,2,,,False
