case_key,family,arm,eligible,success,gold_exposed,gold_top1,gold_hard_veto,champion_id,champion_label,negative_event_n,error
DA_d2_heldout100/383,DA,time_scope_soft_legal_order,True,True,False,False,False,D3,Embryonal rhabdomyosarcoma,6,
DA_d2_heldout100/383,DA,time_scope_soft_invalid_time,True,True,False,False,False,D3,Embryonal rhabdomyosarcoma,6,
DA_d2_heldout100/415,DA,atemporal_hard_veto,True,True,False,False,False,D8,Acute myocardial infarction,4,
DA_d2_heldout100/415,DA,time_scope_soft_veto,True,True,False,False,False,D8,Acute myocardial infarction,4,
DA_d2_heldout100/415,DA,time_scope_soft_legal_order,True,True,False,False,False,D8,Acute myocardial infarction,4,
DA_d2_heldout100/415,DA,time_scope_soft_invalid_time,False,False,False,False,False,,,4,invalid_time_not_identified
DA_d2_heldout100/423,DA,atemporal_hard_veto,True,True,False,False,False,D1,Lymphomatous meningitis,4,
DA_d2_heldout100/423,DA,time_scope_soft_veto,True,True,False,False,False,D8,Leptomeningeal lymphoma,4,
DA_d2_heldout100/423,DA,time_scope_soft_legal_order,True,True,False,False,False,D1,Lymphomatous meningitis,4,
DA_d2_heldout100/423,DA,time_scope_soft_invalid_time,True,True,False,False,False,D1,Lymphomatous meningitis,4,
DA_d2_heldout200b/457,DA,atemporal_hard_veto,False,False,False,False,False,,,5,construction_failed
DA_d2_heldout200b/457,DA,time_scope_soft_veto,False,False,False,False,False,,,5,construction_failed
DA_d2_heldout200b/457,DA,time_scope_soft_legal_order,False,False,False,False,False,,,5,construction_failed
DA_d2_heldout200b/457,DA,time_scope_soft_invalid_time,False,False,False,False,False,,,5,construction_failed
DA_d2_heldout200b/459,DA,atemporal_hard_veto,True,True,False,False,False,D7,Atrial Tachycardia with Cardiomyopathy,3,
DA_d2_heldout200b/459,DA,time_scope_soft_veto,True,True,False,False,False,D5,Tachycardia-induced cardiomyopathy,3,
DA_d2_heldout200b/459,DA,time_scope_soft_legal_order,True,True,False,False,False,D1,Heart Failure with Reduced Ejection Fraction,3,
DA_d2_heldout200b/459,DA,time_scope_soft_invalid_time,True,True,False,False,False,D5,Tachycardia-induced cardiomyopathy,3,
DA_d2_heldout200b/472,DA,atemporal_hard_veto,True,True,False,False,False,D9,Hypertrophic Cardiomyopathy,4,
DA_d2_heldout200b/472,DA,time_scope_soft_veto,True,True,False,False,False,D9,Hypertrophic Cardiomyopathy,4,
DA_d2_heldout200b/472,DA,time_scope_soft_legal_order,True,True,False,False,False,D9,Hypertrophic Cardiomyopathy,4,
DA_d2_heldout200b/472,DA,time_scope_soft_invalid_time,False,False,False,False,False,,,4,invalid_time_not_identified
DA_d2_heldout200b/473,DA,atemporal_hard_veto,True,True,False,False,False,D1,Common Cold,6,
DA_d2_heldout200b/473,DA,time_scope_soft_veto,True,True,False,False,False,D9,Adenovirus infection,6,
DA_d2_heldout200b/473,DA,time_scope_soft_legal_order,True,True,False,False,False,D8,Viral upper respiratory tract infection,6,
DA_d2_heldout200b/473,DA,time_scope_soft_invalid_time,True,True,False,False,False,D8,Viral upper respiratory tract infection,6,
DA_d2_heldout200b/478,DA,atemporal_hard_veto,False,False,False,False,False,,,6,construction_failed
DA_d2_heldout200b/478,DA,time_scope_soft_veto,False,False,False,False,False,,,6,construction_failed
DA_d2_heldout200b/478,DA,time_scope_soft_legal_order,False,False,False,False,False,,,6,construction_failed
DA_d2_heldout200b/478,DA,time_scope_soft_invalid_time,False,False,False,False,False,,,6,construction_failed
DA_d2_heldout200b/480,DA,atemporal_hard_veto,True,True,False,False,False,D1,High-Altitude Pulmonary Edema,6,
DA_d2_heldout200b/480,DA,time_scope_soft_veto,True,True,False,False,False,D1,High-Altitude Pulmonary Edema,6,
DA_d2_heldout200b/480,DA,time_scope_soft_legal_order,True,True,False,False,False,D1,High-Altitude Pulmonary Edema,6,
DA_d2_heldout200b/480,DA,time_scope_soft_invalid_time,True,True,False,False,False,D1,High-Altitude Pulmonary Edema,6,
DA_d2_heldout200b/485,DA,atemporal_hard_veto,True,True,False,False,False,D5,Necrotising Immune-Complex Glomerulonephritis,4,
DA_d2_heldout200b/485,DA,time_scope_soft_veto,True,True,False,False,False,D5,Necrotising Immune-Complex Glomerulonephritis,4,
DA_d2_heldout200b/485,DA,time_scope_soft_legal_order,True,True,False,False,False,D5,Necrotising Immune-Complex Glomerulonephritis,4,
DA_d2_heldout200b/485,DA,time_scope_soft_invalid_time,False,False,False,False,False,,,4,invalid_time_not_identified
DA_d2_heldout200b/486,DA,atemporal_hard_veto,True,True,True,False,True,D8,Lupus vulgaris,6,
DA_d2_heldout200b/486,DA,time_scope_soft_veto,True,True,True,False,False,D10,Lepromatous leprosy,6,
DA_d2_heldout200b/486,DA,time_scope_soft_legal_order,True,True,True,True,False,D9,Histoid leprosy,6,
DA_d2_heldout200b/486,DA,time_scope_soft_invalid_time,True,True,True,False,False,D10,Lepromatous leprosy,6,
DA_d2_heldout200b/490,DA,atemporal_hard_veto,True,True,True,False,False,D2,Inflammatory Bowel Disease,6,
DA_d2_heldout200b/490,DA,time_scope_soft_veto,True,True,True,False,False,D9,Ulcerative colitis,6,
DA_d2_heldout200b/490,DA,time_scope_soft_legal_order,True,True,True,False,False,D9,Ulcerative colitis,6,
DA_d2_heldout200b/490,DA,time_scope_soft_invalid_time,True,True,True,False,False,D9,Ulcerative colitis,6,
DA_d2_heldout200b/496,DA,atemporal_hard_veto,True,True,False,False,False,D2,Bacterial infection,4,
DA_d2_heldout200b/496,DA,time_scope_soft_veto,True,True,False,False,False,D2,Bacterial infection,4,
DA_d2_heldout200b/496,DA,time_scope_soft_legal_order,True,True,False,False,False,D2,Bacterial infection,4,
DA_d2_heldout200b/496,DA,time_scope_soft_invalid_time,True,True,False,False,False,D2,Bacterial infection,4,
DA_d2_heldout200b/497,DA,atemporal_hard_veto,True,True,False,False,False,D2,Cancer-associated thrombosis,5,
DA_d2_heldout200b/497,DA,time_scope_soft_veto,True,True,False,False,False,D2,Cancer-associated thrombosis,5,
DA_d2_heldout200b/497,DA,time_scope_soft_legal_order,True,True,False,False,False,D8,Embolic stroke,5,
DA_d2_heldout200b/497,DA,time_scope_soft_invalid_time,False,False,False,False,False,,,5,invalid_time_not_identified
DA_d2_heldout200b/498,DA,atemporal_hard_veto,True,True,False,False,False,D4,Germ cell tumor,6,
DA_d2_heldout200b/498,DA,time_scope_soft_veto,True,True,False,False,False,D4,Germ cell tumor,6,
DA_d2_heldout200b/498,DA,time_scope_soft_legal_order,True,True,False,False,False,D4,Germ cell tumor,6,
DA_d2_heldout200b/498,DA,time_scope_soft_invalid_time,False,False,False,False,False,,,6,invalid_time_not_identified
DA_d2_heldout200b/500,DA,atemporal_hard_veto,True,True,False,False,False,D9,Immune-Mediated Adverse Reaction,3,
DA_d2_heldout200b/500,DA,time_scope_soft_veto,True,True,False,False,False,D6,Lipodermatosclerosis,3,
DA_d2_heldout200b/500,DA,time_scope_soft_legal_order,True,True,False,False,False,D9,Immune-Mediated Adverse Reaction,3,
DA_d2_heldout200b/500,DA,time_scope_soft_invalid_time,True,True,False,False,False,D9,Immune-Mediated Adverse Reaction,3,
DA_d2_heldout200b/501,DA,atemporal_hard_veto,True,True,False,False,False,D7,Lymphoma with adrenal involvement,5,
DA_d2_heldout200b/501,DA,time_scope_soft_veto,True,True,False,False,False,D7,Lymphoma with adrenal involvement,5,
DA_d2_heldout200b/501,DA,time_scope_soft_legal_order,True,True,False,False,False,D9,Adrenal Cortical Carcinoma,5,
DA_d2_heldout200b/501,DA,time_scope_soft_invalid_time,True,True,False,False,False,D9,Adrenal Cortical Carcinoma,5,
DA_d2_heldout200b/507,DA,atemporal_hard_veto,True,True,False,False,False,D1,Secondary Hematologic Malignancy,6,
DA_d2_heldout200b/507,DA,time_scope_soft_veto,True,True,False,False,False,D2,Secondary acute myeloid leukemia,6,
DA_d2_heldout200b/507,DA,time_scope_soft_legal_order,True,True,False,False,False,D2,Secondary acute myeloid leukemia,6,
DA_d2_heldout200b/507,DA,time_scope_soft_invalid_time,True,True,False,False,False,D2,Secondary acute myeloid leukemia,6,
DA_d2_heldout200b/523,DA,atemporal_hard_veto,True,True,False,False,False,D5,Alcoholic hepatitis,4,
DA_d2_heldout200b/523,DA,time_scope_soft_veto,True,True,False,False,False,D3,Hepatitis C virus infection,4,
DA_d2_heldout200b/523,DA,time_scope_soft_legal_order,True,True,False,False,False,D3,Hepatitis C virus infection,4,
DA_d2_heldout200b/523,DA,time_scope_soft_invalid_time,True,True,False,False,False,D5,Alcoholic hepatitis,4,
DA_d2_heldout200b/530,DA,atemporal_hard_veto,True,True,False,False,False,D2,Sjögren's syndrome,6,
DA_d2_heldout200b/530,DA,time_scope_soft_veto,True,True,False,False,False,D4,Limited Systemic Sclerosis,6,
DA_d2_heldout200b/530,DA,time_scope_soft_legal_order,True,True,False,False,False,D2,Sjögren's syndrome,6,
DA_d2_heldout200b/530,DA,time_scope_soft_invalid_time,True,True,False,False,False,D4,Limited Systemic Sclerosis,6,
DA_d2_heldout200b/535,DA,atemporal_hard_veto,True,True,False,False,False,D1,Facial neuritis,6,
DA_d2_heldout200b/535,DA,time_scope_soft_veto,True,True,False,False,False,D1,Facial neuritis,6,
DA_d2_heldout200b/535,DA,time_scope_soft_legal_order,True,True,False,False,False,D1,Facial neuritis,6,
DA_d2_heldout200b/535,DA,time_scope_soft_invalid_time,True,True,False,False,False,D1,Facial neuritis,6,
DA_d2_heldout200b/536,DA,atemporal_hard_veto,True,True,False,False,False,D3,Subacute invasive aspergillosis,6,
DA_d2_heldout200b/536,DA,time_scope_soft_veto,True,True,False,False,False,D2,Chronic Pulmonary Aspergillosis,6,
DA_d2_heldout200b/536,DA,time_scope_soft_legal_order,True,True,False,False,False,D3,Subacute invasive aspergillosis,6,
DA_d2_heldout200b/536,DA,time_scope_soft_invalid_time,True,True,False,False,False,D9,Chronic necrotizing pulmonary aspergillosis,6,
DA_d2_heldout200b/540,DA,atemporal_hard_veto,True,True,False,False,False,D6,Diabetic Ketoacidosis,6,
DA_d2_heldout200b/540,DA,time_scope_soft_veto,True,True,False,False,False,D6,Diabetic Ketoacidosis,6,
DA_d2_heldout200b/540,DA,time_scope_soft_legal_order,True,True,False,False,False,D6,Diabetic Ketoacidosis,6,
DA_d2_heldout200b/540,DA,time_scope_soft_invalid_time,True,True,False,False,False,D6,Diabetic Ketoacidosis,6,
DA_d2_heldout200b/548,DA,atemporal_hard_veto,True,True,False,False,False,D9,Rhabdomyolysis,4,
DA_d2_heldout200b/548,DA,time_scope_soft_veto,True,True,False,False,False,D9,Rhabdomyolysis,4,
DA_d2_heldout200b/548,DA,time_scope_soft_legal_order,True,True,False,False,False,D9,Rhabdomyolysis,4,
DA_d2_heldout200b/548,DA,time_scope_soft_invalid_time,False,False,False,False,False,,,4,invalid_time_not_identified
DA_d2_heldout200b/559,DA,atemporal_hard_veto,True,True,False,False,False,D7,Calciphylaxis,3,
DA_d2_heldout200b/559,DA,time_scope_soft_veto,True,True,False,False,False,D7,Calciphylaxis,3,
DA_d2_heldout200b/559,DA,time_scope_soft_legal_order,True,True,False,False,False,D7,Calciphylaxis,3,
DA_d2_heldout200b/559,DA,time_scope_soft_invalid_time,True,True,False,False,False,D7,Calciphylaxis,3,
DA_d2_heldout200b/563,DA,atemporal_hard_veto,True,True,False,False,False,D8,Food poisoning,3,
DA_d2_heldout200b/563,DA,time_scope_soft_veto,True,True,False,False,False,D2,Vibrio vulnificus infection,3,
DA_d2_heldout200b/563,DA,time_scope_soft_legal_order,True,True,False,False,False,D7,Sepsis due to gram-negative bacilli,3,
DA_d2_heldout200b/563,DA,time_scope_soft_invalid_time,False,False,False,False,False,,,3,invalid_time_not_identified
DA_d2_heldout200b/574,DA,atemporal_hard_veto,True,True,False,False,False,D6,Renovascular hypertension,6,
DA_d2_heldout200b/574,DA,time_scope_soft_veto,True,True,False,False,False,D9,Atherosclerotic renal artery stenosis,6,
DA_d2_heldout200b/574,DA,time_scope_soft_legal_order,True,True,False,False,False,D9,Atherosclerotic renal artery stenosis,6,
DA_d2_heldout200b/574,DA,time_scope_soft_invalid_time,False,False,False,False,False,,,6,invalid_time_not_identified
DA_d2_heldout200b/575,DA,atemporal_hard_veto,False,False,False,False,False,,,0,construction_failed
DA_d2_heldout200b/575,DA,time_scope_soft_veto,False,False,False,False,False,,,0,construction_failed
DA_d2_heldout200b/575,DA,time_scope_soft_legal_order,False,False,False,False,False,,,0,construction_failed
DA_d2_heldout200b/575,DA,time_scope_soft_invalid_time,False,False,False,False,False,,,0,construction_failed
DA_d2_heldout200b/577,DA,atemporal_hard_veto,True,True,False,False,False,D5,Hyperviscosity Syndrome,6,
DA_d2_heldout200b/577,DA,time_scope_soft_veto,True,True,False,False,False,D3,Rheumatoid Arthritis,6,
DA_d2_heldout200b/577,DA,time_scope_soft_legal_order,True,True,False,False,False,D5,Hyperviscosity Syndrome,6,
DA_d2_heldout200b/577,DA,time_scope_soft_invalid_time,False,False,False,False,False,,,6,invalid_time_not_identified
DA_d2_heldout200b/578,DA,atemporal_hard_veto,False,False,False,False,False,,,5,construction_failed
DA_d2_heldout200b/578,DA,time_scope_soft_veto,False,False,False,False,False,,,5,construction_failed
DA_d2_heldout200b/578,DA,time_scope_soft_legal_order,False,False,False,False,False,,,5,construction_failed
DA_d2_heldout200b/578,DA,time_scope_soft_invalid_time,False,False,False,False,False,,,5,construction_failed
DA_d2_heldout200b/579,DA,atemporal_hard_veto,True,True,False,False,False,D7,Otogenic brain abscess,6,
DA_d2_heldout200b/579,DA,time_scope_soft_veto,True,True,False,False,False,D7,Otogenic brain abscess,6,
DA_d2_heldout200b/579,DA,time_scope_soft_legal_order,True,True,False,False,False,D7,Otogenic brain abscess,6,
DA_d2_heldout200b/579,DA,time_scope_soft_invalid_time,True,True,False,False,False,D7,Otogenic brain abscess,6,
DA_d2_heldout200b/582,DA,atemporal_hard_veto,True,True,False,False,False,D8,Pancreatic ductal adenocarcinoma with paraneoplastic necrotizing myopathy,4,
DA_d2_heldout200b/582,DA,time_scope_soft_veto,True,True,False,False,False,D8,Pancreatic ductal adenocarcinoma with paraneoplastic necrotizing myopathy,4,
DA_d2_heldout200b/582,DA,time_scope_soft_legal_order,True,True,False,False,False,D4,Cholangiocarcinoma,4,
DA_d2_heldout200b/582,DA,time_scope_soft_invalid_time,True,True,False,False,False,D8,Pancreatic ductal adenocarcinoma with paraneoplastic necrotizing myopathy,4,
DA_d2_heldout200b/584,DA,atemporal_hard_veto,True,True,False,False,False,D7,Hypersplenism,6,
DA_d2_heldout200b/584,DA,time_scope_soft_veto,True,True,False,False,False,D7,Hypersplenism,6,
DA_d2_heldout200b/584,DA,time_scope_soft_legal_order,True,True,False,False,False,D7,Hypersplenism,6,
DA_d2_heldout200b/584,DA,time_scope_soft_invalid_time,False,False,False,False,False,,,6,invalid_time_not_identified
DA_d2_heldout200b/587,DA,atemporal_hard_veto,True,True,False,False,False,D4,Drug-induced pneumonitis,6,
DA_d2_heldout200b/587,DA,time_scope_soft_veto,True,True,False,False,False,D4,Drug-induced pneumonitis,6,
DA_d2_heldout200b/587,DA,time_scope_soft_legal_order,True,True,False,False,False,D4,Drug-induced pneumonitis,6,
DA_d2_heldout200b/587,DA,time_scope_soft_invalid_time,False,False,False,False,False,,,6,invalid_time_not_identified
DA_d2_heldout200b/596,DA,atemporal_hard_veto,True,True,False,False,False,D8,Lymphoma,5,
DA_d2_heldout200b/596,DA,time_scope_soft_veto,True,True,False,False,False,D5,Sarcoidosis,5,
DA_d2_heldout200b/596,DA,time_scope_soft_legal_order,True,True,False,False,False,D5,Sarcoidosis,5,
DA_d2_heldout200b/596,DA,time_scope_soft_invalid_time,True,True,False,False,False,D5,Sarcoidosis,5,
DA_d2_heldout200b/602,DA,atemporal_hard_veto,False,False,False,False,False,,,0,construction_failed
DA_d2_heldout200b/602,DA,time_scope_soft_veto,False,False,False,False,False,,,0,construction_failed
DA_d2_heldout200b/602,DA,time_scope_soft_legal_order,False,False,False,False,False,,,0,construction_failed
DA_d2_heldout200b/602,DA,time_scope_soft_invalid_time,False,False,False,False,False,,,0,construction_failed
DA_d2_heldout200b/603,DA,atemporal_hard_veto,False,False,False,False,False,,,0,construction_failed
DA_d2_heldout200b/603,DA,time_scope_soft_veto,False,False,False,False,False,,,0,construction_failed
DA_d2_heldout200b/603,DA,time_scope_soft_legal_order,False,False,False,False,False,,,0,construction_failed
DA_d2_heldout200b/603,DA,time_scope_soft_invalid_time,False,False,False,False,False,,,0,construction_failed
DA_d2_heldout200b/613,DA,atemporal_hard_veto,True,True,False,False,False,D2,Diverticulitis,2,
DA_d2_heldout200b/613,DA,time_scope_soft_veto,True,True,False,False,False,D2,Diverticulitis,2,
DA_d2_heldout200b/613,DA,time_scope_soft_legal_order,True,True,False,False,False,D2,Diverticulitis,2,
DA_d2_heldout200b/613,DA,time_scope_soft_invalid_time,True,True,False,False,False,D2,Diverticulitis,2,
DA_d2_heldout200b/619,DA,atemporal_hard_veto,True,True,False,False,False,D10,Vaccine-Induced Myocarditis,5,
DA_d2_heldout200b/619,DA,time_scope_soft_veto,True,True,False,False,False,D5,Microscopic polyangiitis,5,
DA_d2_heldout200b/619,DA,time_scope_soft_legal_order,True,True,False,False,False,D5,Microscopic polyangiitis,5,
DA_d2_heldout200b/619,DA,time_scope_soft_invalid_time,False,False,False,False,False,,,5,invalid_time_not_identified
DA_d2_heldout200b/630,DA,atemporal_hard_veto,True,True,False,False,False,D2,Disseminated fungal infection,6,
DA_d2_heldout200b/630,DA,time_scope_soft_veto,True,True,False,False,False,D6,Blastomycosis,6,
DA_d2_heldout200b/630,DA,time_scope_soft_legal_order,True,True,False,False,False,D6,Blastomycosis,6,
DA_d2_heldout200b/630,DA,time_scope_soft_invalid_time,True,True,False,False,False,D6,Blastomycosis,6,
DA_d2_heldout200b/636,DA,atemporal_hard_veto,True,True,False,False,False,D5,Lactational mastitis,6,
DA_d2_heldout200b/636,DA,time_scope_soft_veto,True,True,False,False,False,D5,Lactational mastitis,6,
DA_d2_heldout200b/636,DA,time_scope_soft_legal_order,True,True,False,False,False,D5,Lactational mastitis,6,
DA_d2_heldout200b/636,DA,time_scope_soft_invalid_time,False,False,False,False,False,,,6,invalid_time_not_identified
DA_d2_heldout200b/645,DA,atemporal_hard_veto,True,True,False,False,False,D2,Abdominal epilepsy,6,
DA_d2_heldout200b/645,DA,time_scope_soft_veto,True,True,False,False,False,D2,Abdominal epilepsy,6,
DA_d2_heldout200b/645,DA,time_scope_soft_legal_order,True,True,False,False,False,D2,Abdominal epilepsy,6,
DA_d2_heldout200b/645,DA,time_scope_soft_invalid_time,True,True,False,False,False,D2,Abdominal epilepsy,6,
DA_d2_heldout200b/646,DA,atemporal_hard_veto,True,True,False,False,False,D5,Chronic radiation-induced rectal ulcer,5,
DA_d2_heldout200b/646,DA,time_scope_soft_veto,True,True,False,False,False,D5,Chronic radiation-induced rectal ulcer,5,
DA_d2_heldout200b/646,DA,time_scope_soft_legal_order,True,True,False,False,False,D5,Chronic radiation-induced rectal ulcer,5,
DA_d2_heldout200b/646,DA,time_scope_soft_invalid_time,True,True,False,False,False,D5,Chronic radiation-induced rectal ulcer,5,
