case_id	opt@1	opt@2	gold_letter	gold_option_rank	gold_option	joint_top1	joint_top2
45	1	1	A	1	Drug-induced dermatomyositis secondary to ipilimumab therapy	Dermatomyositis	Necrotizing Autoimmune Myopathy
5	0	0	D	1	Left maxillary giant cell reparative granuloma (GCRG)	Juvenile Nasopharyngeal Angiofibroma	Ewing's Sarcoma of the Sinonasal Tract
57	0	0	A	2	Eosinophilic annular erythema (EAE)	Eosinophilic cellulitis	Eosinophilic fasciitis
59	1	1	B	1	Anastrozole-associated uveitis with cystoid macular edema	uveitis	Fuchs Heterochromic Iridocyclitis
60	1	1	D	1	Ostium secundum atrial septal defect (OS-ASD)	Atrial Septal Defect	
62	1	1	D	1	Type I cryoglobulinemia associated with multiple myeloma	Cryoglobulinemic vasculitis	Cryoglobulinemia
63	1	1	D	1	Synchysis scintillans with morning glory disc anomaly and chronic retinal detachment	Bietti Crystalline Dystrophy	Morning Glory Syndrome
67	0	0	B	2	Septic shock with anuric kidney failure	Cardiac Tamponade	Pneumonia
7	1	1	B	1	Segmental stiff skin syndrome (SSS)	Linear Scleroderma	Morphea
72	0	1	A	2	Three-vessel obstructive coronary artery disease	Acute Coronary Syndrome	Stable Angina
74	1	1	D	1	Nonkeratinizing squamous cell carcinoma of the nasal mucosa with Schneiderian features	Squamous Cell Carcinoma	Hidradenocarcinoma
76	0	0	C	1	Low-grade chondrosarcoma of the mastoid with facial nerve involvement	Facial Nerve Schwannoma	
81	0	0	C	1	Disseminated Strongyloides stercoralis infection with ocular involvement (choroiditis)	Disseminated aspergillosis	Toxocariasis
83	0	0	C	2	Enhanced S-cone syndrome (ESCS)	Retinitis Pigmentosa	Choroideremia
87	1	1	B	1	Myopericarditis	myopericarditis	Myocarditis
89	0	1	D	2	Accelerated atrioventricular junctional tachycardia with isorhythmic atrioventricular dissociation	Paroxysmal Supraventricular Tachycardia	Paroxysmal Supraventricular Tachycardia
90	1	1	B	1	Caruncular melanoma	Malignant Melanoma of the Conjunctiva	
95	1	1	B	1	Progressive Ataxia and Palatal Tremor (PAPT), sporadic type	Essential Rhythmic Palatal Myoclonus	Multiple System Atrophy
97	1	1	A	1	Anti-TIF-1γ juvenile dermatomyositis (JDM)	Juvenile Dermatomyositis	
99	1	1	C	1	Epidermolysis bullosa pruriginosa (EBP)	Dystrophic Epidermolysis Bullosa	
