case_id	opt@1	opt@2	gold_letter	gold_option_rank	gold_option	joint_top1	joint_top2
423	1	1	B	1	Leptomeningeal lymphoplasmacytic lymphoma (LPL)	Lymphomatous meningitis	κ light chain–restricted B-cell Lymphoma
424	0	0	D	2	Hyperkeratosis lenticularis perstans (HLP), unilateral presentation	Necrolytic Migratory Erythema	psoriasis
425	1	1	D	1	Chronic lymphocytic leukemia (CLL)-associated warm autoimmune hemolytic anemia	Autoimmune Hemolytic Anemia	
428	0	0	D	1	Alcohol-induced Prinzmetal variant angina	Alcoholic Cardiomyopathy	
429	1	1	A	1	Secukinumab-induced dermatomyositis exacerbation	Juvenile Dermatomyositis	Psoriasis
431	1	1	A	1	Stage IIIC (T4aN3) melanoma with satellite metastases	Melanoma	
432	0	0	D	2	Bullous lichen planus of the nails	Hepatitis C-associated Lichen Planus	psoriasis
434	1	1	A	1	Dermatophyte infection due to Trichophyton interdigitale	Dermatophytosis	Dermatophytid
437	1	1	D	1	Masquerading bundle-branch block (MBBB) with progression to advanced atrioventricular block	Prosthetic Valve Thrombosis	High-Grade Atrioventricular Block
439	1	1	D	1	Lightning-induced retinopathy with delayed-onset cystoid macular abnormalities	Traumatic Macular Edema	Traumatic Maculopathy
440	1	1	B	1	Pregnancy at 24 weeks gestation	intrauterine pregnancy	Hyperthyroidism
449	1	1	B	1	Acute non–ST-segment elevation myocardial infarction (NSTEMI) with Aslanger pattern	Acute Myocardial Infarction	
451	1	1	D	1	Congenital cholesteatoma with fistula formation in the setting of otomandibular syndrome	Petrous Apicitis	Necrotizing Otomastoiditis
452	0	0	A	2	Antiplakin dermatosis	Paraneoplastic Pemphigus	
