case_id	opt@1	opt@2	gold_letter	gold_option_rank	gold_option	joint_top1	joint_top2
32	0	1	E	2	epididymal cyst	hydrocele	Epididymal Cyst
33	0	0	C	2	bacterial enteritis	Staphylococcus aureus Food Poisoning	
34	1	1	A	1	basal cell carcinoma	Keratoacanthoma	
35	1	1	A	1	pneumonia	Community-Acquired Pneumonia	
36	1	1	D	1	McCune-Albright Syndrome	McCune-Albright Syndrome	
37	1	1	C	1	a wide variety of infections	Hepatic Encephalopathy	
38	1	1	E	1	epidural-induced hypotension	epidural-induced hypotension	
39	1	1	B	1	Essential tremor	Essential Tremor	Cerebellar Stroke
4	1	1	F	1	Duodenal atresia	Malrotation with midgut volvulus	Intestinal atresia
41	1	1	B	1	congenital myasthenia gravis	Spinal Muscular Atrophy	
42	1	1	B	1	thyroid cancer	Papillary Thyroid Carcinoma	Differentiated thyroid cancer
43	1	1	A	1	pneumonia	Coccidioidomycosis	
44	1	1	D	1	viral hepatitis	Viral hepatitis	
45	1	1	C	1	bronchiectasis	Chronic Obstructive Pulmonary Disease (COPD)	Emphysema
46	1	1	E	1	Celiac disease	Dermatitis herpetiformis	
47	0	1	G	2	Entamoeba histolytica	Enterotoxigenic Escherichia coli	Campylobacteriosis
5	1	1	A	1	peripheral artery disease (PAD)	peripheral artery disease (PAD)	Diabetic Neuropathy
50	1	1	D	1	molar pregnancy	Spontaneous Abortion	
51	0	1	B	2	fungal infections	sarcoidosis	coccidioidomycosis
52	1	1	B	1	Hashimoto's thyroiditis	Subacute Thyroiditis	
53	1	1	A	1	acute arterial occlusion	Acute Arterial Occlusion	Thromboembolism
54	0	0	A	2	fracture	Hair Tourniquet Syndrome	
55	1	1	D	1	Cushing's syndrome	Autoimmune Subacute Encephalitis	Hypernatremic Dehydration
56	1	1	B	1	vascular dementia	Vascular dementia	Stroke
57	1	1	A	1	small bowel obstruction	Small Bowel Obstruction	
59	0	0	D	2	other medications used for mood disorders	Tricyclic antidepressant overdose	
6	1	1	E	1	Cushing's syndrome	Primary aldosteronism	
60	1	1	C	1	tension headache	Temporomandibular joint disorder (TMJD)	
61	1	1	A	1	atelectasis	atelectasis	
62	1	1	E	1	renal or bladder tumors	Transitional Cell Carcinoma	IgA Nephropathy
63	1	1	E	1	systemic infection	Plague	
64	1	1	E	1	syphilis	molluscum contagiosum	
65	1	1	A	1	pneumonia	pneumonia	
66	1	1	C	1	ruptured ovarian cyst	Ectopic Pregnancy	
67	0	1	D	2	bronchopleural fistula	Recurrent Pneumothorax	Bronchopleural fistula
68	1	1	E	1	gastroesophageal reflux disease (GERD)	Peptic Ulcer Disease	
69	0	1	A	2	pregnancy	Pseudocyesis	Urinary Tract Infection
7	1	1	B	1	acute dystonic reaction	Tardive Dyskinesia	
70	0	1	A	2	melanoma	Dermatofibroma	melanoma
72	1	1	E	1	mitral stenosis	atrial myxoma	
73	1	1	C	1	pancreatitis	Perforated Peptic Ulcer	
74	1	1	B	1	anxiety disorder	anxiety disorder	primary insomnia
75	1	1	B	1	contact dermatitis	tinea cruris	
76	1	1	D	1	hereditary angioedema	Hereditary Angioedema	
77	1	1	B	1	ankylosing spondylitis	Ankylosing Spondylitis	Uveitis
79	1	1	A	1	ichthyosis	Ichthyosis Vulgaris	Lamellar Ichthyosis
8	1	1	A	1	hemolytic uremic syndrome (HUS)	Hemolytic Uremic Syndrome (HUS)	Thrombotic Thrombocytopenic Purpura (TTP)
80	1	1	E	1	cervical polyp	placental abruption	cervicitis
81	1	1	C	1	choledocholithiasis	choledocholithiasis	
82	0	0	B	2	bladder or kidney injury	Cyclophosphamide-induced hemorrhagic cystitis	Hodgkin lymphoma
84	1	1	B	1	Androgen Insensitivity Syndrome (AIS)	Swyer syndrome	Mullerian agenesis
85	1	1	B	1	Waldenstrom's macroglobulinemia	Waldenstrom's macroglobulinemia	
86	0	1	B	2	amniotic fluid embolism	hemorrhagic shock	Postpartum Hemorrhage
87	1	1	A	1	hyperplastic polyp	tubular adenoma	
88	1	1	A	1	food poisoning	Food Poisoning	
89	1	1	E	1	fungal infection ( , Histoplasmosis, Coccidioidomycosis)	Histoplasmosis	
9	1	1	A	1	hyperthyroidism	Neonatal Graves' Disease	Thyroid Storm
91	1	1	B	1	neuroleptic malignant syndrome (NMS)	neuroleptic malignant syndrome (NMS)	
92	1	1	D	1	ischemic colitis	Ulcerative Colitis	
94	1	1	C	1	schizoaffective disorder	Schizophrenia	
95	1	1	B	1	Plummer-Vinson syndrome	Plummer-Vinson syndrome	
96	1	1	E	1	Chronic Granulomatous Disease (CGD)	Severe Combined Immunodeficiency (SCID)	Wiskott-Aldrich Syndrome
97	1	1	D	1	hemolytic uremic syndrome (HUS)	Hemolytic Uremic Syndrome (HUS)	
98	0	1	B	2	drug-induced hemolysis	Diabetic Nephropathy	Sickle cell disease
99	1	1	A	1	alcoholism	Alcoholic Cerebellar Degeneration	
