case_key,slice_id,family,source_id,arm,success,gold_exposure_hit,gold_top1,candidate_n,champion_label,runner_up_label,margin,pool_sha256,cache_hit,error
DA_d2_heldout100/257,DA_d2_heldout100,DA,257,pairwise_tournament,True,False,False,10,HTRA1-related hereditary cerebral small vessel disease,CARASIL syndrome,high,a01413ed63b7df88fe6703e9e14b4663d216616b98183488ce8d5c2d81fe317b,False,
DA_d2_heldout100/259,DA_d2_heldout100,DA,259,evidence_count_control,True,False,False,10,Chronic obstructive pulmonary disease (COPD) exacerbation,Chronic obstructive pulmonary disease exacerbation,low,13681bb6e97bf8793b91f4ec539fc5529deeb7ba85af682b8b938f25d7eba399,False,
DA_d2_heldout100/259,DA_d2_heldout100,DA,259,e7_contrast,True,False,False,10,Pulmonary embolism,Chronic obstructive pulmonary disease exacerbation,high,13681bb6e97bf8793b91f4ec539fc5529deeb7ba85af682b8b938f25d7eba399,True,
DA_d2_heldout100/259,DA_d2_heldout100,DA,259,forest_evidence_integrator,True,False,False,10,Pulmonary embolism,Chronic obstructive pulmonary disease (COPD) exacerbation,high,13681bb6e97bf8793b91f4ec539fc5529deeb7ba85af682b8b938f25d7eba399,False,
DA_d2_heldout100/259,DA_d2_heldout100,DA,259,collapse_obligation_ledger,True,False,False,10,Pulmonary embolism,Right ventricular hypertrophy,high,13681bb6e97bf8793b91f4ec539fc5529deeb7ba85af682b8b938f25d7eba399,False,
DA_d2_heldout100/259,DA_d2_heldout100,DA,259,pairwise_tournament,True,False,False,10,Pulmonary embolism,Hyperkalemia,high,13681bb6e97bf8793b91f4ec539fc5529deeb7ba85af682b8b938f25d7eba399,False,
DA_d2_heldout100/261,DA_d2_heldout100,DA,261,evidence_count_control,True,False,False,10,Malakoplakia,Calcinosis cutis,low,df497fa84bf0628b7f2a8d1ce6809736957e083e9b307986f1f767fdf2b6e560,False,
DA_d2_heldout100/261,DA_d2_heldout100,DA,261,e7_contrast,True,False,False,10,Malacoplakia,Calcinosis cutis,high,df497fa84bf0628b7f2a8d1ce6809736957e083e9b307986f1f767fdf2b6e560,True,
DA_d2_heldout100/261,DA_d2_heldout100,DA,261,forest_evidence_integrator,True,False,False,10,Malacoplakia,,high,df497fa84bf0628b7f2a8d1ce6809736957e083e9b307986f1f767fdf2b6e560,False,
DA_d2_heldout100/261,DA_d2_heldout100,DA,261,collapse_obligation_ledger,True,False,False,10,Malakoplakia,Malacoplakia,high,df497fa84bf0628b7f2a8d1ce6809736957e083e9b307986f1f767fdf2b6e560,False,
DA_d2_heldout100/261,DA_d2_heldout100,DA,261,pairwise_tournament,True,False,False,10,Malakoplakia,,high,df497fa84bf0628b7f2a8d1ce6809736957e083e9b307986f1f767fdf2b6e560,False,
DA_d2_heldout100/268,DA_d2_heldout100,DA,268,evidence_count_control,True,False,False,10,Thalamic hemorrhage,Stroke,low,a430e4430deb1f13eda16ab4d2c17f465561c037f4562ed09ba341253a92ca54,False,
DA_d2_heldout100/268,DA_d2_heldout100,DA,268,e7_contrast,True,False,False,10,Thalamic hemorrhage,Hypertensive Intracerebral Hemorrhage,high,a430e4430deb1f13eda16ab4d2c17f465561c037f4562ed09ba341253a92ca54,True,
DA_d2_heldout100/268,DA_d2_heldout100,DA,268,forest_evidence_integrator,True,False,False,10,Thalamic hemorrhage,Intracerebral hemorrhage,high,a430e4430deb1f13eda16ab4d2c17f465561c037f4562ed09ba341253a92ca54,False,
DA_d2_heldout100/268,DA_d2_heldout100,DA,268,collapse_obligation_ledger,True,False,False,10,Thalamic hemorrhage,Hypertensive Intracerebral Hemorrhage,high,a430e4430deb1f13eda16ab4d2c17f465561c037f4562ed09ba341253a92ca54,False,
DA_d2_heldout100/268,DA_d2_heldout100,DA,268,pairwise_tournament,True,False,False,10,Hypertensive Intracerebral Hemorrhage,Thalamic hemorrhage,high,a430e4430deb1f13eda16ab4d2c17f465561c037f4562ed09ba341253a92ca54,False,
DA_d2_heldout100/270,DA_d2_heldout100,DA,270,evidence_count_control,True,False,False,10,Infective endocarditis,Tachyarrhythmia,low,ba587eef11fb65ecd138199d7d539b9566f161604b05a216e353c403c690f6ad,False,
DA_d2_heldout100/270,DA_d2_heldout100,DA,270,e7_contrast,True,False,False,10,Pacemaker-mediated tachycardia,Tachyarrhythmia,high,ba587eef11fb65ecd138199d7d539b9566f161604b05a216e353c403c690f6ad,True,
DA_d2_heldout100/270,DA_d2_heldout100,DA,270,forest_evidence_integrator,True,False,False,10,Pacemaker-mediated tachycardia,Tachyarrhythmia,high,ba587eef11fb65ecd138199d7d539b9566f161604b05a216e353c403c690f6ad,False,
DA_d2_heldout100/270,DA_d2_heldout100,DA,270,collapse_obligation_ledger,True,False,False,10,Pacemaker-mediated tachycardia,Tachyarrhythmia,high,ba587eef11fb65ecd138199d7d539b9566f161604b05a216e353c403c690f6ad,False,
DA_d2_heldout100/270,DA_d2_heldout100,DA,270,pairwise_tournament,True,False,False,10,Pacemaker-mediated tachycardia,Tachyarrhythmia,high,ba587eef11fb65ecd138199d7d539b9566f161604b05a216e353c403c690f6ad,False,
DA_d2_heldout100/273,DA_d2_heldout100,DA,273,evidence_count_control,True,False,False,7,Allergic Contact Dermatitis,Atopic Dermatitis,low,04d84fc9db2f1c835e72df3d3faa1c3fefe97fea8f7bb740cc3c2d07e152c04f,False,
DA_d2_heldout100/273,DA_d2_heldout100,DA,273,e7_contrast,True,False,False,7,Allergic Contact Dermatitis,Atopic Dermatitis,high,04d84fc9db2f1c835e72df3d3faa1c3fefe97fea8f7bb740cc3c2d07e152c04f,True,
DA_d2_heldout100/273,DA_d2_heldout100,DA,273,forest_evidence_integrator,True,False,False,7,Atopic Dermatitis,Allergic Contact Dermatitis,high,04d84fc9db2f1c835e72df3d3faa1c3fefe97fea8f7bb740cc3c2d07e152c04f,False,
DA_d2_heldout100/273,DA_d2_heldout100,DA,273,collapse_obligation_ledger,True,False,False,7,Allergic Contact Dermatitis,Atopic Dermatitis,high,04d84fc9db2f1c835e72df3d3faa1c3fefe97fea8f7bb740cc3c2d07e152c04f,False,
DA_d2_heldout100/273,DA_d2_heldout100,DA,273,pairwise_tournament,True,False,False,7,Allergic Contact Dermatitis,Atopic Dermatitis,high,04d84fc9db2f1c835e72df3d3faa1c3fefe97fea8f7bb740cc3c2d07e152c04f,False,
DA_d2_heldout100/276,DA_d2_heldout100,DA,276,evidence_count_control,True,False,False,10,Inflammatory Breast Cancer,Cutaneous Metastasis,low,ecdc8ec53abc9d2c2c86c2f86d43c2bedb68a949bb58a684d980a1c769ce3671,False,
DA_d2_heldout100/276,DA_d2_heldout100,DA,276,e7_contrast,True,False,False,10,Carcinoma Erysipelatoides,Cutaneous Metastasis,high,ecdc8ec53abc9d2c2c86c2f86d43c2bedb68a949bb58a684d980a1c769ce3671,True,
DA_d2_heldout100/276,DA_d2_heldout100,DA,276,forest_evidence_integrator,True,False,False,10,Carcinomatous lymphangitis,Inflammatory Breast Cancer,high,ecdc8ec53abc9d2c2c86c2f86d43c2bedb68a949bb58a684d980a1c769ce3671,False,
DA_d2_heldout100/276,DA_d2_heldout100,DA,276,collapse_obligation_ledger,True,False,False,10,Breast cancer with cutaneous lymphatic invasion,Breast Cancer Recurrence,high,ecdc8ec53abc9d2c2c86c2f86d43c2bedb68a949bb58a684d980a1c769ce3671,False,
DA_d2_heldout100/276,DA_d2_heldout100,DA,276,pairwise_tournament,True,False,False,10,Carcinoma Erysipelatoides,Lymphangitic carcinoma,high,ecdc8ec53abc9d2c2c86c2f86d43c2bedb68a949bb58a684d980a1c769ce3671,False,
DA_d2_heldout100/281,DA_d2_heldout100,DA,281,evidence_count_control,True,False,False,9,Lentigo Maligna Melanoma,Melanoma,low,73dd721e938b5b4cd05ee580a5e0eb0d15c1c2bd2914074f6331ac2e6e4a564d,False,
DA_d2_heldout100/281,DA_d2_heldout100,DA,281,e7_contrast,True,False,False,9,Metastatic Melanoma,Melanoma,high,73dd721e938b5b4cd05ee580a5e0eb0d15c1c2bd2914074f6331ac2e6e4a564d,True,
DA_d2_heldout100/281,DA_d2_heldout100,DA,281,forest_evidence_integrator,True,False,False,9,Melanoma,Nodular Melanoma,medium,73dd721e938b5b4cd05ee580a5e0eb0d15c1c2bd2914074f6331ac2e6e4a564d,False,
DA_d2_heldout100/281,DA_d2_heldout100,DA,281,collapse_obligation_ledger,True,False,False,9,Melanoma,Nodular Melanoma,high,73dd721e938b5b4cd05ee580a5e0eb0d15c1c2bd2914074f6331ac2e6e4a564d,False,
DA_d2_heldout100/281,DA_d2_heldout100,DA,281,pairwise_tournament,True,False,False,9,Melanoma,Nodular Melanoma,high,73dd721e938b5b4cd05ee580a5e0eb0d15c1c2bd2914074f6331ac2e6e4a564d,False,
DA_d2_heldout100/283,DA_d2_heldout100,DA,283,evidence_count_control,True,False,False,9,Basal Cell Carcinoma,Anophthalmic Socket Syndrome,low,8cca362c8af1a6d14410920df5daf29a8a94c3deebd6dbffe38a7e70ae28b066,False,
DA_d2_heldout100/283,DA_d2_heldout100,DA,283,e7_contrast,True,False,False,9,Basal Cell Carcinoma,,high,8cca362c8af1a6d14410920df5daf29a8a94c3deebd6dbffe38a7e70ae28b066,True,
DA_d2_heldout100/283,DA_d2_heldout100,DA,283,forest_evidence_integrator,True,False,False,9,Basal Cell Carcinoma,,high,8cca362c8af1a6d14410920df5daf29a8a94c3deebd6dbffe38a7e70ae28b066,False,
DA_d2_heldout100/283,DA_d2_heldout100,DA,283,collapse_obligation_ledger,True,False,False,9,Basal Cell Carcinoma,Cicatricial Ectropion,high,8cca362c8af1a6d14410920df5daf29a8a94c3deebd6dbffe38a7e70ae28b066,False,
DA_d2_heldout100/283,DA_d2_heldout100,DA,283,pairwise_tournament,True,False,False,9,Basal Cell Carcinoma,Cicatricial Ectropion,high,8cca362c8af1a6d14410920df5daf29a8a94c3deebd6dbffe38a7e70ae28b066,False,
DA_d2_heldout100/284,DA_d2_heldout100,DA,284,evidence_count_control,True,False,False,10,Malignant pleural mesothelioma,Malignant Mesothelioma,low,35f9ef07341906a2aa0a49e521da05c7b6d0b641901896f348f43a8434cac023,False,
DA_d2_heldout100/284,DA_d2_heldout100,DA,284,e7_contrast,True,False,False,10,Metastatic Malignant Mesothelioma to the Tongue,Tongue Metastasis of Malignant Mesothelioma,high,35f9ef07341906a2aa0a49e521da05c7b6d0b641901896f348f43a8434cac023,True,
DA_d2_heldout100/284,DA_d2_heldout100,DA,284,forest_evidence_integrator,True,False,False,10,Pleural Mesothelioma with Distant Metastasis,Metastatic Malignant Mesothelioma to the Tongue,high,35f9ef07341906a2aa0a49e521da05c7b6d0b641901896f348f43a8434cac023,False,
DA_d2_heldout100/284,DA_d2_heldout100,DA,284,collapse_obligation_ledger,True,False,False,10,Metastatic Malignant Mesothelioma to the Tongue,Tongue Metastasis of Malignant Mesothelioma,high,35f9ef07341906a2aa0a49e521da05c7b6d0b641901896f348f43a8434cac023,False,
DA_d2_heldout100/284,DA_d2_heldout100,DA,284,pairwise_tournament,True,False,False,10,Metastatic Malignant Mesothelioma to the Tongue,Tongue Metastasis of Malignant Mesothelioma,high,35f9ef07341906a2aa0a49e521da05c7b6d0b641901896f348f43a8434cac023,False,
DA_d2_heldout100/289,DA_d2_heldout100,DA,289,evidence_count_control,True,False,False,8,Frontotemporal dementia and parkinsonism-17,Progressive supranuclear palsy,low,44a994c034ea1c624005182f32ec8795a033e9d229db36223d0d690ef11419fb,False,
DA_d2_heldout100/289,DA_d2_heldout100,DA,289,e7_contrast,True,False,False,8,TBK1-associated frontotemporal dementia,Amyotrophic lateral sclerosis,high,44a994c034ea1c624005182f32ec8795a033e9d229db36223d0d690ef11419fb,True,
DA_d2_heldout100/289,DA_d2_heldout100,DA,289,forest_evidence_integrator,True,False,False,8,TBK1-associated frontotemporal dementia,Amyotrophic lateral sclerosis,high,44a994c034ea1c624005182f32ec8795a033e9d229db36223d0d690ef11419fb,False,
DA_d2_heldout100/289,DA_d2_heldout100,DA,289,collapse_obligation_ledger,True,False,False,8,TBK1-associated frontotemporal dementia,Amyotrophic lateral sclerosis,medium,44a994c034ea1c624005182f32ec8795a033e9d229db36223d0d690ef11419fb,False,
DA_d2_heldout100/289,DA_d2_heldout100,DA,289,pairwise_tournament,True,False,False,8,TBK1-associated frontotemporal dementia,Amyotrophic lateral sclerosis,high,44a994c034ea1c624005182f32ec8795a033e9d229db36223d0d690ef11419fb,False,
DA_d2_heldout100/290,DA_d2_heldout100,DA,290,evidence_count_control,True,False,False,9,Acute Coronary Syndrome,Variant Angina,low,67d00e304396ee09a8ff0dbbbc602586699bd7ec153b231a10ba9ba22033b0ed,False,
DA_d2_heldout100/290,DA_d2_heldout100,DA,290,e7_contrast,True,False,False,9,Unstable Angina,Non-ST-Elevation Myocardial Infarction,medium,67d00e304396ee09a8ff0dbbbc602586699bd7ec153b231a10ba9ba22033b0ed,True,
DA_d2_heldout100/290,DA_d2_heldout100,DA,290,forest_evidence_integrator,True,False,False,9,Unstable Angina,Coronary Artery Disease,high,67d00e304396ee09a8ff0dbbbc602586699bd7ec153b231a10ba9ba22033b0ed,False,
DA_d2_heldout100/290,DA_d2_heldout100,DA,290,collapse_obligation_ledger,True,False,False,9,Unstable Angina,Acute Coronary Syndrome,high,67d00e304396ee09a8ff0dbbbc602586699bd7ec153b231a10ba9ba22033b0ed,False,
DA_d2_heldout100/290,DA_d2_heldout100,DA,290,pairwise_tournament,True,False,False,9,Unstable Angina,Acute Coronary Syndrome,high,67d00e304396ee09a8ff0dbbbc602586699bd7ec153b231a10ba9ba22033b0ed,False,
DA_d2_heldout100/312,DA_d2_heldout100,DA,312,evidence_count_control,True,False,False,9,Autonomic nervous system dysfunction,Corticobasal Degeneration,low,c1b127924d9186e2c491dbf6497d46778170564181c5afe37bb4dd87437d2020,False,
DA_d2_heldout100/312,DA_d2_heldout100,DA,312,e7_contrast,True,False,False,9,Fabry Disease,Multiple System Atrophy,high,c1b127924d9186e2c491dbf6497d46778170564181c5afe37bb4dd87437d2020,True,
DA_d2_heldout100/312,DA_d2_heldout100,DA,312,forest_evidence_integrator,True,False,False,9,Fabry Disease,Multiple System Atrophy,high,c1b127924d9186e2c491dbf6497d46778170564181c5afe37bb4dd87437d2020,False,
DA_d2_heldout100/312,DA_d2_heldout100,DA,312,collapse_obligation_ledger,True,False,False,9,Fabry Disease,Multiple System Atrophy,medium,c1b127924d9186e2c491dbf6497d46778170564181c5afe37bb4dd87437d2020,False,
DA_d2_heldout100/312,DA_d2_heldout100,DA,312,pairwise_tournament,True,False,False,9,Multiple System Atrophy,Adult Polyglucosan Body Disease,high,c1b127924d9186e2c491dbf6497d46778170564181c5afe37bb4dd87437d2020,False,
DA_d2_heldout100/314,DA_d2_heldout100,DA,314,evidence_count_control,True,False,False,10,Peeling skin syndrome,Peeling skin disease due to CDSN gene mutations,low,998cfc86aa4e0496bc408a582a2671ce5316a4474e440a042e0855c1d0f312b7,False,
DA_d2_heldout100/314,DA_d2_heldout100,DA,314,e7_contrast,True,False,False,10,CDSN-related peeling skin syndrome,Peeling skin syndrome,high,998cfc86aa4e0496bc408a582a2671ce5316a4474e440a042e0855c1d0f312b7,True,
DA_d2_heldout100/314,DA_d2_heldout100,DA,314,forest_evidence_integrator,True,False,False,10,Peeling skin disease due to CDSN gene mutations,Generalized peeling skin syndrome,high,998cfc86aa4e0496bc408a582a2671ce5316a4474e440a042e0855c1d0f312b7,False,
DA_d2_heldout100/314,DA_d2_heldout100,DA,314,collapse_obligation_ledger,True,False,False,10,CDSN-related peeling skin syndrome,,high,998cfc86aa4e0496bc408a582a2671ce5316a4474e440a042e0855c1d0f312b7,False,
DA_d2_heldout100/314,DA_d2_heldout100,DA,314,pairwise_tournament,True,False,False,10,Peeling skin disease due to CDSN gene mutations,CDSN-related peeling skin syndrome,low,998cfc86aa4e0496bc408a582a2671ce5316a4474e440a042e0855c1d0f312b7,False,
DA_d2_heldout100/317,DA_d2_heldout100,DA,317,evidence_count_control,True,False,False,7,Pyoderma gangrenosum,Sweet syndrome,low,6a826d5cc9d3a9e2808acdb44c3c338e8c8b3e50078f432b1d849bf7fc8675d5,False,
DA_d2_heldout100/317,DA_d2_heldout100,DA,317,e7_contrast,True,False,False,7,Sweet syndrome,Pyoderma gangrenosum,low,6a826d5cc9d3a9e2808acdb44c3c338e8c8b3e50078f432b1d849bf7fc8675d5,True,
DA_d2_heldout100/317,DA_d2_heldout100,DA,317,forest_evidence_integrator,True,False,False,7,Pyoderma gangrenosum,Sweet syndrome,high,6a826d5cc9d3a9e2808acdb44c3c338e8c8b3e50078f432b1d849bf7fc8675d5,False,
DA_d2_heldout100/317,DA_d2_heldout100,DA,317,collapse_obligation_ledger,True,False,False,7,Pyoderma gangrenosum,Sweet syndrome,medium,6a826d5cc9d3a9e2808acdb44c3c338e8c8b3e50078f432b1d849bf7fc8675d5,False,
DA_d2_heldout100/317,DA_d2_heldout100,DA,317,pairwise_tournament,True,False,False,7,Pyoderma gangrenosum,Sweet syndrome,medium,6a826d5cc9d3a9e2808acdb44c3c338e8c8b3e50078f432b1d849bf7fc8675d5,False,
DA_d2_heldout100/321,DA_d2_heldout100,DA,321,evidence_count_control,True,False,False,10,Hidradenoma papilliferum,Syringocystadenoma papilliferum,low,89b89bf8a06b93d7b4ebeaad4d02fd94a86d8d39bdd1d1d37e586c77acb9f33e,False,
DA_d2_heldout100/321,DA_d2_heldout100,DA,321,e7_contrast,True,False,False,10,Syringocystadenoma papilliferum,Syringocystadenocarcinoma papilliferum,medium,89b89bf8a06b93d7b4ebeaad4d02fd94a86d8d39bdd1d1d37e586c77acb9f33e,True,
DA_d2_heldout100/321,DA_d2_heldout100,DA,321,forest_evidence_integrator,True,False,False,10,Syringocystadenocarcinoma papilliferum,Syringocystadenoma papilliferum,medium,89b89bf8a06b93d7b4ebeaad4d02fd94a86d8d39bdd1d1d37e586c77acb9f33e,False,
DA_d2_heldout100/321,DA_d2_heldout100,DA,321,collapse_obligation_ledger,True,False,False,10,Syringocystadenocarcinoma papilliferum,Syringocystadenoma papilliferum,high,89b89bf8a06b93d7b4ebeaad4d02fd94a86d8d39bdd1d1d37e586c77acb9f33e,False,
DA_d2_heldout100/321,DA_d2_heldout100,DA,321,pairwise_tournament,True,False,False,10,Syringocystadenocarcinoma papilliferum,Syringocystadenoma papilliferum,high,89b89bf8a06b93d7b4ebeaad4d02fd94a86d8d39bdd1d1d37e586c77acb9f33e,False,
DA_d2_heldout100/328,DA_d2_heldout100,DA,328,evidence_count_control,True,False,False,10,Chronic Urticaria,Autoimmune Urticaria,low,cbb4c9776b50a76087d41a0650542f8e5268f56711386c47ea42bd12895321da,False,
DA_d2_heldout100/328,DA_d2_heldout100,DA,328,e7_contrast,True,False,False,10,Chronic Urticaria,Chronic autoimmune urticaria,medium,cbb4c9776b50a76087d41a0650542f8e5268f56711386c47ea42bd12895321da,True,
DA_d2_heldout100/328,DA_d2_heldout100,DA,328,forest_evidence_integrator,True,False,False,10,Chronic Urticaria,Chronic autoimmune urticaria,high,cbb4c9776b50a76087d41a0650542f8e5268f56711386c47ea42bd12895321da,False,
DA_d2_heldout100/328,DA_d2_heldout100,DA,328,collapse_obligation_ledger,True,False,False,10,Chronic Urticaria,Chronic autoimmune urticaria,medium,cbb4c9776b50a76087d41a0650542f8e5268f56711386c47ea42bd12895321da,False,
DA_d2_heldout100/328,DA_d2_heldout100,DA,328,pairwise_tournament,True,False,False,10,Chronic Urticaria,Chronic autoimmune urticaria,high,cbb4c9776b50a76087d41a0650542f8e5268f56711386c47ea42bd12895321da,False,
DA_d2_heldout100/329,DA_d2_heldout100,DA,329,evidence_count_control,True,False,False,10,Cardiac Lymphoma,Cardiac Amyloidosis,low,dbc39b208707a0b1b954f950b3014b3a476da9cc402e140b0986a459959ed125,False,
DA_d2_heldout100/329,DA_d2_heldout100,DA,329,e7_contrast,True,False,False,10,Cardiac Lymphoma,Atrial Involvement of Lymphoma,high,dbc39b208707a0b1b954f950b3014b3a476da9cc402e140b0986a459959ed125,True,
DA_d2_heldout100/329,DA_d2_heldout100,DA,329,forest_evidence_integrator,True,False,False,10,Cardiac Lymphoma,Cardiac Metastasis,high,dbc39b208707a0b1b954f950b3014b3a476da9cc402e140b0986a459959ed125,False,
DA_d2_heldout100/329,DA_d2_heldout100,DA,329,collapse_obligation_ledger,True,False,False,10,Cardiac Lymphoma,Atrial Involvement of Lymphoma,high,dbc39b208707a0b1b954f950b3014b3a476da9cc402e140b0986a459959ed125,False,
DA_d2_heldout100/329,DA_d2_heldout100,DA,329,pairwise_tournament,True,False,False,10,Cardiac Lymphoma,Atrial Involvement of Lymphoma,high,dbc39b208707a0b1b954f950b3014b3a476da9cc402e140b0986a459959ed125,False,
DA_d2_heldout100/330,DA_d2_heldout100,DA,330,evidence_count_control,True,False,False,10,Cardiac conduction disease,Sick sinus syndrome,low,2217d3d1b0805a0fc6e8b86c04b0b7c6c24c99d37be4771b0d3b2007254d4a5b,False,
DA_d2_heldout100/330,DA_d2_heldout100,DA,330,e7_contrast,True,False,False,10,Cardiac conduction disease,Bifascicular block,high,2217d3d1b0805a0fc6e8b86c04b0b7c6c24c99d37be4771b0d3b2007254d4a5b,True,
DA_d2_heldout100/330,DA_d2_heldout100,DA,330,forest_evidence_integrator,True,False,False,10,Cardiac conduction disease,Bifascicular block,high,2217d3d1b0805a0fc6e8b86c04b0b7c6c24c99d37be4771b0d3b2007254d4a5b,False,
DA_d2_heldout100/330,DA_d2_heldout100,DA,330,collapse_obligation_ledger,True,False,False,10,Cardiac conduction disease,Bifascicular block,high,2217d3d1b0805a0fc6e8b86c04b0b7c6c24c99d37be4771b0d3b2007254d4a5b,False,
DA_d2_heldout100/330,DA_d2_heldout100,DA,330,pairwise_tournament,True,False,False,10,Cardiac conduction disease,Bifascicular block,high,2217d3d1b0805a0fc6e8b86c04b0b7c6c24c99d37be4771b0d3b2007254d4a5b,False,
DA_d2_heldout100/334,DA_d2_heldout100,DA,334,evidence_count_control,True,True,False,10,Chromoblastomycosis,Leprosy,low,351f8ef33450f6598c5f742393dba9ad4fe4c3c1c6619be774e9e6d4cb0d365e,False,
DA_d2_heldout100/334,DA_d2_heldout100,DA,334,e7_contrast,True,True,True,10,Phaeohyphomycosis,Exophiala infection,high,351f8ef33450f6598c5f742393dba9ad4fe4c3c1c6619be774e9e6d4cb0d365e,True,
DA_d2_heldout100/334,DA_d2_heldout100,DA,334,forest_evidence_integrator,True,True,True,10,Phaeohyphomycosis,Exophiala infection,high,351f8ef33450f6598c5f742393dba9ad4fe4c3c1c6619be774e9e6d4cb0d365e,False,
DA_d2_heldout100/334,DA_d2_heldout100,DA,334,collapse_obligation_ledger,True,True,True,10,Phaeohyphomycosis,Exophiala infection,high,351f8ef33450f6598c5f742393dba9ad4fe4c3c1c6619be774e9e6d4cb0d365e,False,
DA_d2_heldout100/334,DA_d2_heldout100,DA,334,pairwise_tournament,True,True,False,10,Exophiala infection,Phaeohyphomycosis,high,351f8ef33450f6598c5f742393dba9ad4fe4c3c1c6619be774e9e6d4cb0d365e,False,
DA_d2_heldout100/349,DA_d2_heldout100,DA,349,evidence_count_control,True,True,False,10,Cryptococcosis,Sporotrichosis,low,04290f0aba22f03e2bb9df89e7819a7765082aa47adb7cb43a08625b609cd924,False,
DA_d2_heldout100/349,DA_d2_heldout100,DA,349,e7_contrast,True,True,False,10,Cryptococcosis,Blastomycosis,high,04290f0aba22f03e2bb9df89e7819a7765082aa47adb7cb43a08625b609cd924,True,
DA_d2_heldout100/349,DA_d2_heldout100,DA,349,forest_evidence_integrator,True,True,False,10,Cryptococcosis,Cutaneous histoplasmosis,high,04290f0aba22f03e2bb9df89e7819a7765082aa47adb7cb43a08625b609cd924,False,
DA_d2_heldout100/349,DA_d2_heldout100,DA,349,collapse_obligation_ledger,True,True,False,10,Cryptococcosis,Blastomycosis,high,04290f0aba22f03e2bb9df89e7819a7765082aa47adb7cb43a08625b609cd924,False,
DA_d2_heldout100/349,DA_d2_heldout100,DA,349,pairwise_tournament,True,True,False,10,Cryptococcosis,Blastomycosis,high,04290f0aba22f03e2bb9df89e7819a7765082aa47adb7cb43a08625b609cd924,False,
