left,right,scope,n,transition_counts,mechanism_counts,specificity_rescue_pp,object_rescue_pp,scope_compression_pp,catastrophic_substitution_pp
e7,v0,DA,400,"{""complete_equivalent -> complete_equivalent"": 6, ""complete_equivalent -> conflicting_subtype_or_scope"": 0, ""complete_equivalent -> manifestation_or_related"": 0, ""complete_equivalent -> not_equivalent"": 2, ""complete_equivalent -> partial_parent_or_component"": 7, ""complete_equivalent -> uncertain"": 0, ""conflicting_subtype_or_scope -> complete_equivalent"": 0, ""conflicting_subtype_or_scope -> conflicting_subtype_or_scope"": 67, ""conflicting_subtype_or_scope -> manifestation_or_related"": 4, ""conflicting_subtype_or_scope -> not_equivalent"": 4, ""conflicting_subtype_or_scope -> partial_parent_or_component"": 2, ""conflicting_subtype_or_scope -> uncertain"": 0, ""manifestation_or_related -> complete_equivalent"": 1, ""manifestation_or_related -> conflicting_subtype_or_scope"": 2, ""manifestation_or_related -> manifestation_or_related"": 21, ""manifestation_or_related -> not_equivalent"": 2, ""manifestation_or_related -> partial_parent_or_component"": 4, ""manifestation_or_related -> uncertain"": 0, ""not_equivalent -> complete_equivalent"": 1, ""not_equivalent -> conflicting_subtype_or_scope"": 8, ""not_equivalent -> manifestation_or_related"": 5, ""not_equivalent -> not_equivalent"": 59, ""not_equivalent -> partial_parent_or_component"": 10, ""not_equivalent -> uncertain"": 0, ""partial_parent_or_component -> complete_equivalent"": 1, ""partial_parent_or_component -> conflicting_subtype_or_scope"": 8, ""partial_parent_or_component -> manifestation_or_related"": 11, ""partial_parent_or_component -> not_equivalent"": 8, ""partial_parent_or_component -> partial_parent_or_component"": 167, ""partial_parent_or_component -> uncertain"": 0, ""uncertain -> complete_equivalent"": 0, ""uncertain -> conflicting_subtype_or_scope"": 0, ""uncertain -> manifestation_or_related"": 0, ""uncertain -> not_equivalent"": 0, ""uncertain -> partial_parent_or_component"": 0, ""uncertain -> uncertain"": 0}","{""catastrophic_substitution"": 2, ""family_coverage_loss"": 27, ""family_coverage_rescue"": 16, ""no_relation_change"": 320, ""object_rescue"": 2, ""scope_compression"": 7, ""specificity_rescue"": 1, ""wrong_object_exchange"": 25}",0.25,0.5,1.75,0.5
e7,v0,MCR,400,"{""complete_equivalent -> complete_equivalent"": 86, ""complete_equivalent -> conflicting_subtype_or_scope"": 2, ""complete_equivalent -> manifestation_or_related"": 2, ""complete_equivalent -> not_equivalent"": 1, ""complete_equivalent -> partial_parent_or_component"": 7, ""complete_equivalent -> uncertain"": 0, ""conflicting_subtype_or_scope -> complete_equivalent"": 3, ""conflicting_subtype_or_scope -> conflicting_subtype_or_scope"": 78, ""conflicting_subtype_or_scope -> manifestation_or_related"": 1, ""conflicting_subtype_or_scope -> not_equivalent"": 3, ""conflicting_subtype_or_scope -> partial_parent_or_component"": 8, ""conflicting_subtype_or_scope -> uncertain"": 0, ""manifestation_or_related -> complete_equivalent"": 1, ""manifestation_or_related -> conflicting_subtype_or_scope"": 2, ""manifestation_or_related -> manifestation_or_related"": 51, ""manifestation_or_related -> not_equivalent"": 2, ""manifestation_or_related -> partial_parent_or_component"": 0, ""manifestation_or_related -> uncertain"": 0, ""not_equivalent -> complete_equivalent"": 2, ""not_equivalent -> conflicting_subtype_or_scope"": 3, ""not_equivalent -> manifestation_or_related"": 3, ""not_equivalent -> not_equivalent"": 97, ""not_equivalent -> partial_parent_or_component"": 4, ""not_equivalent -> uncertain"": 0, ""partial_parent_or_component -> complete_equivalent"": 2, ""partial_parent_or_component -> conflicting_subtype_or_scope"": 2, ""partial_parent_or_component -> manifestation_or_related"": 2, ""partial_parent_or_component -> not_equivalent"": 0, ""partial_parent_or_component -> partial_parent_or_component"": 38, ""partial_parent_or_component -> uncertain"": 0, ""uncertain -> complete_equivalent"": 0, ""uncertain -> conflicting_subtype_or_scope"": 0, ""uncertain -> manifestation_or_related"": 0, ""uncertain -> not_equivalent"": 0, ""uncertain -> partial_parent_or_component"": 0, ""uncertain -> uncertain"": 0}","{""catastrophic_substitution"": 5, ""family_coverage_loss"": 4, ""family_coverage_rescue"": 12, ""no_relation_change"": 350, ""object_rescue"": 6, ""scope_compression"": 7, ""specificity_rescue"": 2, ""wrong_object_exchange"": 14}",0.5,1.5,1.75,1.25
forest,e7,ALL,800,"{""complete_equivalent -> complete_equivalent"": 77, ""complete_equivalent -> conflicting_subtype_or_scope"": 9, ""complete_equivalent -> manifestation_or_related"": 2, ""complete_equivalent -> not_equivalent"": 13, ""complete_equivalent -> partial_parent_or_component"": 6, ""complete_equivalent -> uncertain"": 0, ""conflicting_subtype_or_scope -> complete_equivalent"": 7, ""conflicting_subtype_or_scope -> conflicting_subtype_or_scope"": 101, ""conflicting_subtype_or_scope -> manifestation_or_related"": 1, ""conflicting_subtype_or_scope -> not_equivalent"": 16, ""conflicting_subtype_or_scope -> partial_parent_or_component"": 16, ""conflicting_subtype_or_scope -> uncertain"": 0, ""manifestation_or_related -> complete_equivalent"": 7, ""manifestation_or_related -> conflicting_subtype_or_scope"": 13, ""manifestation_or_related -> manifestation_or_related"": 67, ""manifestation_or_related -> not_equivalent"": 19, ""manifestation_or_related -> partial_parent_or_component"": 16, ""manifestation_or_related -> uncertain"": 0, ""not_equivalent -> complete_equivalent"": 2, ""not_equivalent -> conflicting_subtype_or_scope"": 8, ""not_equivalent -> manifestation_or_related"": 4, ""not_equivalent -> not_equivalent"": 121, ""not_equivalent -> partial_parent_or_component"": 16, ""not_equivalent -> uncertain"": 0, ""partial_parent_or_component -> complete_equivalent"": 20, ""partial_parent_or_component -> conflicting_subtype_or_scope"": 39, ""partial_parent_or_component -> manifestation_or_related"": 12, ""partial_parent_or_component -> not_equivalent"": 23, ""partial_parent_or_component -> partial_parent_or_component"": 185, ""partial_parent_or_component -> uncertain"": 0, ""uncertain -> complete_equivalent"": 0, ""uncertain -> conflicting_subtype_or_scope"": 0, ""uncertain -> manifestation_or_related"": 0, ""uncertain -> not_equivalent"": 0, ""uncertain -> partial_parent_or_component"": 0, ""uncertain -> uncertain"": 0}","{""catastrophic_substitution"": 24, ""family_coverage_loss"": 74, ""family_coverage_rescue"": 48, ""no_relation_change"": 551, ""object_rescue"": 16, ""scope_compression"": 6, ""specificity_rescue"": 20, ""wrong_object_exchange"": 61}",2.5,2.0,0.75,3.0
forest,e7,DA,400,"{""complete_equivalent -> complete_equivalent"": 6, ""complete_equivalent -> conflicting_subtype_or_scope"": 3, ""complete_equivalent -> manifestation_or_related"": 0, ""complete_equivalent -> not_equivalent"": 3, ""complete_equivalent -> partial_parent_or_component"": 2, ""complete_equivalent -> uncertain"": 0, ""conflicting_subtype_or_scope -> complete_equivalent"": 1, ""conflicting_subtype_or_scope -> conflicting_subtype_or_scope"": 39, ""conflicting_subtype_or_scope -> manifestation_or_related"": 0, ""conflicting_subtype_or_scope -> not_equivalent"": 7, ""conflicting_subtype_or_scope -> partial_parent_or_component"": 14, ""conflicting_subtype_or_scope -> uncertain"": 0, ""manifestation_or_related -> complete_equivalent"": 1, ""manifestation_or_related -> conflicting_subtype_or_scope"": 5, ""manifestation_or_related -> manifestation_or_related"": 22, ""manifestation_or_related -> not_equivalent"": 10, ""manifestation_or_related -> partial_parent_or_component"": 13, ""manifestation_or_related -> uncertain"": 0, ""not_equivalent -> complete_equivalent"": 1, ""not_equivalent -> conflicting_subtype_or_scope"": 4, ""not_equivalent -> manifestation_or_related"": 0, ""not_equivalent -> not_equivalent"": 45, ""not_equivalent -> partial_parent_or_component"": 11, ""not_equivalent -> uncertain"": 0, ""partial_parent_or_component -> complete_equivalent"": 6, ""partial_parent_or_component -> conflicting_subtype_or_scope"": 26, ""partial_parent_or_component -> manifestation_or_related"": 8, ""partial_parent_or_component -> not_equivalent"": 18, ""partial_parent_or_component -> partial_parent_or_component"": 155, ""partial_parent_or_component -> uncertain"": 0, ""uncertain -> complete_equivalent"": 0, ""uncertain -> conflicting_subtype_or_scope"": 0, ""uncertain -> manifestation_or_related"": 0, ""uncertain -> not_equivalent"": 0, ""uncertain -> partial_parent_or_component"": 0, ""uncertain -> uncertain"": 0}","{""catastrophic_substitution"": 6, ""family_coverage_loss"": 52, ""family_coverage_rescue"": 38, ""no_relation_change"": 267, ""object_rescue"": 3, ""scope_compression"": 2, ""specificity_rescue"": 6, ""wrong_object_exchange"": 26}",1.5,0.75,0.5,1.5
forest,e7,MCR,400,"{""complete_equivalent -> complete_equivalent"": 71, ""complete_equivalent -> conflicting_subtype_or_scope"": 6, ""complete_equivalent -> manifestation_or_related"": 2, ""complete_equivalent -> not_equivalent"": 10, ""complete_equivalent -> partial_parent_or_component"": 4, ""complete_equivalent -> uncertain"": 0, ""conflicting_subtype_or_scope -> complete_equivalent"": 6, ""conflicting_subtype_or_scope -> conflicting_subtype_or_scope"": 62, ""conflicting_subtype_or_scope -> manifestation_or_related"": 1, ""conflicting_subtype_or_scope -> not_equivalent"": 9, ""conflicting_subtype_or_scope -> partial_parent_or_component"": 2, ""conflicting_subtype_or_scope -> uncertain"": 0, ""manifestation_or_related -> complete_equivalent"": 6, ""manifestation_or_related -> conflicting_subtype_or_scope"": 8, ""manifestation_or_related -> manifestation_or_related"": 45, ""manifestation_or_related -> not_equivalent"": 9, ""manifestation_or_related -> partial_parent_or_component"": 3, ""manifestation_or_related -> uncertain"": 0, ""not_equivalent -> complete_equivalent"": 1, ""not_equivalent -> conflicting_subtype_or_scope"": 4, ""not_equivalent -> manifestation_or_related"": 4, ""not_equivalent -> not_equivalent"": 76, ""not_equivalent -> partial_parent_or_component"": 5, ""not_equivalent -> uncertain"": 0, ""partial_parent_or_component -> complete_equivalent"": 14, ""partial_parent_or_component -> conflicting_subtype_or_scope"": 13, ""partial_parent_or_component -> manifestation_or_related"": 4, ""partial_parent_or_component -> not_equivalent"": 5, ""partial_parent_or_component -> partial_parent_or_component"": 30, ""partial_parent_or_component -> uncertain"": 0, ""uncertain -> complete_equivalent"": 0, ""uncertain -> conflicting_subtype_or_scope"": 0, ""uncertain -> manifestation_or_related"": 0, ""uncertain -> not_equivalent"": 0, ""uncertain -> partial_parent_or_component"": 0, ""uncertain -> uncertain"": 0}","{""catastrophic_substitution"": 18, ""family_coverage_loss"": 22, ""family_coverage_rescue"": 10, ""no_relation_change"": 284, ""object_rescue"": 13, ""scope_compression"": 4, ""specificity_rescue"": 14, ""wrong_object_exchange"": 35}",3.5,3.25,1.0,4.5
forest,B06,ALL,800,"{""complete_equivalent -> complete_equivalent"": 81, ""complete_equivalent -> conflicting_subtype_or_scope"": 3, ""complete_equivalent -> manifestation_or_related"": 7, ""complete_equivalent -> not_equivalent"": 8, ""complete_equivalent -> partial_parent_or_component"": 8, ""complete_equivalent -> uncertain"": 0, ""conflicting_subtype_or_scope -> complete_equivalent"": 9, ""conflicting_subtype_or_scope -> conflicting_subtype_or_scope"": 102, ""conflicting_subtype_or_scope -> manifestation_or_related"": 2, ""conflicting_subtype_or_scope -> not_equivalent"": 11, ""conflicting_subtype_or_scope -> partial_parent_or_component"": 17, ""conflicting_subtype_or_scope -> uncertain"": 0, ""manifestation_or_related -> complete_equivalent"": 5, ""manifestation_or_related -> conflicting_subtype_or_scope"": 10, ""manifestation_or_related -> manifestation_or_related"": 78, ""manifestation_or_related -> not_equivalent"": 17, ""manifestation_or_related -> partial_parent_or_component"": 12, ""manifestation_or_related -> uncertain"": 0, ""not_equivalent -> complete_equivalent"": 3, ""not_equivalent -> conflicting_subtype_or_scope"": 7, ""not_equivalent -> manifestation_or_related"": 14, ""not_equivalent -> not_equivalent"": 113, ""not_equivalent -> partial_parent_or_component"": 14, ""not_equivalent -> uncertain"": 0, ""partial_parent_or_component -> complete_equivalent"": 7, ""partial_parent_or_component -> conflicting_subtype_or_scope"": 19, ""partial_parent_or_component -> manifestation_or_related"": 11, ""partial_parent_or_component -> not_equivalent"": 13, ""partial_parent_or_component -> partial_parent_or_component"": 229, ""partial_parent_or_component -> uncertain"": 0, ""uncertain -> complete_equivalent"": 0, ""uncertain -> conflicting_subtype_or_scope"": 0, ""uncertain -> manifestation_or_related"": 0, ""uncertain -> not_equivalent"": 0, ""uncertain -> partial_parent_or_component"": 0, ""uncertain -> uncertain"": 0}","{""catastrophic_substitution"": 18, ""family_coverage_loss"": 43, ""family_coverage_rescue"": 43, ""no_relation_change"": 603, ""object_rescue"": 17, ""scope_compression"": 8, ""specificity_rescue"": 7, ""wrong_object_exchange"": 61}",0.875,2.125,1.0,2.25
forest,B06,DA,400,"{""complete_equivalent -> complete_equivalent"": 5, ""complete_equivalent -> conflicting_subtype_or_scope"": 1, ""complete_equivalent -> manifestation_or_related"": 0, ""complete_equivalent -> not_equivalent"": 2, ""complete_equivalent -> partial_parent_or_component"": 6, ""complete_equivalent -> uncertain"": 0, ""conflicting_subtype_or_scope -> complete_equivalent"": 1, ""conflicting_subtype_or_scope -> conflicting_subtype_or_scope"": 45, ""conflicting_subtype_or_scope -> manifestation_or_related"": 2, ""conflicting_subtype_or_scope -> not_equivalent"": 3, ""conflicting_subtype_or_scope -> partial_parent_or_component"": 10, ""conflicting_subtype_or_scope -> uncertain"": 0, ""manifestation_or_related -> complete_equivalent"": 0, ""manifestation_or_related -> conflicting_subtype_or_scope"": 4, ""manifestation_or_related -> manifestation_or_related"": 31, ""manifestation_or_related -> not_equivalent"": 8, ""manifestation_or_related -> partial_parent_or_component"": 8, ""manifestation_or_related -> uncertain"": 0, ""not_equivalent -> complete_equivalent"": 2, ""not_equivalent -> conflicting_subtype_or_scope"": 3, ""not_equivalent -> manifestation_or_related"": 6, ""not_equivalent -> not_equivalent"": 43, ""not_equivalent -> partial_parent_or_component"": 7, ""not_equivalent -> uncertain"": 0, ""partial_parent_or_component -> complete_equivalent"": 1, ""partial_parent_or_component -> conflicting_subtype_or_scope"": 13, ""partial_parent_or_component -> manifestation_or_related"": 6, ""partial_parent_or_component -> not_equivalent"": 10, ""partial_parent_or_component -> partial_parent_or_component"": 183, ""partial_parent_or_component -> uncertain"": 0, ""uncertain -> complete_equivalent"": 0, ""uncertain -> conflicting_subtype_or_scope"": 0, ""uncertain -> manifestation_or_related"": 0, ""uncertain -> not_equivalent"": 0, ""uncertain -> partial_parent_or_component"": 0, ""uncertain -> uncertain"": 0}","{""catastrophic_substitution"": 3, ""family_coverage_loss"": 29, ""family_coverage_rescue"": 25, ""no_relation_change"": 307, ""object_rescue"": 3, ""scope_compression"": 6, ""specificity_rescue"": 1, ""wrong_object_exchange"": 26}",0.25,0.75,1.5,0.75
forest,B06,MCR,400,"{""complete_equivalent -> complete_equivalent"": 76, ""complete_equivalent -> conflicting_subtype_or_scope"": 2, ""complete_equivalent -> manifestation_or_related"": 7, ""complete_equivalent -> not_equivalent"": 6, ""complete_equivalent -> partial_parent_or_component"": 2, ""complete_equivalent -> uncertain"": 0, ""conflicting_subtype_or_scope -> complete_equivalent"": 8, ""conflicting_subtype_or_scope -> conflicting_subtype_or_scope"": 57, ""conflicting_subtype_or_scope -> manifestation_or_related"": 0, ""conflicting_subtype_or_scope -> not_equivalent"": 8, ""conflicting_subtype_or_scope -> partial_parent_or_component"": 7, ""conflicting_subtype_or_scope -> uncertain"": 0, ""manifestation_or_related -> complete_equivalent"": 5, ""manifestation_or_related -> conflicting_subtype_or_scope"": 6, ""manifestation_or_related -> manifestation_or_related"": 47, ""manifestation_or_related -> not_equivalent"": 9, ""manifestation_or_related -> partial_parent_or_component"": 4, ""manifestation_or_related -> uncertain"": 0, ""not_equivalent -> complete_equivalent"": 1, ""not_equivalent -> conflicting_subtype_or_scope"": 4, ""not_equivalent -> manifestation_or_related"": 8, ""not_equivalent -> not_equivalent"": 70, ""not_equivalent -> partial_parent_or_component"": 7, ""not_equivalent -> uncertain"": 0, ""partial_parent_or_component -> complete_equivalent"": 6, ""partial_parent_or_component -> conflicting_subtype_or_scope"": 6, ""partial_parent_or_component -> manifestation_or_related"": 5, ""partial_parent_or_component -> not_equivalent"": 3, ""partial_parent_or_component -> partial_parent_or_component"": 46, ""partial_parent_or_component -> uncertain"": 0, ""uncertain -> complete_equivalent"": 0, ""uncertain -> conflicting_subtype_or_scope"": 0, ""uncertain -> manifestation_or_related"": 0, ""uncertain -> not_equivalent"": 0, ""uncertain -> partial_parent_or_component"": 0, ""uncertain -> uncertain"": 0}","{""catastrophic_substitution"": 15, ""family_coverage_loss"": 14, ""family_coverage_rescue"": 18, ""no_relation_change"": 296, ""object_rescue"": 14, ""scope_compression"": 2, ""specificity_rescue"": 6, ""wrong_object_exchange"": 35}",1.5,3.5,0.5,3.75
B06,e7,ALL,800,"{""complete_equivalent -> complete_equivalent"": 77, ""complete_equivalent -> conflicting_subtype_or_scope"": 10, ""complete_equivalent -> manifestation_or_related"": 1, ""complete_equivalent -> not_equivalent"": 9, ""complete_equivalent -> partial_parent_or_component"": 8, ""complete_equivalent -> uncertain"": 0, ""conflicting_subtype_or_scope -> complete_equivalent"": 6, ""conflicting_subtype_or_scope -> conflicting_subtype_or_scope"": 107, ""conflicting_subtype_or_scope -> manifestation_or_related"": 4, ""conflicting_subtype_or_scope -> not_equivalent"": 9, ""conflicting_subtype_or_scope -> partial_parent_or_component"": 15, ""conflicting_subtype_or_scope -> uncertain"": 0, ""manifestation_or_related -> complete_equivalent"": 5, ""manifestation_or_related -> conflicting_subtype_or_scope"": 10, ""manifestation_or_related -> manifestation_or_related"": 65, ""manifestation_or_related -> not_equivalent"": 20, ""manifestation_or_related -> partial_parent_or_component"": 12, ""manifestation_or_related -> uncertain"": 0, ""not_equivalent -> complete_equivalent"": 4, ""not_equivalent -> conflicting_subtype_or_scope"": 9, ""not_equivalent -> manifestation_or_related"": 7, ""not_equivalent -> not_equivalent"": 129, ""not_equivalent -> partial_parent_or_component"": 13, ""not_equivalent -> uncertain"": 0, ""partial_parent_or_component -> complete_equivalent"": 21, ""partial_parent_or_component -> conflicting_subtype_or_scope"": 34, ""partial_parent_or_component -> manifestation_or_related"": 9, ""partial_parent_or_component -> not_equivalent"": 25, ""partial_parent_or_component -> partial_parent_or_component"": 191, ""partial_parent_or_component -> uncertain"": 0, ""uncertain -> complete_equivalent"": 0, ""uncertain -> conflicting_subtype_or_scope"": 0, ""uncertain -> manifestation_or_related"": 0, ""uncertain -> not_equivalent"": 0, ""uncertain -> partial_parent_or_component"": 0, ""uncertain -> uncertain"": 0}","{""catastrophic_substitution"": 20, ""family_coverage_loss"": 68, ""family_coverage_rescue"": 40, ""no_relation_change"": 569, ""object_rescue"": 15, ""scope_compression"": 8, ""specificity_rescue"": 21, ""wrong_object_exchange"": 59}",2.625,1.875,1.0,2.5
B06,e7,DA,400,"{""complete_equivalent -> complete_equivalent"": 4, ""complete_equivalent -> conflicting_subtype_or_scope"": 1, ""complete_equivalent -> manifestation_or_related"": 0, ""complete_equivalent -> not_equivalent"": 2, ""complete_equivalent -> partial_parent_or_component"": 2, ""complete_equivalent -> uncertain"": 0, ""conflicting_subtype_or_scope -> complete_equivalent"": 0, ""conflicting_subtype_or_scope -> conflicting_subtype_or_scope"": 45, ""conflicting_subtype_or_scope -> manifestation_or_related"": 2, ""conflicting_subtype_or_scope -> not_equivalent"": 5, ""conflicting_subtype_or_scope -> partial_parent_or_component"": 14, ""conflicting_subtype_or_scope -> uncertain"": 0, ""manifestation_or_related -> complete_equivalent"": 1, ""manifestation_or_related -> conflicting_subtype_or_scope"": 5, ""manifestation_or_related -> manifestation_or_related"": 20, ""manifestation_or_related -> not_equivalent"": 9, ""manifestation_or_related -> partial_parent_or_component"": 10, ""manifestation_or_related -> uncertain"": 0, ""not_equivalent -> complete_equivalent"": 1, ""not_equivalent -> conflicting_subtype_or_scope"": 3, ""not_equivalent -> manifestation_or_related"": 2, ""not_equivalent -> not_equivalent"": 50, ""not_equivalent -> partial_parent_or_component"": 10, ""not_equivalent -> uncertain"": 0, ""partial_parent_or_component -> complete_equivalent"": 9, ""partial_parent_or_component -> conflicting_subtype_or_scope"": 23, ""partial_parent_or_component -> manifestation_or_related"": 6, ""partial_parent_or_component -> not_equivalent"": 17, ""partial_parent_or_component -> partial_parent_or_component"": 159, ""partial_parent_or_component -> uncertain"": 0, ""uncertain -> complete_equivalent"": 0, ""uncertain -> conflicting_subtype_or_scope"": 0, ""uncertain -> manifestation_or_related"": 0, ""uncertain -> not_equivalent"": 0, ""uncertain -> partial_parent_or_component"": 0, ""uncertain -> uncertain"": 0}","{""catastrophic_substitution"": 3, ""family_coverage_loss"": 46, ""family_coverage_rescue"": 34, ""no_relation_change"": 278, ""object_rescue"": 2, ""scope_compression"": 2, ""specificity_rescue"": 9, ""wrong_object_exchange"": 26}",2.25,0.5,0.5,0.75
B06,e7,MCR,400,"{""complete_equivalent -> complete_equivalent"": 73, ""complete_equivalent -> conflicting_subtype_or_scope"": 9, ""complete_equivalent -> manifestation_or_related"": 1, ""complete_equivalent -> not_equivalent"": 7, ""complete_equivalent -> partial_parent_or_component"": 6, ""complete_equivalent -> uncertain"": 0, ""conflicting_subtype_or_scope -> complete_equivalent"": 6, ""conflicting_subtype_or_scope -> conflicting_subtype_or_scope"": 62, ""conflicting_subtype_or_scope -> manifestation_or_related"": 2, ""conflicting_subtype_or_scope -> not_equivalent"": 4, ""conflicting_subtype_or_scope -> partial_parent_or_component"": 1, ""conflicting_subtype_or_scope -> uncertain"": 0, ""manifestation_or_related -> complete_equivalent"": 4, ""manifestation_or_related -> conflicting_subtype_or_scope"": 5, ""manifestation_or_related -> manifestation_or_related"": 45, ""manifestation_or_related -> not_equivalent"": 11, ""manifestation_or_related -> partial_parent_or_component"": 2, ""manifestation_or_related -> uncertain"": 0, ""not_equivalent -> complete_equivalent"": 3, ""not_equivalent -> conflicting_subtype_or_scope"": 6, ""not_equivalent -> manifestation_or_related"": 5, ""not_equivalent -> not_equivalent"": 79, ""not_equivalent -> partial_parent_or_component"": 3, ""not_equivalent -> uncertain"": 0, ""partial_parent_or_component -> complete_equivalent"": 12, ""partial_parent_or_component -> conflicting_subtype_or_scope"": 11, ""partial_parent_or_component -> manifestation_or_related"": 3, ""partial_parent_or_component -> not_equivalent"": 8, ""partial_parent_or_component -> partial_parent_or_component"": 32, ""partial_parent_or_component -> uncertain"": 0, ""uncertain -> complete_equivalent"": 0, ""uncertain -> conflicting_subtype_or_scope"": 0, ""uncertain -> manifestation_or_related"": 0, ""uncertain -> not_equivalent"": 0, ""uncertain -> partial_parent_or_component"": 0, ""uncertain -> uncertain"": 0}","{""catastrophic_substitution"": 17, ""family_coverage_loss"": 22, ""family_coverage_rescue"": 6, ""no_relation_change"": 291, ""object_rescue"": 13, ""scope_compression"": 6, ""specificity_rescue"": 12, ""wrong_object_exchange"": 33}",3.0,3.25,1.5,4.25
B07,e7,ALL,800,"{""complete_equivalent -> complete_equivalent"": 75, ""complete_equivalent -> conflicting_subtype_or_scope"": 7, ""complete_equivalent -> manifestation_or_related"": 3, ""complete_equivalent -> not_equivalent"": 10, ""complete_equivalent -> partial_parent_or_component"": 6, ""complete_equivalent -> uncertain"": 0, ""conflicting_subtype_or_scope -> complete_equivalent"": 8, ""conflicting_subtype_or_scope -> conflicting_subtype_or_scope"": 100, ""conflicting_subtype_or_scope -> manifestation_or_related"": 8, ""conflicting_subtype_or_scope -> not_equivalent"": 16, ""conflicting_subtype_or_scope -> partial_parent_or_component"": 19, ""conflicting_subtype_or_scope -> uncertain"": 0, ""manifestation_or_related -> complete_equivalent"": 4, ""manifestation_or_related -> conflicting_subtype_or_scope"": 16, ""manifestation_or_related -> manifestation_or_related"": 59, ""manifestation_or_related -> not_equivalent"": 16, ""manifestation_or_related -> partial_parent_or_component"": 8, ""manifestation_or_related -> uncertain"": 0, ""not_equivalent -> complete_equivalent"": 8, ""not_equivalent -> conflicting_subtype_or_scope"": 11, ""not_equivalent -> manifestation_or_related"": 8, ""not_equivalent -> not_equivalent"": 116, ""not_equivalent -> partial_parent_or_component"": 19, ""not_equivalent -> uncertain"": 0, ""partial_parent_or_component -> complete_equivalent"": 18, ""partial_parent_or_component -> conflicting_subtype_or_scope"": 35, ""partial_parent_or_component -> manifestation_or_related"": 8, ""partial_parent_or_component -> not_equivalent"": 34, ""partial_parent_or_component -> partial_parent_or_component"": 187, ""partial_parent_or_component -> uncertain"": 0, ""uncertain -> complete_equivalent"": 0, ""uncertain -> conflicting_subtype_or_scope"": 1, ""uncertain -> manifestation_or_related"": 0, ""uncertain -> not_equivalent"": 0, ""uncertain -> partial_parent_or_component"": 0, ""uncertain -> uncertain"": 0}","{""catastrophic_substitution"": 20, ""family_coverage_loss"": 77, ""family_coverage_rescue"": 46, ""no_relation_change"": 537, ""object_rescue"": 20, ""scope_compression"": 6, ""specificity_rescue"": 18, ""wrong_object_exchange"": 76}",2.25,2.5,0.75,2.5
B07,e7,DA,400,"{""complete_equivalent -> complete_equivalent"": 5, ""complete_equivalent -> conflicting_subtype_or_scope"": 1, ""complete_equivalent -> manifestation_or_related"": 0, ""complete_equivalent -> not_equivalent"": 3, ""complete_equivalent -> partial_parent_or_component"": 3, ""complete_equivalent -> uncertain"": 0, ""conflicting_subtype_or_scope -> complete_equivalent"": 2, ""conflicting_subtype_or_scope -> conflicting_subtype_or_scope"": 42, ""conflicting_subtype_or_scope -> manifestation_or_related"": 2, ""conflicting_subtype_or_scope -> not_equivalent"": 7, ""conflicting_subtype_or_scope -> partial_parent_or_component"": 16, ""conflicting_subtype_or_scope -> uncertain"": 0, ""manifestation_or_related -> complete_equivalent"": 1, ""manifestation_or_related -> conflicting_subtype_or_scope"": 7, ""manifestation_or_related -> manifestation_or_related"": 19, ""manifestation_or_related -> not_equivalent"": 5, ""manifestation_or_related -> partial_parent_or_component"": 7, ""manifestation_or_related -> uncertain"": 0, ""not_equivalent -> complete_equivalent"": 1, ""not_equivalent -> conflicting_subtype_or_scope"": 5, ""not_equivalent -> manifestation_or_related"": 2, ""not_equivalent -> not_equivalent"": 44, ""not_equivalent -> partial_parent_or_component"": 14, ""not_equivalent -> uncertain"": 0, ""partial_parent_or_component -> complete_equivalent"": 6, ""partial_parent_or_component -> conflicting_subtype_or_scope"": 22, ""partial_parent_or_component -> manifestation_or_related"": 7, ""partial_parent_or_component -> not_equivalent"": 24, ""partial_parent_or_component -> partial_parent_or_component"": 155, ""partial_parent_or_component -> uncertain"": 0, ""uncertain -> complete_equivalent"": 0, ""uncertain -> conflicting_subtype_or_scope"": 0, ""uncertain -> manifestation_or_related"": 0, ""uncertain -> not_equivalent"": 0, ""uncertain -> partial_parent_or_component"": 0, ""uncertain -> uncertain"": 0}","{""catastrophic_substitution"": 4, ""family_coverage_loss"": 53, ""family_coverage_rescue"": 37, ""no_relation_change"": 265, ""object_rescue"": 4, ""scope_compression"": 3, ""specificity_rescue"": 6, ""wrong_object_exchange"": 28}",1.5,1.0,0.75,1.0
