case_id	opt@1	opt@2	gold_letter	gold_option_rank	gold_option	joint_top1	joint_top2
207	1	1	D	1	Mucous membrane pemphigoid (MMP)	Ocular Cicatricial Pemphigoid	
21	0	0	C	1	Saturday night retinopathy with orbital compression syndrome	retinal detachment	
211	1	1	D	1	Brown tumor secondary to primary hyperparathyroidism due to parathyroid carcinoma	Brown Tumor of Hyperparathyroidism	
214	1	1	B	1	Macular retinal vein occlusion with chronic cystoid macular edema	Central Retinal Vein Occlusion	
216	1	1	A	1	Coronavirus Disease 2019 (COVID-19) with Acute Respiratory Distress Syndrome (ARDS)	COVID-19	
219	1	1	A	1	Multiple hereditary infundibulocystic basal cell carcinoma syndrome (MHIBCC)	SUFU-Related Multiple Hereditary Infundibulocystic Basal Cell Carcinomas	
22	0	0	D	2	Antimelanoma differentiation associated gene 5 clinically amyopathic dermatomyositis	Systemic Lupus Erythematosus	
220	0	0	D	1	Plasmablastic lymphoma (PBL), stage 1 with high-risk features	Extranodal Natural Killer/T-cell Lymphoma	
225	1	1	D	1	Richter's transformation presenting as penile ulcer (transformation of chronic lymphocytic leukemia to diffuse large B-cell lymphoma)	Diffuse large B-cell lymphoma	
226	0	0	B	1	Actinic prurigo with associated cheilitis	atopic dermatitis	
227	0	0	B	1	Bullous amyloidosis	Paraneoplastic pemphigus	
228	1	1	C	1	Primary systemic (AL) amyloidosis	Primary Systemic Amyloidosis	
229	0	0	D	1	Rheumatoid meningitis	Multiple Sclerosis	
231	0	0	B	1	Stage IV invasive renal urothelial carcinoma	Squamous Cell Carcinoma	
233	1	1	C	1	Multisystem Langerhans cell histiocytosis	Langerhans cell histiocytosis	
237	1	1	A	1	Intergluteal and sacral hyperhidrosis	Hyperhidrosis	
241	0	0	D	2	Endogenous endophthalmitis with iris abscess	Streptococcal endophthalmitis	
242	0	0	D	2	Branch retinal vein occlusion with preretinal neovascularization	Retinal Angiomatous Proliferation	
243	1	1	C	1	Juvenile spring eruption (JSE) associated with parvovirus B19 infection	Erythema Multiforme	
246	1	1	B	1	Tufted angioma with somatic KDR mutation	Atypical Vascular Lesion	
249	0	0	D	1	CD8-positive granulomatous cutaneous T-cell lymphoma	Multicentric Castleman Disease	
27	0	0	D	2	Histiocytoid Sweet syndrome	Leukemic cutis	
28	0	0	B	1	Bayés syndrome (Advanced interatrial block with paroxysmal atrial arrhythmias)	Atrial Fibrillation	
29	1	1	A	1	IgG4-related rhinosinusitis with concurrent Streptococcus constellatus bacterial rhinosinusitis	IgG4-Related Disease	
3	1	1	C	1	Familial cerebral cavernous malformations	Cerebral Cavernous Malformations	
33	0	0	B	2	ST-segment elevation due to myocardial metastasis from squamous cell carcinoma of the lung	Malignant pericardial effusion	
36	1	1	B	1	Primary cutaneous cryptococcosis (PCC)	Cutaneous cryptococcosis	
39	1	1	B	1	Metastatic Crohn disease	Crohn's disease	
4	1	1	C	1	Microvenular hemangioma (MVH)	angioma	
40	1	1	D	1	Invasive squamous cell carcinoma arising in a seborrheic keratosis of the eyelid	Squamous Cell Carcinoma	
45	1	1	A	1	Drug-induced dermatomyositis secondary to ipilimumab therapy	Ipilimumab-induced dermatomyositis	
5	0	0	D	1	Left maxillary giant cell reparative granuloma (GCRG)	juvenile nasopharyngeal angiofibroma	
57	1	1	A	1	Eosinophilic annular erythema (EAE)	eosinophilic annular erythema	
59	1	1	B	1	Anastrozole-associated uveitis with cystoid macular edema	Macular Edema Secondary to Anastrozole Therapy	
60	1	1	D	1	Ostium secundum atrial septal defect (OS-ASD)	Atrial Septal Defect	
62	1	1	D	1	Type I cryoglobulinemia associated with multiple myeloma	Cryoglobulinemic vasculitis	
63	0	0	D	1	Synchysis scintillans with morning glory disc anomaly and chronic retinal detachment	Primary Hyperoxaluria	
67	0	0	B	1	Septic shock with anuric kidney failure	brainstem stroke	
7	0	0	B	2	Segmental stiff skin syndrome (SSS)	Morphea	
72	1	1	A	1	Three-vessel obstructive coronary artery disease	coronary artery disease	
74	0	0	D	2	Nonkeratinizing squamous cell carcinoma of the nasal mucosa with Schneiderian features	Hidradenocarcinoma	
76	0	0	C	1	Low-grade chondrosarcoma of the mastoid with facial nerve involvement	Facial Nerve Schwannoma	
81	0	0	C	1	Disseminated Strongyloides stercoralis infection with ocular involvement (choroiditis)	Disseminated aspergillosis	
83	0	0	C	2	Enhanced S-cone syndrome (ESCS)	Congenital Stationary Night Blindness	
87	0	0	B	2	Myopericarditis	Acute pericarditis	
89	0	0	D	2	Accelerated atrioventricular junctional tachycardia with isorhythmic atrioventricular dissociation	Atrioventricular Nodal Reentrant Tachycardia	
90	1	1	B	1	Caruncular melanoma	Malignant Melanoma of the Caruncle	
95	1	1	B	1	Progressive Ataxia and Palatal Tremor (PAPT), sporadic type	Cerebellar Ataxia	
97	1	1	A	1	Anti-TIF-1γ juvenile dermatomyositis (JDM)	Dermatomyositis	
99	1	1	C	1	Epidermolysis bullosa pruriginosa (EBP)	Dystrophic Epidermolysis Bullosa	
