case_id	opt@1	opt@2	gold_letter	gold_option_rank	gold_option	joint_top1	joint_top2
140	1	1	A	1	Pheochromocytoma-induced cardiomyopathy	Pheochromocytoma-induced Cardiomyopathy	
147	1	1	B	1	Linear or annular lupus erythematosus panniculitis of the scalp (LALPS)	Discoid Lupus Erythematosus	
149	1	1	D	1	Giant cell tumor of soft tissue (GCT-ST)	Giant Cell Tumor	
15	1	1	B	1	Primary oral histoplasmosis	Histoplasmosis	
150	1	1	B	1	Transient left abducens (cranial nerve VI) nerve palsy	Iatrogenic Abducens Nerve Palsy	Allergic Fungal Rhinosinusitis
151	1	1	D	1	Large middle cerebral artery territory embolic stroke	Cardioembolic Stroke	Atrial Fibrillation-related Embolic Stroke
156	1	1	D	1	Drug-induced blepharitis and ectropion associated with TNF-α inhibitors (infliximab and adalimumab)	Drug-induced blepharitis and ectropion associated with TNF-α inhibitors	
158	1	1	A	1	Bullous pilomatricoma	Bullous Pilomatricoma	
161	1	1	C	1	Hemosiderotic fibrolipomatous tumor (HFLT)	Hemosiderotic fibrolipomatous tumor (HFLT)	
163	1	1	C	1	FIP1L1-PDGFRA–positive chronic eosinophilic leukemia (CEL) with associated generalized eruptive histiocytosis (GEH)	Myeloid/lymphoid neoplasm with eosinophilia and FIP1L1-PDGFRA fusion	Langerhans cell histiocytosis
164	1	1	A	1	Blastic plasmacytoid dendritic cell neoplasm (BPDCN) with polyradiculopathy	Blastic Plasmacytoid Dendritic Cell Neoplasm (BPDCN) with Polyradiculopathy	
165	1	1	B	1	Nocardia brasiliensis skin infection	Nocardia asteroides infection	Nocardia infection
167	1	1	D	1	Chikungunya virus-induced bilateral stromal keratouveitis	Chikungunya virus ocular inflammation	
173	1	1	C	1	Netherton syndrome	Netherton Syndrome	Pityriasis rubra pilaris
174	1	1	A	1	Intravascular NK/T-cell lymphoma, nasal type	Intravascular NK/T-cell lymphoma, nasal type	
177	0	1	D	2	Subacute left ventricular free wall rupture (LVFWR) complicating acute myocardial infarction	Cardiac tamponade due to ventricular wall rupture	Acute inferoposterolateral ST-elevation myocardial infarction
181	1	1	C	1	Benign lymphangioendothelioma (BLAE)	Benign Lymphangioendothelioma	Targetoid Hemosiderotic Hemangioma
182	1	1	C	1	Fibrofatty residua of involuted infantile hemangioma	Fibrofatty residua of involuted infantile hemangioma	
183	0	0	D	2	Glioblastoma (World Health Organization grade IV) with optic nerve invasion and intraocular extension	Optic Nerve Glioma	Central Retinal Vein Occlusion
186	1	1	D	1	Pseudoxanthoma elasticum-like disorder with coagulation deficiency	Pseudoxanthoma Elasticum	GGCX deficiency
187	0	0	B	2	Xanthoma disseminatum	Erdheim-Chester disease	
188	0	0	D	1	Coronary Artery Disease (CAD) with Giant R-wave Syndrome	Catecholaminergic Polymorphic Ventricular Tachycardia	
19	1	1	D	1	Follicular thyroid carcinoma with manubrial invasion	Follicular Thyroid Carcinoma with Bone Metastasis	
190	1	1	D	1	Pott's puffy tumor with sinocutaneous fistula secondary to chronic sinusitis	Pott's puffy tumor with sinocutaneous fistula secondary to chronic sinusitis	
194	0	0	C	2	Hyperoleon within a lamellar macular hole	Lamellar Macular Hole with Trapped Silicone Oil	
198	0	0	C	2	Stage IA endometrial cancer	Lynch syndrome	
202	0	0	C	2	Type B lactic acidosis secondary to diffuse large B-cell lymphoma	Mesenteric lymphoma	
205	0	0	A	2	Methimazole-induced vasculitis	Microscopic Polyangiitis	
206	1	1	D	1	Acute posterior and inferior myocardial infarction (STEMI equivalent) due to saphenous vein graft occlusion	Myocardial Infarction	Graft Occlusion
207	1	1	D	1	Mucous membrane pemphigoid (MMP)	Ocular Cicatricial Pemphigoid	
21	0	0	C	2	Saturday night retinopathy with orbital compression syndrome	Ocular Compartment Syndrome	Central Retinal Artery Occlusion
211	0	0	D	3	Brown tumor secondary to primary hyperparathyroidism due to parathyroid carcinoma	Primary Hyperparathyroidism	Parathyroid Carcinoma
214	1	1	B	1	Macular retinal vein occlusion with chronic cystoid macular edema	Cystoid Macular Edema	Central Retinal Vein Occlusion (CRVO)
216	1	1	A	1	Coronavirus Disease 2019 (COVID-19) with Acute Respiratory Distress Syndrome (ARDS)	COVID-19 pneumonia	
219	1	1	A	1	Multiple hereditary infundibulocystic basal cell carcinoma syndrome (MHIBCC)	Multiple hereditary infundibulocystic basal cell carcinoma syndrome (MHIBCC)	
22	0	0	D	2	Antimelanoma differentiation associated gene 5 clinically amyopathic dermatomyositis	Systemic Lupus Erythematosus	Mixed Connective Tissue Disease
220	1	1	D	1	Plasmablastic lymphoma (PBL), stage 1 with high-risk features	Plasmablastic lymphoma	
225	1	1	D	1	Richter's transformation presenting as penile ulcer (transformation of chronic lymphocytic leukemia to diffuse large B-cell lymphoma)	Diffuse Large B-Cell Lymphoma	
226	0	0	B	2	Actinic prurigo with associated cheilitis	Chronic actinic dermatitis	Cutaneous B-cell lymphoma
227	1	1	B	1	Bullous amyloidosis	Paraneoplastic Pemphigus	AL amyloidosis
228	1	1	C	1	Primary systemic (AL) amyloidosis	Systemic Amyloidosis	AL Amyloidosis
229	0	0	D	1	Rheumatoid meningitis	Multiple Sclerosis	Autoimmune Encephalitis
231	0	0	B	3	Stage IV invasive renal urothelial carcinoma	Florid Cutaneous Papillomatosis with Urothelial Cancer	Acrokeratosis Neoplastica
233	1	1	C	1	Multisystem Langerhans cell histiocytosis	Multisystem Langerhans Cell Histiocytosis	
237	1	1	A	1	Intergluteal and sacral hyperhidrosis	Primary focal hyperhidrosis	Idiopathic localized hyperhidrosis
241	0	0	D	3	Endogenous endophthalmitis with iris abscess	Streptococcal Endophthalmitis	Polymicrobial bacterial iris abscess
242	1	1	D	1	Branch retinal vein occlusion with preretinal neovascularization	Chronic Progressive Ocular Vascular Proliferation Syndrome with Neovascularization	Proliferative Diabetic Retinopathy
243	1	1	C	1	Juvenile spring eruption (JSE) associated with parvovirus B19 infection	Juvenile Spring Eruption	Bullous Pemphigoid
246	1	1	B	1	Tufted angioma with somatic KDR mutation	Tufted Angioma with Somatic KDR Mutation	Angiosarcoma
249	1	1	D	1	CD8-positive granulomatous cutaneous T-cell lymphoma	Cutaneous T-cell lymphoma, CD8+ variant	Dermatomyositis
27	0	0	D	2	Histiocytoid Sweet syndrome	Leukemic cutis	Leukemia cutis
28	1	1	B	1	Bayés syndrome (Advanced interatrial block with paroxysmal atrial arrhythmias)	Bayes syndrome	Atrial Flutter with Variable Block
29	1	1	A	1	IgG4-related rhinosinusitis with concurrent Streptococcus constellatus bacterial rhinosinusitis	IgG4-Related Disease	
3	1	1	C	1	Familial cerebral cavernous malformations	Cerebral Cavernous Malformations (CCM)	
33	1	1	B	1	ST-segment elevation due to myocardial metastasis from squamous cell carcinoma of the lung	Metastatic lung cancer to the heart	Malignant Pericardial Effusion
36	1	1	B	1	Primary cutaneous cryptococcosis (PCC)	Cutaneous Cryptococcosis	Cutaneous cryptococcal infection
39	0	0	B	2	Metastatic Crohn disease	Sarcoidosis	
4	1	1	C	1	Microvenular hemangioma (MVH)	Hemangioma	
40	0	0	D	2	Invasive squamous cell carcinoma arising in a seborrheic keratosis of the eyelid	Squamous cell carcinoma, clear cell variant	
45	1	1	A	1	Drug-induced dermatomyositis secondary to ipilimumab therapy	Dermatomyositis	
5	0	0	D	2	Left maxillary giant cell reparative granuloma (GCRG)	Central Giant Cell Granuloma	
57	1	1	A	1	Eosinophilic annular erythema (EAE)	Eosinophilic annular erythema (EAE)	
59	1	1	B	1	Anastrozole-associated uveitis with cystoid macular edema	Anastrozole-induced uveitis	Cystoid Macular Edema
60	1	1	D	1	Ostium secundum atrial septal defect (OS-ASD)	Ostium Secundum Atrial Septal Defect	
62	1	1	D	1	Type I cryoglobulinemia associated with multiple myeloma	Multiple myeloma	
63	1	1	D	1	Synchysis scintillans with morning glory disc anomaly and chronic retinal detachment	Synchysis scintillans with morning glory disc anomaly and chronic retinal detachment	
67	0	0	B	2	Septic shock with anuric kidney failure	sepsis secondary to pneumonia	
7	1	1	B	1	Segmental stiff skin syndrome (SSS)	Segmental Stiff Skin Syndrome	
72	1	1	A	1	Three-vessel obstructive coronary artery disease	Three-vessel obstructive coronary artery disease	Chronic Stable Angina
74	0	0	D	2	Nonkeratinizing squamous cell carcinoma of the nasal mucosa with Schneiderian features	Malignant hidradenoma	
76	1	1	C	1	Low-grade chondrosarcoma of the mastoid with facial nerve involvement	Low-grade Chondrosarcoma of the Mastoid with Facial Nerve Involvement	
81	1	1	C	1	Disseminated Strongyloides stercoralis infection with ocular involvement (choroiditis)	Strongyloidiasis with hyperinfection syndrome	West Nile virus acute flaccid paralysis
83	0	1	C	2	Enhanced S-cone syndrome (ESCS)	Goldmann-Favre Syndrome	Enhanced S-cone Syndrome (ESCS)
87	1	1	B	1	Myopericarditis	Myopericarditis	Acute Pericarditis
89	0	0	D	2	Accelerated atrioventricular junctional tachycardia with isorhythmic atrioventricular dissociation	Paroxysmal Supraventricular Tachycardia	Atrioventricular Nodal Reentrant Tachycardia
90	0	1	B	2	Caruncular melanoma	Malignant Melanoma of the Conjunctiva	Amelanotic Melanoma
95	1	1	B	1	Progressive Ataxia and Palatal Tremor (PAPT), sporadic type	Progressive Ataxia and Palatal Tremor (PAPT), sporadic type	
97	0	0	A	1	Anti-TIF-1γ juvenile dermatomyositis (JDM)		
99	1	1	C	1	Epidermolysis bullosa pruriginosa (EBP)	Dominant dystrophic epidermolysis bullosa	
